"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001793kw","ark:/21198/zz001793gb","2","Completed","Page","wavav/images/masters/21198-zz001793kw_501901_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001793kw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001793nx","ark:/21198/zz001793md","2","Completed","Page","wavav/images/masters/21198-zz001793nx_501905_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001793nx"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001793th","ark:/21198/zz001793pf","2","Completed","Page","wavav/images/masters/21198-zz001793th_501911_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001793th"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001793wj","ark:/21198/zz001793v1","2","Completed","Page","wavav/images/masters/21198-zz001793wj_501917_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001793wj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001793zk","ark:/21198/zz001793x2","2","Completed","Page","wavav/images/masters/21198-zz001793zk_501922_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001793zk"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017940k","ark:/21198/zz001793x2","2","Completed","Page","wavav/images/masters/21198-zz0017940k_501925_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017940k"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179434","ark:/21198/zz0017942m","2","Completed","Page","wavav/images/masters/21198-zz00179434_501928_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179434"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179455","ark:/21198/zz0017944n","2","Completed","Page","wavav/images/masters/21198-zz00179455_501932_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179455"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017948q","ark:/21198/zz00179476","2","Completed","Page","wavav/images/masters/21198-zz0017948q_501937_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017948q"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179497","ark:/21198/zz00179476","2","Completed","Page","wavav/images/masters/21198-zz00179497_501940_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179497"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794ds","ark:/21198/zz001794c8","2","Completed","Page","wavav/images/masters/21198-zz001794ds_501943_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794ds"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794gt","ark:/21198/zz001794f9","2","Completed","Page","wavav/images/masters/21198-zz001794gt_501949_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794gt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001794mw","ark:/21198/zz001794jv","2","Completed","Page","wavav/images/masters/21198-zz001794mw_501953_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001794mw"
