Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,viewingHint,Text direction,Visibility,IIIF Range,Title,Alt ID.local,Description.note,Opac url,Format.extent,Date.creation,Place of Origin,Bucketeer State,IIIF Access URL,IIIF Manifest URL,
Aldine Collection,ark:/21198/zz002h36c7,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0088_040v.tif,88,,,,,,,,040v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36c7,,
Aldine Collection,ark:/21198/zz002h36dr,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0089_041r.tif,89,,,,,,,,041r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36dr,,
Aldine Collection,ark:/21198/zz002h36f8,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0090_041v.tif,90,,,,,,,,041v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36f8,,
Aldine Collection,ark:/21198/zz002h36gs,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0091_042r.tif,91,,,,,,,,042r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36gs,,
Aldine Collection,ark:/21198/zz002h36h9,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0092_042v.tif,92,,,,,,,,042v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36h9,,
Aldine Collection,ark:/21198/zz002h36jt,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0093_043r.tif,93,,,,,,,,043r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36jt,,
Aldine Collection,ark:/21198/zz002h36kb,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0094_043v.tif,94,,,,,,,,043v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36kb,,
Aldine Collection,ark:/21198/zz002h36mv,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0095_044r.tif,95,,,,,,,,044r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36mv,,
Aldine Collection,ark:/21198/zz002h36nc,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0096_044v.tif,96,,,,,,,,044v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36nc,,
Aldine Collection,ark:/21198/zz002h36pw,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0097_045r.tif,97,,,,,,,,045r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36pw,,
Aldine Collection,ark:/21198/zz002h36qd,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0098_045v.tif,98,,,,,,,,045v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36qd,,
Aldine Collection,ark:/21198/zz002h36rx,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0099_046r.tif,99,,,,,,,,046r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36rx,,
Aldine Collection,ark:/21198/zz002h36sf,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0100_046v.tif,100,,,,,,,,046v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36sf,,
Aldine Collection,ark:/21198/zz002h36tz,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0101_047r.tif,101,,,,,,,,047r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36tz,,
Aldine Collection,ark:/21198/zz002h36vg,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0102_047v.tif,102,,,,,,,,047v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36vg,,
Aldine Collection,ark:/21198/zz002h36w0,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0103_048r.tif,103,,,,,,,,048r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36w0,,
Aldine Collection,ark:/21198/zz002h36xh,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0104_048v.tif,104,,,,,,,,048v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36xh,,
Aldine Collection,ark:/21198/zz002h36z1,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0105_049r.tif,105,,,,,,,,049r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h36z1,,
Aldine Collection,ark:/21198/zz002h3701,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0106_049v.tif,106,,,,,,,,049v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3701,,
Aldine Collection,ark:/21198/zz002h371j,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0107_050r.tif,107,,,,,,,,050r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h371j,,
Aldine Collection,ark:/21198/zz002h3722,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0108_050v.tif,108,,,,,,,,050v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3722,,
Aldine Collection,ark:/21198/zz002h373k,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0109_051r.tif,109,,,,,,,,051r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h373k,,
Aldine Collection,ark:/21198/zz002h3743,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0110_051v.tif,110,,,,,,,,051v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3743,,
Aldine Collection,ark:/21198/zz002h375m,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0111_052r.tif,111,,,,,,,,052r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h375m,,
Aldine Collection,ark:/21198/zz002h3764,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0112_052v.tif,112,,,,,,,,052v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3764,,
Aldine Collection,ark:/21198/zz002h377n,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0113_053r.tif,113,,,,,,,,053r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h377n,,
Aldine Collection,ark:/21198/zz002h3785,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0114_053v.tif,114,,,,,,,,053v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3785,,
Aldine Collection,ark:/21198/zz002h379p,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0115_054r.tif,115,,,,,,,,054r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h379p,,
Aldine Collection,ark:/21198/zz002h37b6,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0116_054v.tif,116,,,,,,,,054v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37b6,,
Aldine Collection,ark:/21198/zz002h37cq,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0117_055r.tif,117,,,,,,,,055r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37cq,,
Aldine Collection,ark:/21198/zz002h37d7,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0118_055v.tif,118,,,,,,,,055v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37d7,,
Aldine Collection,ark:/21198/zz002h37fr,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0119_056r.tif,119,,,,,,,,056r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37fr,,
Aldine Collection,ark:/21198/zz002h37g8,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0120_056v.tif,120,,,,,,,,056v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37g8,,
Aldine Collection,ark:/21198/zz002h37hs,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0121_057r.tif,121,,,,,,,,057r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37hs,,
Aldine Collection,ark:/21198/zz002h37j9,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0122_057v.tif,122,,,,,,,,057v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37j9,,
Aldine Collection,ark:/21198/zz002h37kt,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0123_058r.tif,123,,,,,,,,058r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37kt,,
Aldine Collection,ark:/21198/zz002h37mb,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0124_058v.tif,124,,,,,,,,058v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37mb,,
Aldine Collection,ark:/21198/zz002h37nv,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0125_059r.tif,125,,,,,,,,059r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37nv,,
Aldine Collection,ark:/21198/zz002h37pc,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0126_059v.tif,126,,,,,,,,059v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37pc,,
Aldine Collection,ark:/21198/zz002h37qw,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0127_060r.tif,127,,,,,,,,060r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37qw,,
Aldine Collection,ark:/21198/zz002h37rd,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0128_060v.tif,128,,,,,,,,060v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37rd,,
Aldine Collection,ark:/21198/zz002h37sx,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0129_061r.tif,129,,,,,,,,061r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37sx,,
Aldine Collection,ark:/21198/zz002h37tf,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0130_061v.tif,130,,,,,,,,061v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37tf,,
Aldine Collection,ark:/21198/zz002h37vz,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0131_062r.tif,131,,,,,,,,062r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37vz,,
Aldine Collection,ark:/21198/zz002h37wg,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0132_062v.tif,132,,,,,,,,062v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37wg,,
Aldine Collection,ark:/21198/zz002h37x0,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0133_063r.tif,133,,,,,,,,063r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37x0,,
Aldine Collection,ark:/21198/zz002h37zh,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0134_063v.tif,134,,,,,,,,063v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h37zh,,
Aldine Collection,ark:/21198/zz002h380h,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0135_064r.tif,135,,,,,,,,064r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h380h,,
Aldine Collection,ark:/21198/zz002h3811,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0136_064v.tif,136,,,,,,,,064v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3811,,
Aldine Collection,ark:/21198/zz002h382j,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0137_065r.tif,137,,,,,,,,065r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h382j,,
Aldine Collection,ark:/21198/zz002h3832,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0138_065v.tif,138,,,,,,,,065v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3832,,
Aldine Collection,ark:/21198/zz002h384k,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0139_066r.tif,139,,,,,,,,066r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h384k,,
Aldine Collection,ark:/21198/zz002h3853,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0140_066v.tif,140,,,,,,,,066v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3853,,
Aldine Collection,ark:/21198/zz002h386m,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0141_067r.tif,141,,,,,,,,067r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h386m,,
Aldine Collection,ark:/21198/zz002h3874,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0142_067v.tif,142,,,,,,,,067v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3874,,
Aldine Collection,ark:/21198/zz002h388n,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0143_068r.tif,143,,,,,,,,068r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h388n,,
Aldine Collection,ark:/21198/zz002h3895,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0144_068v.tif,144,,,,,,,,068v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3895,,
Aldine Collection,ark:/21198/zz002h38bp,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0145_069r.tif,145,,,,,,,,069r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38bp,,
Aldine Collection,ark:/21198/zz002h38c6,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0146_069v.tif,146,,,,,,,,069v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38c6,,
Aldine Collection,ark:/21198/zz002h38dq,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0147_070r.tif,147,,,,,,,,070r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38dq,,
Aldine Collection,ark:/21198/zz002h38f7,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0148_070v.tif,148,,,,,,,,070v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38f7,,
Aldine Collection,ark:/21198/zz002h38gr,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0149_071r.tif,149,,,,,,,,071r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38gr,,
Aldine Collection,ark:/21198/zz002h38h8,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0150_071v.tif,150,,,,,,,,071v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38h8,,
Aldine Collection,ark:/21198/zz002h38js,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0151_072r.tif,151,,,,,,,,072r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38js,,
Aldine Collection,ark:/21198/zz002h38k9,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0152_072v.tif,152,,,,,,,,072v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38k9,,
Aldine Collection,ark:/21198/zz002h38mt,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0153_073r.tif,153,,,,,,,,073r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38mt,,
Aldine Collection,ark:/21198/zz002h38nb,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0154_073v.tif,154,,,,,,,,073v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38nb,,
Aldine Collection,ark:/21198/zz002h38pv,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0155_074r.tif,155,,,,,,,,074r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38pv,,
Aldine Collection,ark:/21198/zz002h38qc,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0156_074v.tif,156,,,,,,,,074v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38qc,,
Aldine Collection,ark:/21198/zz002h38rw,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0157_075r.tif,157,,,,,,,,075r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38rw,,
Aldine Collection,ark:/21198/zz002h38sd,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0158_075v.tif,158,,,,,,,,075v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38sd,,
Aldine Collection,ark:/21198/zz002h38tx,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0159_076r.tif,159,,,,,,,,076r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38tx,,
Aldine Collection,ark:/21198/zz002h38vf,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0160_076v.tif,160,,,,,,,,076v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38vf,,
Aldine Collection,ark:/21198/zz002h38wz,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0161_077r.tif,161,,,,,,,,077r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38wz,,
Aldine Collection,ark:/21198/zz002h38xg,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0162_077v.tif,162,,,,,,,,077v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38xg,,
Aldine Collection,ark:/21198/zz002h38z0,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0163_078r.tif,163,,,,,,,,078r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h38z0,,
Aldine Collection,ark:/21198/zz002h3900,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0164_078v.tif,164,,,,,,,,078v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3900,,
Aldine Collection,ark:/21198/zz002h391h,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0165_079r.tif,165,,,,,,,,079r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h391h,,
Aldine Collection,ark:/21198/zz002h3921,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0166_079v.tif,166,,,,,,,,079v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3921,,
Aldine Collection,ark:/21198/zz002h393j,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0167_080r.tif,167,,,,,,,,080r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h393j,,
Aldine Collection,ark:/21198/zz002h3942,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0168_080v.tif,168,,,,,,,,080v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3942,,
Aldine Collection,ark:/21198/zz002h395k,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0169_081r.tif,169,,,,,,,,081r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h395k,,
Aldine Collection,ark:/21198/zz002h3963,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0170_081v.tif,170,,,,,,,,081v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3963,,
Aldine Collection,ark:/21198/zz002h397m,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0171_082r.tif,171,,,,,,,,082r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h397m,,
Aldine Collection,ark:/21198/zz002h3984,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0172_082v.tif,172,,,,,,,,082v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3984,,
Aldine Collection,ark:/21198/zz002h399n,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0173_083r.tif,173,,,,,,,,083r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h399n,,
Aldine Collection,ark:/21198/zz002h39b5,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0174_083v.tif,174,,,,,,,,083v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h39b5,,
Aldine Collection,ark:/21198/zz002h39cp,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0175_084r.tif,175,,,,,,,,084r,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h39cp,,
Aldine Collection,ark:/21198/zz002h39d6,ark:/21198/zz002h32z3,10,Completed with minimal metadata,Page,aldine/image/YRLSC_Z233_A4_M468_1547_0176_084v.tif,176,,,,,,,,084v,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h39d6,,
