Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,viewingHint,Text direction,Visibility,IIIF Access URL,IIIF Range,Title,Alt ID.local,Description.note,Summary,Opac url,Format.extent,Date.creation,Date.normalized,Place of origin,IIIF Manifest URL,Representative image,Masthead
Aldine Collection,ark:/21198/zz002h27px,,10,Completed with minimal metadata,Collection,,,,,,,,,,,Ahmanson-Murphy Aldine and Early Italian Collection,,"This collection includes one Early Italian manuscript, 'Medici Antiqui,' published ca. 1547, with annotations by Nicolas de Nancel and Michel de la Vigne, two 16th-century French physicians and scholars.","The UCLA Library has a robust collection of Aldine press imprints. The collection, numbering approximately 1500 titles, includes the imprints of the press of the Venetian scholar-printer Aldo Manuzio (1449 or 1450-1515), his son Paolo Manuzio (1512-1574), his grandson Aldo Manuzio the Younger (1547-1597), as well as those of associates and imitators. Our digital collection includes one exemplar. For more information, see https://guides.library.ucla.edu/c.php?g=180922&p=1187196. ",https://guides.library.ucla.edu/c.php?g=180922&p=1187196,,1547,1547,,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz002h27px,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h33kw,"/19,505,3784,1502/full/0/default.jpg"
