File Name,Item Sequence,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Bucketeer State,IIIF Access URL
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_001.tif,1,Front cover,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/sw43zc5x,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fsw43zc5x
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_002.tif,2,Inside front cover,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/h008p740,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fh008p740
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_003.tif,3,Flyleaf 1r,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/hq11sf52,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fhq11sf52
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_004.tif,4,Flyleaf 1v,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/pp08t512,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fpp08t512
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_005.tif,5,Flyleaf 2r,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/r561km34,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fr561km34
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_006.tif,6,Flyleaf 2v,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/m130cp0d,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fm130cp0d
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_007.tif,7,Flyleaf 3r,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/t782tc9s,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Ft782tc9s
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_008.tif,8,Flyleaf 3v,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/sp936f14,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fsp936f14
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_009.tif,9,Half-title,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/sm13n143,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fsm13n143
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_010.tif,10,[blank],,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/cp48h463,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fcp48h463
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_011.tif,11,Title page,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/nr369p11,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fnr369p11
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_012.tif,12,[blank],,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/rr78jz2d,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Frr78jz2d
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_013.tif,13,Preface Generale,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/dx14801w,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fdx14801w
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_014.tif,14,ii,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/zb31w08j,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fzb31w08j
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_015.tif,15,iii,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/zq12hq98,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fzq12hq98
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_016.tif,16,iv,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/5c072v0v,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2F5c072v0v
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_017.tif,17,v,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/rf63pv27,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Frf63pv27
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_018.tif,18,vi,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/z361dk5q,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fz361dk5q
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_019.tif,19,vii,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/k366wj5c,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fk366wj5c
picart/masters/fre_aju/fre_aju_v1/aju_picart_v01_020.tif,20,viii,,,ark:/21198/z1jd6q56,ark:/21198/z1jd6q56/m8574s4q,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6q56%2Fm8574s4q
