File Name,Item Sequence,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Bucketeer State,IIIF Access URL
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_001.tif,1,1,,,ark:/21198/z15735fw,ark:/21198/z15735fw/sw43zc5x,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fsw43zc5x
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_002.tif,2,2,,,ark:/21198/z15735fw,ark:/21198/z15735fw/h008p740,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fh008p740
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_003.tif,3,3,,,ark:/21198/z15735fw,ark:/21198/z15735fw/hq11sf52,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fhq11sf52
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_004.tif,4,4,,,ark:/21198/z15735fw,ark:/21198/z15735fw/pp08t512,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fpp08t512
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_005.tif,5,5,,,ark:/21198/z15735fw,ark:/21198/z15735fw/r561km34,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fr561km34
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_006.tif,6,6,,,ark:/21198/z15735fw,ark:/21198/z15735fw/m130cp0d,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fm130cp0d
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_007.tif,7,7,,,ark:/21198/z15735fw,ark:/21198/z15735fw/t782tc9s,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Ft782tc9s
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_008.tif,8,8,,,ark:/21198/z15735fw,ark:/21198/z15735fw/sp936f14,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fsp936f14
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_009.tif,9,9,,,ark:/21198/z15735fw,ark:/21198/z15735fw/sm13n143,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fsm13n143
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_010.tif,10,10,,,ark:/21198/z15735fw,ark:/21198/z15735fw/cp48h463,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fcp48h463
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_011.tif,11,11,,,ark:/21198/z15735fw,ark:/21198/z15735fw/nr369p11,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fnr369p11
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_012.tif,12,12,,,ark:/21198/z15735fw,ark:/21198/z15735fw/rr78jz2d,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Frr78jz2d
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_013.tif,13,13,,,ark:/21198/z15735fw,ark:/21198/z15735fw/dx14801w,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fdx14801w
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_014.tif,14,14,,,ark:/21198/z15735fw,ark:/21198/z15735fw/zb31w08j,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fzb31w08j
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_015.tif,15,15,,,ark:/21198/z15735fw,ark:/21198/z15735fw/zq12hq98,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Fzq12hq98
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_016.tif,16,16,,,ark:/21198/z15735fw,ark:/21198/z15735fw/5c072v0v,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2F5c072v0v
picart/masters/fre_aju/fre_aju_v4/aju_picart_v04_017.tif,17,17,,,ark:/21198/z15735fw,ark:/21198/z15735fw/rf63pv27,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15735fw%2Frf63pv27
