File Name,Item Sequence,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Bucketeer State,IIIF Access URL
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_001.tif,1,Front cover,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/sw43zc5x,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fsw43zc5x
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_002.tif,2,Inside front cover,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/h008p740,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fh008p740
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_003.tif,3,Flyleaf 1r,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/hq11sf52,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fhq11sf52
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_004.tif,4,Flyleaf 1v,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/pp08t512,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fpp08t512
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_005.tif,5,Flyleaf 2r,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/r561km34,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fr561km34
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_006.tif,6,Flyleaf 2v,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/m130cp0d,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fm130cp0d
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_007.tif,7,Half-title,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/t782tc9s,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Ft782tc9s
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_008.tif,8,[blank],,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/sp936f14,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fsp936f14
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_009.tif,9,Title page,,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/sm13n143,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fsm13n143
picart/masters/fre_aju/fre_aju_v8/aju_picart_v08_010.tif,10,[blank],,,ark:/21198/z1n60ds4,ark:/21198/z1n60ds4/cp48h463,Page,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60ds4%2Fcp48h463
