"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000scq1f","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000scq1f-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scq1f",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sct5z","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sct5z-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sct5z",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sct6g","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sct6g-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sct6g",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sct70","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sct70-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sct70",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sct8h","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sct8h-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sct8h",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sct91","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sct91-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sct91",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctbj","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctbj-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctbj",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctc2","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctc2-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctc2",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctdk","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctdk-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctdk",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctf3","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctf3-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctf3",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctgm","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctgm-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctgm",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000scth4","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000scth4-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scth4",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sctjn","ark:/21198/zz000scpzx","2","Completed","","Page","connexxus/images/masters/21198-zz000sctjn-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sctjn",""
