"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfkxv","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfkxv-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfkxv",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfkzc","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfkzc-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfkzc",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm0c","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm0c-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm0c",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm1w","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm1w-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm1w",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm2d","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm2d-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm2d",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm3x","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm3x-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm3x",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm4f","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm4f-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm4f",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm5z","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm5z-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm5z",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm6g","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm6g-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm6g",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm70","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm70-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm70",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm8h","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm8h-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm8h",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfm91","ark:/21198/zz000sfkwb","2","Completed","","Page","connexxus/images/masters/21198-zz000sfm91-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfm91",""
