"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxdx","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxdx-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxdx",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxff","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxff-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxff",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxgz","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxgz-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxgz",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxhg","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxhg-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxhg",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxj0","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxj0-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxj0",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxkh","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxkh-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxkh",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxm1","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxm1-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxm1",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxnj","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxnj-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxnj",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxp2","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxp2-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxp2",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxqk","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxqk-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxqk",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxr3","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxr3-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxr3",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxsm","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxsm-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxsm",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxt4","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxt4-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxt4",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxvn","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxvn-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxvn",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxw5","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxw5-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxw5",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sfxxp","ark:/21198/zz000sfxbw","2","Completed","","Page","connexxus/images/masters/21198-zz000sfxxp-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfxxp",""
