"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000scx6x","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000scx6x-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000scx6x",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd0tn","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd0tn-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd0tn",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd0v5","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd0v5-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd0v5",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd0wp","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd0wp-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd0wp",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd0x6","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd0x6-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd0x6",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd0zq","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd0zq-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd0zq",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd10q","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd10q-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd10q",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd117","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd117-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd117",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd12r","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd12r-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd12r",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd138","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd138-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd138",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd14s","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd14s-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd14s",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd159","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd159-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd159",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd16t","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd16t-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd16t",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sd17b","ark:/21198/zz000scx5d","2","Completed","","Page","connexxus/images/masters/21198-zz000sd17b-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sd17b",""
