"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shkt6","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shkt6-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shkt6",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm29","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm29-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm29",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm3t","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm3t-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm3t",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm4b","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm4b-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm4b",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm5v","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm5v-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm5v",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm6c","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm6c-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm6c",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm7w","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm7w-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm7w",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm8d","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm8d-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm8d",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shm9x","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shm9x-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shm9x",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shmbf","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shmbf-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shmbf",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shmcz","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shmcz-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shmcz",""
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000shmdg","ark:/21198/zz000shk9f","2","Completed","","Page","connexxus/images/masters/21198-zz000shmdg-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shmdg",""
