Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Manuscript No. 3: 0096,Armenian Manuscripts,ark:/21198/zz0028wc3x,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0096.tif,96,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc3x
Manuscript No. 3: 0097,Armenian Manuscripts,ark:/21198/zz0028wc4f,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0097.tif,97,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc4f
Manuscript No. 3: 0098,Armenian Manuscripts,ark:/21198/zz0028wc5z,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0098.tif,98,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc5z
Manuscript No. 3: 0099,Armenian Manuscripts,ark:/21198/zz0028wc6g,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0099.tif,99,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc6g
Manuscript No. 3: 0100,Armenian Manuscripts,ark:/21198/zz0028wc70,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0100.tif,100,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc70
Manuscript No. 3: 0101,Armenian Manuscripts,ark:/21198/zz0028wc8h,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0101.tif,101,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc8h
Manuscript No. 3: 0102,Armenian Manuscripts,ark:/21198/zz0028wc91,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0102.tif,102,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wc91
Manuscript No. 3: 0103,Armenian Manuscripts,ark:/21198/zz0028wcbj,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0103.tif,103,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcbj
Manuscript No. 3: 0104,Armenian Manuscripts,ark:/21198/zz0028wcc2,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0104.tif,104,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcc2
Manuscript No. 3: 0105,Armenian Manuscripts,ark:/21198/zz0028wcdk,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0105.tif,105,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcdk
Manuscript No. 3: 0106,Armenian Manuscripts,ark:/21198/zz0028wcf3,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0106.tif,106,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcf3
Manuscript No. 3: 0107,Armenian Manuscripts,ark:/21198/zz0028wcgm,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0107.tif,107,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcgm
Manuscript No. 3: 0108,Armenian Manuscripts,ark:/21198/zz0028wch4,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0108.tif,108,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wch4
Manuscript No. 3: 0109,Armenian Manuscripts,ark:/21198/zz0028wcjn,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0109.tif,109,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcjn
Manuscript No. 3: 0110,Armenian Manuscripts,ark:/21198/zz0028wck5,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0110.tif,110,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wck5
Manuscript No. 3: 0111,Armenian Manuscripts,ark:/21198/zz0028wcmp,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0111.tif,111,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcmp
Manuscript No. 3: 0112,Armenian Manuscripts,ark:/21198/zz0028wcn6,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0112.tif,112,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcn6
Manuscript No. 3: 0113,Armenian Manuscripts,ark:/21198/zz0028wcpq,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0113.tif,113,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcpq
Manuscript No. 3: 0114,Armenian Manuscripts,ark:/21198/zz0028wcq7,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0114.tif,114,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcq7
Manuscript No. 3: 0115,Armenian Manuscripts,ark:/21198/zz0028wcrr,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0115.tif,115,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcrr
Manuscript No. 3: 0116,Armenian Manuscripts,ark:/21198/zz0028wcs8,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0116.tif,116,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcs8
Manuscript No. 3: 0117,Armenian Manuscripts,ark:/21198/zz0028wcts,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0117.tif,117,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcts
Manuscript No. 3: 0118,Armenian Manuscripts,ark:/21198/zz0028wcv9,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0118.tif,118,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcv9
Manuscript No. 3: 0119,Armenian Manuscripts,ark:/21198/zz0028wcwt,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0119.tif,119,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcwt
Manuscript No. 3: 0120,Armenian Manuscripts,ark:/21198/zz0028wcxb,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0120.tif,120,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wcxb
Manuscript No. 3: 0121,Armenian Manuscripts,ark:/21198/zz0028wczv,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0121.tif,121,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wczv
Manuscript No. 3: 0122,Armenian Manuscripts,ark:/21198/zz0028wd0v,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0122.tif,122,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd0v
Manuscript No. 3: 0123,Armenian Manuscripts,ark:/21198/zz0028wd1c,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0123.tif,123,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd1c
Manuscript No. 3: 0124,Armenian Manuscripts,ark:/21198/zz0028wd2w,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0124.tif,124,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd2w
Manuscript No. 3: 0125,Armenian Manuscripts,ark:/21198/zz0028wd3d,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0125.tif,125,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd3d
Manuscript No. 3: 0126,Armenian Manuscripts,ark:/21198/zz0028wd4x,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0126.tif,126,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd4x
Manuscript No. 3: 0127,Armenian Manuscripts,ark:/21198/zz0028wd5f,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0127.tif,127,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd5f
Manuscript No. 3: 0128,Armenian Manuscripts,ark:/21198/zz0028wd6z,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0128.tif,128,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd6z
Manuscript No. 3: 0129,Armenian Manuscripts,ark:/21198/zz0028wd7g,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0129.tif,129,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd7g
Manuscript No. 3: 0130,Armenian Manuscripts,ark:/21198/zz0028wd80,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0130.tif,130,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd80
Manuscript No. 3: 0131,Armenian Manuscripts,ark:/21198/zz0028wd9h,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0131.tif,131,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wd9h
Manuscript No. 3: 0132,Armenian Manuscripts,ark:/21198/zz0028wdb1,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0132.tif,132,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdb1
Manuscript No. 3: 0133,Armenian Manuscripts,ark:/21198/zz0028wdcj,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0133.tif,133,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdcj
Manuscript No. 3: 0134,Armenian Manuscripts,ark:/21198/zz0028wdd2,ark:/21198/zz0026w2v4,Page,,armenian/masters/ms_3/Scan_0134.tif,134,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wdd2
