Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Manuscript No.69: 0013,Armenian Manuscripts,ark:/21198/zz0028zqgb,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0013.tif,13,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqgb
Manuscript No.69: 0014,Armenian Manuscripts,ark:/21198/zz0028zqhv,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0014.tif,14,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqhv
Manuscript No.69: 0015,Armenian Manuscripts,ark:/21198/zz0028zqjc,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0015.tif,15,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqjc
Manuscript No.69: 0016,Armenian Manuscripts,ark:/21198/zz0028zqkw,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0016.tif,16,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqkw
Manuscript No.69: 0017,Armenian Manuscripts,ark:/21198/zz0028zqmd,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0017.tif,17,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqmd
Manuscript No.69: 0018,Armenian Manuscripts,ark:/21198/zz0028zqnx,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0018.tif,18,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqnx
Manuscript No.69: 0019,Armenian Manuscripts,ark:/21198/zz0028zqpf,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0019.tif,19,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqpf
Manuscript No.69: 0020,Armenian Manuscripts,ark:/21198/zz0028zqqz,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0020.tif,20,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqqz
Manuscript No.69: 0021,Armenian Manuscripts,ark:/21198/zz0028zqrg,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0021.tif,21,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqrg
Manuscript No.69: 0022,Armenian Manuscripts,ark:/21198/zz0028zqs0,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0022.tif,22,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqs0
Manuscript No.69: 0023,Armenian Manuscripts,ark:/21198/zz0028zqth,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0023.tif,23,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqth
Manuscript No.69: 0024,Armenian Manuscripts,ark:/21198/zz0028zqv1,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0024.tif,24,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqv1
Manuscript No.69: 0025,Armenian Manuscripts,ark:/21198/zz0028zqwj,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0025.tif,25,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqwj
Manuscript No.69: 0026,Armenian Manuscripts,ark:/21198/zz0028zqx2,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0026.tif,26,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqx2
Manuscript No.69: 0027,Armenian Manuscripts,ark:/21198/zz0028zqzk,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0027.tif,27,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zqzk
Manuscript No.69: 0028,Armenian Manuscripts,ark:/21198/zz0028zr0k,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0028.tif,28,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr0k
Manuscript No.69: 0029,Armenian Manuscripts,ark:/21198/zz0028zr13,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0029.tif,29,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr13
Manuscript No.69: 0030,Armenian Manuscripts,ark:/21198/zz0028zr2m,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0030.tif,30,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr2m
Manuscript No.69: 0031,Armenian Manuscripts,ark:/21198/zz0028zr34,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0031.tif,31,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr34
Manuscript No.69: 0032,Armenian Manuscripts,ark:/21198/zz0028zr4n,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0032.tif,32,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr4n
Manuscript No.69: 0033,Armenian Manuscripts,ark:/21198/zz0028zr55,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0033.tif,33,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr55
Manuscript No.69: 0034,Armenian Manuscripts,ark:/21198/zz0028zr6p,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0034.tif,34,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr6p
Manuscript No.69: 0035,Armenian Manuscripts,ark:/21198/zz0028zr76,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0035.tif,35,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr76
Manuscript No.69: 0036,Armenian Manuscripts,ark:/21198/zz0028zr8q,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0036.tif,36,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr8q
Manuscript No.69: 0037,Armenian Manuscripts,ark:/21198/zz0028zr97,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0037.tif,37,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zr97
Manuscript No.69: 0038,Armenian Manuscripts,ark:/21198/zz0028zrbr,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0038.tif,38,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrbr
Manuscript No.69: 0039,Armenian Manuscripts,ark:/21198/zz0028zrc8,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0039.tif,39,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrc8
Manuscript No.69: 0040,Armenian Manuscripts,ark:/21198/zz0028zrds,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0040.tif,40,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrds
Manuscript No.69: 0041,Armenian Manuscripts,ark:/21198/zz0028zrf9,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0041.tif,41,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrf9
Manuscript No.69: 0042,Armenian Manuscripts,ark:/21198/zz0028zrgt,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0042.tif,42,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrgt
Manuscript No.69: 0043,Armenian Manuscripts,ark:/21198/zz0028zrhb,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0043.tif,43,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrhb
Manuscript No.69: 0044,Armenian Manuscripts,ark:/21198/zz0028zrjv,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0044.tif,44,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrjv
Manuscript No.69: 0045,Armenian Manuscripts,ark:/21198/zz0028zrkc,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0045.tif,45,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrkc
Manuscript No.69: 0046,Armenian Manuscripts,ark:/21198/zz0028zrmw,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0046.tif,46,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrmw
Manuscript No.69: 0047,Armenian Manuscripts,ark:/21198/zz0028zrnd,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0047.tif,47,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrnd
Manuscript No.69: 0048,Armenian Manuscripts,ark:/21198/zz0028zrpx,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0048.tif,48,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrpx
Manuscript No.69: 0049,Armenian Manuscripts,ark:/21198/zz0028zrqf,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0049.tif,49,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrqf
Manuscript No.69: 0050,Armenian Manuscripts,ark:/21198/zz0028zrrz,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0050.tif,50,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrrz
Manuscript No.69: 0051,Armenian Manuscripts,ark:/21198/zz0028zrsg,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0051.tif,51,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrsg
Manuscript No.69: 0052,Armenian Manuscripts,ark:/21198/zz0028zrt0,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0052.tif,52,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrt0
Manuscript No.69: 0053,Armenian Manuscripts,ark:/21198/zz0028zrvh,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0053.tif,53,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrvh
Manuscript No.69: 0054,Armenian Manuscripts,ark:/21198/zz0028zrw1,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0054.tif,54,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrw1
Manuscript No.69: 0055,Armenian Manuscripts,ark:/21198/zz0028zrxj,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0055.tif,55,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrxj
Manuscript No.69: 0056,Armenian Manuscripts,ark:/21198/zz0028zrz2,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0056.tif,56,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zrz2
Manuscript No.69: 0057,Armenian Manuscripts,ark:/21198/zz0028zs02,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0057.tif,57,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs02
Manuscript No.69: 0058,Armenian Manuscripts,ark:/21198/zz0028zs1k,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0058.tif,58,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs1k
Manuscript No.69: 0059,Armenian Manuscripts,ark:/21198/zz0028zs23,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0059.tif,59,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs23
Manuscript No.69: 0060,Armenian Manuscripts,ark:/21198/zz0028zs3m,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0060.tif,60,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs3m
Manuscript No.69: 0061,Armenian Manuscripts,ark:/21198/zz0028zs44,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0061.tif,61,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs44
Manuscript No.69: 0062,Armenian Manuscripts,ark:/21198/zz0028zs5n,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0062.tif,62,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs5n
Manuscript No.69: 0063,Armenian Manuscripts,ark:/21198/zz0028zs65,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0063.tif,63,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs65
Manuscript No.69: 0064,Armenian Manuscripts,ark:/21198/zz0028zs7p,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0064.tif,64,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs7p
Manuscript No.69: 0065,Armenian Manuscripts,ark:/21198/zz0028zs86,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0065.tif,65,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs86
Manuscript No.69: 0066,Armenian Manuscripts,ark:/21198/zz0028zs9q,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0066.tif,66,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zs9q
Manuscript No.69: 0067,Armenian Manuscripts,ark:/21198/zz0028zsb7,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0067.tif,67,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsb7
Manuscript No.69: 0068,Armenian Manuscripts,ark:/21198/zz0028zscr,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0068.tif,68,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zscr
Manuscript No.69: 0069,Armenian Manuscripts,ark:/21198/zz0028zsd8,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0069.tif,69,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsd8
Manuscript No.69: 0070,Armenian Manuscripts,ark:/21198/zz0028zsfs,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0070.tif,70,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsfs
Manuscript No.69: 0071,Armenian Manuscripts,ark:/21198/zz0028zsg9,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0071.tif,71,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsg9
Manuscript No.69: 0072,Armenian Manuscripts,ark:/21198/zz0028zsht,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0072.tif,72,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsht
Manuscript No.69: 0073,Armenian Manuscripts,ark:/21198/zz0028zsjb,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0073.tif,73,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsjb
Manuscript No.69: 0074,Armenian Manuscripts,ark:/21198/zz0028zskv,ark:/21198/zz0026w36s,Page,,armenian/masters/ms_69/ms_69_0074.tif,74,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zskv
