Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Manuscript No. 52: 0011,Armenian Manuscripts,ark:/21198/zz0028wjfh,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0011.tif,11,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjfh
Manuscript No. 52: 0012,Armenian Manuscripts,ark:/21198/zz0028wjg1,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0012.tif,12,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjg1
Manuscript No. 52: 0013,Armenian Manuscripts,ark:/21198/zz0028wjhj,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0013.tif,13,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjhj
Manuscript No. 52: 0014,Armenian Manuscripts,ark:/21198/zz0028wjj2,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0014.tif,14,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjj2
Manuscript No. 52: 0015,Armenian Manuscripts,ark:/21198/zz0028wjkk,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0015.tif,15,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjkk
Manuscript No. 52: 0016,Armenian Manuscripts,ark:/21198/zz0028wjm3,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0016.tif,16,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjm3
Manuscript No. 52: 0017,Armenian Manuscripts,ark:/21198/zz0028wjnm,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0017.tif,17,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjnm
Manuscript No. 52: 0018,Armenian Manuscripts,ark:/21198/zz0028wjp4,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0018.tif,18,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjp4
Manuscript No. 52: 0019,Armenian Manuscripts,ark:/21198/zz0028wjqn,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0019.tif,19,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjqn
Manuscript No. 52: 0020,Armenian Manuscripts,ark:/21198/zz0028wjr5,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0020.tif,20,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjr5
Manuscript No. 52: 0021,Armenian Manuscripts,ark:/21198/zz0028wjsp,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0021.tif,21,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjsp
Manuscript No. 52: 0022,Armenian Manuscripts,ark:/21198/zz0028wjt6,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0022.tif,22,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjt6
Manuscript No. 52: 0023,Armenian Manuscripts,ark:/21198/zz0028wjvq,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0023.tif,23,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjvq
Manuscript No. 52: 0024,Armenian Manuscripts,ark:/21198/zz0028wjw7,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0024.tif,24,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjw7
Manuscript No. 52: 0025,Armenian Manuscripts,ark:/21198/zz0028wjxr,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0025.tif,25,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjxr
Manuscript No. 52: 0026,Armenian Manuscripts,ark:/21198/zz0028wjz8,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0026.tif,26,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wjz8
Manuscript No. 52: 0027,Armenian Manuscripts,ark:/21198/zz0028wk08,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0027.tif,27,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk08
Manuscript No. 52: 0028,Armenian Manuscripts,ark:/21198/zz0028wk1s,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0028.tif,28,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk1s
Manuscript No. 52: 0029,Armenian Manuscripts,ark:/21198/zz0028wk29,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0029.tif,29,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk29
Manuscript No. 52: 0030,Armenian Manuscripts,ark:/21198/zz0028wk3t,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0030.tif,30,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk3t
Manuscript No. 52: 0031,Armenian Manuscripts,ark:/21198/zz0028wk4b,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0031.tif,31,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk4b
Manuscript No. 52: 0032,Armenian Manuscripts,ark:/21198/zz0028wk5v,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0032.tif,32,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk5v
Manuscript No. 52: 0033,Armenian Manuscripts,ark:/21198/zz0028wk6c,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0033.tif,33,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk6c
Manuscript No. 52: 0034,Armenian Manuscripts,ark:/21198/zz0028wk7w,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0034.tif,34,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk7w
Manuscript No. 52: 0035,Armenian Manuscripts,ark:/21198/zz0028wk8d,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0035.tif,35,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk8d
Manuscript No. 52: 0036,Armenian Manuscripts,ark:/21198/zz0028wk9x,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0036.tif,36,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wk9x
Manuscript No. 52: 0037,Armenian Manuscripts,ark:/21198/zz0028wkbf,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0037.tif,37,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkbf
Manuscript No. 52: 0038,Armenian Manuscripts,ark:/21198/zz0028wkcz,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0038.tif,38,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkcz
Manuscript No. 52: 0039,Armenian Manuscripts,ark:/21198/zz0028wkdg,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0039.tif,39,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkdg
Manuscript No. 52: 0040,Armenian Manuscripts,ark:/21198/zz0028wkf0,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0040.tif,40,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkf0
Manuscript No. 52: 0041,Armenian Manuscripts,ark:/21198/zz0028wkgh,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0041.tif,41,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkgh
Manuscript No. 52: 0042,Armenian Manuscripts,ark:/21198/zz0028wkh1,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0042.tif,42,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkh1
Manuscript No. 52: 0043,Armenian Manuscripts,ark:/21198/zz0028wkjj,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0043.tif,43,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkjj
Manuscript No. 52: 0044,Armenian Manuscripts,ark:/21198/zz0028wkk2,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0044.tif,44,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkk2
Manuscript No. 52: 0045,Armenian Manuscripts,ark:/21198/zz0028wkmk,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0045.tif,45,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkmk
Manuscript No. 52: 0046,Armenian Manuscripts,ark:/21198/zz0028wkn3,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0046.tif,46,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkn3
Manuscript No. 52: 0047,Armenian Manuscripts,ark:/21198/zz0028wkpm,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0047.tif,47,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkpm
Manuscript No. 52: 0048,Armenian Manuscripts,ark:/21198/zz0028wkq4,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0048.tif,48,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkq4
Manuscript No. 52: 0049,Armenian Manuscripts,ark:/21198/zz0028wkrn,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0049.tif,49,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkrn
Manuscript No. 52: 0050,Armenian Manuscripts,ark:/21198/zz0028wks5,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0050.tif,50,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wks5
Manuscript No. 52: 0051,Armenian Manuscripts,ark:/21198/zz0028wktp,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0051.tif,51,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wktp
Manuscript No. 52: 0052,Armenian Manuscripts,ark:/21198/zz0028wkv6,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0052.tif,52,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkv6
Manuscript No. 52: 0053,Armenian Manuscripts,ark:/21198/zz0028wkwq,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0053.tif,53,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkwq
Manuscript No. 52: 0054,Armenian Manuscripts,ark:/21198/zz0028wkx7,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0054.tif,54,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkx7
Manuscript No. 52: 0055,Armenian Manuscripts,ark:/21198/zz0028wkzr,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0055.tif,55,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wkzr
Manuscript No. 52: 0056,Armenian Manuscripts,ark:/21198/zz0028wm0r,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0056.tif,56,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm0r
Manuscript No. 52: 0057,Armenian Manuscripts,ark:/21198/zz0028wm18,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0057.tif,57,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm18
Manuscript No. 52: 0058,Armenian Manuscripts,ark:/21198/zz0028wm2s,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0058.tif,58,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm2s
Manuscript No. 52: 0059,Armenian Manuscripts,ark:/21198/zz0028wm39,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0059.tif,59,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm39
Manuscript No. 52: 0060,Armenian Manuscripts,ark:/21198/zz0028wm4t,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0060.tif,60,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm4t
Manuscript No. 52: 0061,Armenian Manuscripts,ark:/21198/zz0028wm5b,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0061.tif,61,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm5b
Manuscript No. 52: 0062,Armenian Manuscripts,ark:/21198/zz0028wm6v,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0062.tif,62,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm6v
Manuscript No. 52: 0063,Armenian Manuscripts,ark:/21198/zz0028wm7c,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0063.tif,63,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm7c
Manuscript No. 52: 0064,Armenian Manuscripts,ark:/21198/zz0028wm8w,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0064.tif,64,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm8w
Manuscript No. 52: 0065,Armenian Manuscripts,ark:/21198/zz0028wm9d,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0065.tif,65,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wm9d
Manuscript No. 52: 0066,Armenian Manuscripts,ark:/21198/zz0028wmbx,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0066.tif,66,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmbx
Manuscript No. 52: 0067,Armenian Manuscripts,ark:/21198/zz0028wmcf,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0067.tif,67,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmcf
Manuscript No. 52: 0068,Armenian Manuscripts,ark:/21198/zz0028wmdz,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0068.tif,68,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmdz
Manuscript No. 52: 0069,Armenian Manuscripts,ark:/21198/zz0028wmfg,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0069.tif,69,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmfg
Manuscript No. 52: 0070,Armenian Manuscripts,ark:/21198/zz0028wmg0,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0070.tif,70,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmg0
Manuscript No. 52: 0071,Armenian Manuscripts,ark:/21198/zz0028wmhh,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0071.tif,71,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmhh
Manuscript No. 52: 0072,Armenian Manuscripts,ark:/21198/zz0028wmj1,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0072.tif,72,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmj1
Manuscript No. 52: 0073,Armenian Manuscripts,ark:/21198/zz0028wmkj,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0073.tif,73,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmkj
Manuscript No. 52: 0074,Armenian Manuscripts,ark:/21198/zz0028wmm2,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0074.tif,74,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmm2
Manuscript No. 52: 0075,Armenian Manuscripts,ark:/21198/zz0028wmnk,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0075.tif,75,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmnk
Manuscript No. 52: 0076,Armenian Manuscripts,ark:/21198/zz0028wmp3,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0076.tif,76,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmp3
Manuscript No. 52: 0077,Armenian Manuscripts,ark:/21198/zz0028wmqm,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0077.tif,77,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmqm
Manuscript No. 52: 0078,Armenian Manuscripts,ark:/21198/zz0028wmr4,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0078.tif,78,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmr4
Manuscript No. 52: 0079,Armenian Manuscripts,ark:/21198/zz0028wmsn,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0079.tif,79,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmsn
Manuscript No. 52: 0080,Armenian Manuscripts,ark:/21198/zz0028wmt5,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0080.tif,80,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmt5
Manuscript No. 52: 0081,Armenian Manuscripts,ark:/21198/zz0028wmvp,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0081.tif,81,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmvp
Manuscript No. 52: 0082,Armenian Manuscripts,ark:/21198/zz0028wmw6,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0082.tif,82,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmw6
Manuscript No. 52: 0083,Armenian Manuscripts,ark:/21198/zz0028wmxq,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0083.tif,83,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmxq
Manuscript No. 52: 0084,Armenian Manuscripts,ark:/21198/zz0028wmz7,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0084.tif,84,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wmz7
Manuscript No. 52: 0085,Armenian Manuscripts,ark:/21198/zz0028wn07,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0085.tif,85,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn07
Manuscript No. 52: 0086,Armenian Manuscripts,ark:/21198/zz0028wn1r,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0086.tif,86,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn1r
Manuscript No. 52: 0087,Armenian Manuscripts,ark:/21198/zz0028wn28,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0087.tif,87,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn28
Manuscript No. 52: 0088,Armenian Manuscripts,ark:/21198/zz0028wn3s,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0088.tif,88,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn3s
Manuscript No. 52: 0089,Armenian Manuscripts,ark:/21198/zz0028wn49,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0089.tif,89,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn49
Manuscript No. 52: 0090,Armenian Manuscripts,ark:/21198/zz0028wn5t,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0090.tif,90,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn5t
Manuscript No. 52: 0091,Armenian Manuscripts,ark:/21198/zz0028wn6b,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0091.tif,91,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn6b
Manuscript No. 52: 0092,Armenian Manuscripts,ark:/21198/zz0028wn7v,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0092.tif,92,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn7v
Manuscript No. 52: 0093,Armenian Manuscripts,ark:/21198/zz0028wn8c,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0093.tif,93,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn8c
Manuscript No. 52: 0094,Armenian Manuscripts,ark:/21198/zz0028wn9w,ark:/21198/zz0026w2zp,Page,,armenian/masters/ms_52/ms_52_0094.tif,94,text,Manuscripts,pd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wn9w
