Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Manuscript No.72: 0001,Armenian Manuscripts,ark:/21198/zz0028zsmc,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0001.tif,1,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsmc
Manuscript No.72: 0002,Armenian Manuscripts,ark:/21198/zz0028zsnw,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0002.tif,2,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsnw
Manuscript No.72: 0003,Armenian Manuscripts,ark:/21198/zz0028zspd,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0003.tif,3,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zspd
Manuscript No.72: 0004,Armenian Manuscripts,ark:/21198/zz0028zsqx,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0004.tif,4,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsqx
Manuscript No.72: 0005,Armenian Manuscripts,ark:/21198/zz0028zsrf,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0005.tif,5,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsrf
Manuscript No.72: 0006,Armenian Manuscripts,ark:/21198/zz0028zssz,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0006.tif,6,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zssz
Manuscript No.72: 0007,Armenian Manuscripts,ark:/21198/zz0028zstg,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0007.tif,7,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zstg
Manuscript No.72: 0008,Armenian Manuscripts,ark:/21198/zz0028zsv0,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0008.tif,8,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsv0
Manuscript No.72: 0009,Armenian Manuscripts,ark:/21198/zz0028zswh,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0009.tif,9,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zswh
Manuscript No.72: 0010,Armenian Manuscripts,ark:/21198/zz0028zsx1,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0010.tif,10,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsx1
Manuscript No.72: 0011,Armenian Manuscripts,ark:/21198/zz0028zszj,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0011.tif,11,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zszj
Manuscript No.72: 0012,Armenian Manuscripts,ark:/21198/zz0028zt0j,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0012.tif,12,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt0j
Manuscript No.72: 0013,Armenian Manuscripts,ark:/21198/zz0028zt12,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0013.tif,13,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt12
Manuscript No.72: 0014,Armenian Manuscripts,ark:/21198/zz0028zt2k,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0014.tif,14,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt2k
Manuscript No.72: 0015,Armenian Manuscripts,ark:/21198/zz0028zt33,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0015.tif,15,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt33
Manuscript No.72: 0016,Armenian Manuscripts,ark:/21198/zz0028zt4m,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0016.tif,16,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt4m
Manuscript No.72: 0017,Armenian Manuscripts,ark:/21198/zz0028zt54,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0017.tif,17,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt54
Manuscript No.72: 0018,Armenian Manuscripts,ark:/21198/zz0028zt6n,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0018.tif,18,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt6n
Manuscript No.72: 0019,Armenian Manuscripts,ark:/21198/zz0028zt75,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0019.tif,19,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt75
Manuscript No.72: 0020,Armenian Manuscripts,ark:/21198/zz0028zt8p,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0020.tif,20,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt8p
Manuscript No.72: 0021,Armenian Manuscripts,ark:/21198/zz0028zt96,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0021.tif,21,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zt96
Manuscript No.72: 0022,Armenian Manuscripts,ark:/21198/zz0028ztbq,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0022.tif,22,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ztbq
Manuscript No.72: 0023,Armenian Manuscripts,ark:/21198/zz0028ztc7,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0023.tif,23,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ztc7
Manuscript No.72: 0024,Armenian Manuscripts,ark:/21198/zz0028ztdr,ark:/21198/zz0026w379,Page,,armenian/masters/ms_72/ms_72_0024.tif,24,text,Manuscripts,pd,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028ztdr
