"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175tsb","ark:/21198/zz00175t6j","2","Completed","Page","wavav/images/masters/21198-zz00175tsb-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tsb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175ttv","ark:/21198/zz00175t6j","2","Completed","Page","wavav/images/masters/21198-zz00175ttv-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175ttv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175tvc","ark:/21198/zz00175t72","2","Completed","Page","wavav/images/masters/21198-zz00175tvc-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tvc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175tww","ark:/21198/zz00175t8k","2","Completed","Page","wavav/images/masters/21198-zz00175tww-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tww"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175txd","ark:/21198/zz00175t93","2","Completed","Page","wavav/images/masters/21198-zz00175txd-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175txd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175tzx","ark:/21198/zz00175tbm","2","Completed","Page","wavav/images/masters/21198-zz00175tzx-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tzx"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175v0x","ark:/21198/zz00175tbm","2","Completed","Page","wavav/images/masters/21198-zz00175v0x-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175v0x"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vfn","ark:/21198/zz00175v1f","2","Completed","Page","wavav/images/masters/21198-zz00175vfn-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vfn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vg5","ark:/21198/zz00175v1f","2","Completed","Page","wavav/images/masters/21198-zz00175vg5-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vg5"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vhp","ark:/21198/zz00175v2z","2","Completed","Page","wavav/images/masters/21198-zz00175vhp-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vhp"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vj6","ark:/21198/zz00175v2z","2","Completed","Page","wavav/images/masters/21198-zz00175vj6-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vj6"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vkq","ark:/21198/zz00175v3g","2","Completed","Page","wavav/images/masters/21198-zz00175vkq-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vkq"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vm7","ark:/21198/zz00175v3g","2","Completed","Page","wavav/images/masters/21198-zz00175vm7-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vm7"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vnr","ark:/21198/zz00175v40","2","Completed","Page","wavav/images/masters/21198-zz00175vnr-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vnr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vp8","ark:/21198/zz00175v40","2","Completed","Page","wavav/images/masters/21198-zz00175vp8-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vp8"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vqs","ark:/21198/zz00175v40","2","Completed","Page","wavav/images/masters/21198-zz00175vqs-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vqs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vr9","ark:/21198/zz00175v5h","2","Completed","Page","wavav/images/masters/21198-zz00175vr9-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vr9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vst","ark:/21198/zz00175v61","2","Completed","Page","wavav/images/masters/21198-zz00175vst-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vst"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vtb","ark:/21198/zz00175v7j","2","Completed","Page","wavav/images/masters/21198-zz00175vtb-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vtb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vvv","ark:/21198/zz00175v82","2","Completed","Page","wavav/images/masters/21198-zz00175vvv-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vvv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vwc","ark:/21198/zz00175v9k","2","Completed","Page","wavav/images/masters/21198-zz00175vwc-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vwc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vxw","ark:/21198/zz00175vb3","2","Completed","Page","wavav/images/masters/21198-zz00175vxw-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vxw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175vzd","ark:/21198/zz00175vcm","2","Completed","Page","wavav/images/masters/21198-zz00175vzd-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vzd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175w1x","ark:/21198/zz00175w0d","2","Completed","Page","wavav/images/masters/21198-zz00175w1x-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w1x"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175w3z","ark:/21198/zz00175w2f","2","Completed","Page","wavav/images/masters/21198-zz00175w3z-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w3z"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175w4g","ark:/21198/zz00175w2f","2","Completed","Page","wavav/images/masters/21198-zz00175w4g-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w4g"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175w50","ark:/21198/zz00175w2f","2","Completed","Page","wavav/images/masters/21198-zz00175w50-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w50"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795g9","ark:/21198/zz001795fs","2","Completed","Page","wavav/images/masters/21198-zz001795g9_502007_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795g9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795ht","ark:/21198/zz001795fs","2","Completed","Page","wavav/images/masters/21198-zz001795ht_502028_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795ht"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795mc","ark:/21198/zz001795kv","2","Completed","Page","wavav/images/masters/21198-zz001795mc_502021_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795mc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795nw","ark:/21198/zz001795kv","2","Completed","Page","wavav/images/masters/21198-zz001795nw_502025_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795nw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795qx","ark:/21198/zz001795pd","2","Completed","Page","wavav/images/masters/21198-zz001795qx_502033_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795qx"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795rf","ark:/21198/zz001795pd","2","Completed","Page","wavav/images/masters/21198-zz001795rf_502037_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795rf"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795sz","ark:/21198/zz001795pd","2","Completed","Page","wavav/images/masters/21198-zz001795sz_502040_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795sz"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795tg","ark:/21198/zz001795pd","2","Completed","Page","wavav/images/masters/21198-zz001795tg_502043_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795tg"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795x1","ark:/21198/zz001795wh","2","Completed","Page","wavav/images/masters/21198-zz001795x1_502048_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795x1"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001795zj","ark:/21198/zz001795wh","2","Completed","Page","wavav/images/masters/21198-zz001795zj_502051_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795zj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179612","ark:/21198/zz0017960j","2","Completed","Page","wavav/images/masters/21198-zz00179612_502054_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179612"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017962k","ark:/21198/zz0017960j","2","Completed","Page","wavav/images/masters/21198-zz0017962k_502057_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017962k"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179633","ark:/21198/zz0017960j","2","Completed","Page","wavav/images/masters/21198-zz00179633_502061_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179633"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017964m","ark:/21198/zz0017960j","2","Completed","Page","wavav/images/masters/21198-zz0017964m_502064_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017964m"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179654","ark:/21198/zz0017960j","2","Completed","Page","wavav/images/masters/21198-zz00179654_502069_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179654"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179gk6","ark:/21198/zz00179gjp","2","Completed","Page","wavav/images/masters/21198-zz00179gk6_502407_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179gk6"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179gmq","ark:/21198/zz00179gjp","2","Completed","Page","wavav/images/masters/21198-zz00179gmq_502410_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179gmq"
