Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qnt,ark:/21198/zz000s2z4b,2,Completed,Work,,17,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175rbn,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - August 27, 1981","August 27, 1981",,,1981-08-27,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qnt/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qpb,ark:/21198/zz000s2z4b,2,Completed,Work,,18,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175rdp,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - September 10, 1981","September 10, 1981",,,1981-09-10,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qpb/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rgq,ark:/21198/zz000s2z4b,2,Completed,Work,,19,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175rtw,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - September 24, 1981","September 24, 1981",,,1981-09-24,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rgq/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rh7,ark:/21198/zz000s2z4b,2,Completed,Work,,20,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175rxf,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - October 1, 1981","October 1, 1981",,,1981-10-01,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rh7/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rjr,ark:/21198/zz000s2z4b,2,Completed,Work,,21,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175s0z,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - November 12, 1981","November 12, 1981",,,1981-11-12,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rjr/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rk8,ark:/21198/zz000s2z4b,2,Completed,Work,,22,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175s5j,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - December 10, 1981","December 10, 1981",,,1981-12-10,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rk8/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rms,ark:/21198/zz000s2z4b,2,Completed,Work,,23,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175s7k,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - December 17, 1981","December 17, 1981",,,1981-12-17,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rms/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rn9,ark:/21198/zz000s2z4b,2,Completed,Work,,24,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175scn,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - March, 1982","March, 1982",,,1982-03,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rn9/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rpt,ark:/21198/zz000s2z4b,2,Completed,Work,,25,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175sqt,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - April 29, 1982","April 29, 1982",,,1982-04-29,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rpt/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rqb,ark:/21198/zz000s2z4b,2,Completed,Work,,26,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175ssv,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - May 13, 1982","May 13, 1982",,,1982-05-13,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rqb/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rrv,ark:/21198/zz000s2z4b,2,Completed,Work,,27,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175stc,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - August 4, 1982","August 4, 1982",,,1982-08-04,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rrv/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175rsc,ark:/21198/zz000s2z4b,2,Completed,Work,,28,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175sxx,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - August 19, 1982","August 19, 1982",,,1982-08-19,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175rsc/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t1z,ark:/21198/zz000s2z4b,2,Completed,Work,,29,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tc4,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - September 16, 1982","September 16, 1982",,,1982-09-16,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t1z/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t2g,ark:/21198/zz000s2z4b,2,Completed,Work,,30,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175th6,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - October 28, 1982","October 28, 1982",,,1982-10-28,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t2g/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t30,ark:/21198/zz000s2z4b,2,Completed,Work,,31,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tmr,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Pornography,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - November 18, 1982","November 18, 1982",,,1982-11-18,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t30/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t4h,ark:/21198/zz000s2z4b,2,Completed,Work,,32,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tn8,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - December 2, 1982","December 2, 1982",,,1982-12-02,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t4h/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t51,ark:/21198/zz000s2z4b,2,Completed,Work,,33,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tq9,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - December 16, 1982","December 16, 1982",,,1982-12-16,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t51/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t6j,ark:/21198/zz000s2z4b,2,Completed,Work,,34,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175trt,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - January 6, 1983","January 6, 1983",,,1983-01-06,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t6j/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t72,ark:/21198/zz000s2z4b,2,Completed,Work,,35,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tvc,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - January 20, 1983","January 20, 1983",,,1983-01-20,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t72/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t8k,ark:/21198/zz000s2z4b,2,Completed,Work,,36,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tww,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - February 3, 1983","February 3, 1983",,,1982-08-19,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t8k/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175t93,ark:/21198/zz000s2z4b,2,Completed,Work,,37,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175txd,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - February 17, 1983","Februray 17, 1983",,,1983-02-17,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175t93/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175tbm,ark:/21198/zz000s2z4b,2,Completed,Work,,38,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175tzx,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - March 3, 1983","March 3, 1983",,,1983-03-03,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175tbm/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v1f,ark:/21198/zz000s2z4b,2,Completed,Work,,39,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vfn,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - March 17, 1983","March 17, 1983",,,1983-03-17,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v1f/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v2z,ark:/21198/zz000s2z4b,2,Completed,Work,,40,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vhp,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - April 7, 1983","April 7, 1983",,,1983-04-07,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v2z/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v3g,ark:/21198/zz000s2z4b,2,Completed,Work,,41,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vkq,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - April 11, 1983","April 11, 1983",,,1983-04-11,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v3g/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v40,ark:/21198/zz000s2z4b,2,Completed,Work,,42,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vnr,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - April 28, 1983","April 28, 1983",,,1983-04-28,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v40/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v5h,ark:/21198/zz000s2z4b,2,Completed,Work,,43,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vr9,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - May 5, 1983","May 5, 1983",,,1983-05-05,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v5h/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v61,ark:/21198/zz000s2z4b,2,Completed,Work,,44,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vst,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - June 2, 1983","June 2, 1983",,,1983-06-02,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v61/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v7j,ark:/21198/zz000s2z4b,2,Completed,Work,,45,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vtb,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - June 16, 1983","June 16, 1983",,,1983-06-16,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v7j/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v82,ark:/21198/zz000s2z4b,2,Completed,Work,,46,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vvv,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - August 18, 1983","August 18, 1983",,,1983-08-18,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v82/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175v9k,ark:/21198/zz000s2z4b,2,Completed,Work,,47,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vwc,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - September 1, 1983","September 1, 1983",,,1983-09-01,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175v9k/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175vb3,ark:/21198/zz000s2z4b,2,Completed,Work,,48,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vxw,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - October 11, 1983","October 11, 1983",,,1983-10-11,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175vb3/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175vcm,ark:/21198/zz000s2z4b,2,Completed,Work,,49,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175vzd,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - October 25, 1983","October 25, 1983",,,1983-10-25,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175vcm/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175w0d,ark:/21198/zz000s2z4b,2,Completed,Work,,50,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w1x,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - November 3, 1983","November 3, 1983",,,1983-11-03,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175w0d/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175w2f,ark:/21198/zz000s2z4b,2,Completed,Work,,51,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175w3z,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Presentation to Board of Directors - April 14, 1983","April 14, 1983",,,1983-04-14,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175w2f/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001795fs,ark:/21198/zz000s2z4b,2,Completed,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001795g9,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Agenda - May 9, 1980","May 9, 1980",,,1980-05-09,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001795fs/manifest
