Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175pwz,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pxg,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - March 20, 1977","March 20, 1977",,,1977-03-20,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175pwz/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175q63,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175q7m,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - March 27, 1977","March 27, 1977",,,1977-03-27,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175q63/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qcp,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175qqv,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - April 16, 1977","April 16, 1977",,,1977-04-16,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qcp/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qd6,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175qtd,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - May 23, 1977","May 23, 1977",,,1977-05-23,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qd6/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qfq,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175qxz,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - May 30, 1977","May 30, 1977",,,1977-05-30,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qfq/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qg7,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175r0g,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - June 9, 1977","June 9, 1977",,,1977-06-09,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qg7/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qhr,ark:/21198/zz000s2z4b,2,Completed,Work,,8,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175r2h,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - June 16, 1977","June 16, 1977",,,1977-06-16,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qhr/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qj8,ark:/21198/zz000s2z4b,2,Completed,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175r52,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - July 25, 1977","July 25, 1977",,,1977-07-25,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qj8/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qks,ark:/21198/zz000s2z4b,2,Completed,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175r73,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - October 24, 1977","October 24, 1977",,,1977-10-24,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qks/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00175qm9,ark:/21198/zz000s2z4b,2,Completed,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175r8m,paged,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Coordinating Committee Meetings (WAVAW),,eng,,,,,,,,"Coordinating Committee Meeting Minutes - October 25, 1977","October 25, 1977",,,1977-10-25,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00175qm9/manifest
