"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","Opac url","Description.note","Place of origin","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Obrero Panadero, El","ark:/21198/zz0028thbk","ark:/21198/zz0028th92","2","Completed","Page","obrer/image/21198-zz0028thbk_1947102_master.tif","1","","","","","","","","pd","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028thbk",""
"Obrero Panadero, El","ark:/21198/zz0028thc3","ark:/21198/zz0028th92","2","Completed","Page","obrer/image/21198-zz0028thc3_1947105_master.tif","2","","","","","","","","pd","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028thc3",""
"Obrero Panadero, El","ark:/21198/zz0028thdm","ark:/21198/zz0028th92","2","Completed","Page","obrer/image/21198-zz0028thdm_1947108_master.tif","3","","","","","","","","pd","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028thdm",""
"Obrero Panadero, El","ark:/21198/zz0028thf4","ark:/21198/zz0028th92","2","Completed","Page","obrer/image/21198-zz0028thf4_1947111_master.tif","4","","","","","","","","pd","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028thf4",""
