"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001525cs","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525cs-1-master.tif","","","11","","","text","","","","","","lettre","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525cs",""
"Picart (Bernard) Collection","ark:/21198/zz001525d9","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525d9-1-master.tif","","","12","","","text","","","","","","lettre verso","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525d9",""
"Picart (Bernard) Collection","ark:/21198/zz001525ft","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525ft-1-master.tif","","","13","","","text","","","","","","Page [001]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525ft",""
"Picart (Bernard) Collection","ark:/21198/zz001525gb","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525gb-1-master.tif","","","14","","","still image","","","","","","Page [002]","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525gb",""
"Picart (Bernard) Collection","ark:/21198/zz001525hv","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525hv-1-master.tif","","","15","","","text|~|still image","","","","","","Page [003]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525hv",""
"Picart (Bernard) Collection","ark:/21198/zz001525jc","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525jc-1-master.tif","","","16","","","text","","","","","","Page 004","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525jc",""
"Picart (Bernard) Collection","ark:/21198/zz001525kw","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525kw-1-master.tif","","","17","","","text","","","","","","Page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525kw",""
"Picart (Bernard) Collection","ark:/21198/zz001525md","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525md-1-master.tif","","","18","","","text","","","","","","Page  006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525md",""
"Picart (Bernard) Collection","ark:/21198/zz001525nx","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525nx-1-master.tif","","","19","","","text","","","","","","Page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525nx",""
"Picart (Bernard) Collection","ark:/21198/zz001525pf","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525pf-1-master.tif","","","20","","","text","","","","","","Page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525pf",""
"Picart (Bernard) Collection","ark:/21198/zz001525qz","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001525qz-1-master.tif","","","21","","","text","","","","","","Page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001525qz",""
"Picart (Bernard) Collection","ark:/21198/zz001527pd","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527pd-1-master.tif","","","22","","","text","","","","","","Page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527pd",""
"Picart (Bernard) Collection","ark:/21198/zz001527rf","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527rf-1-master.tif","","","23","","","text","","","","","","Page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527rf",""
"Picart (Bernard) Collection","ark:/21198/zz001527sz","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527sz-1-master.tif","","","24","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527sz",""
"Picart (Bernard) Collection","ark:/21198/zz001527tg","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527tg-1-master.tif","","","25","","","text|~|still image","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527tg",""
"Picart (Bernard) Collection","ark:/21198/zz001527v0","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527v0-1-master.tif","","","26","","","text","","","","","","Page [014]","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527v0",""
"Picart (Bernard) Collection","ark:/21198/zz001527wh","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527wh-1-master.tif","","","27","","","text|~|still image","","","","","","Page [015]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527wh",""
"Picart (Bernard) Collection","ark:/21198/zz001527x1","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527x1-1-master.tif","","","28","","","text","","","","","","Page [016]","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527x1",""
"Picart (Bernard) Collection","ark:/21198/zz001527zj","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001527zj-1-master.tif","","","29","","","text|~|still image","","","","","","Page [001]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001527zj",""
"Picart (Bernard) Collection","ark:/21198/zz0015280j","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015280j-1-master.tif","","","30","","","text","","","","","","Page 002","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015280j",""
"Picart (Bernard) Collection","ark:/21198/zz00152812","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152812-1-master.tif","","","31","","","text","","","","","","Page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152812",""
"Picart (Bernard) Collection","ark:/21198/zz0015282k","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015282k-1-master.tif","","","32","","","text","","","","","","Page 006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015282k",""
"Picart (Bernard) Collection","ark:/21198/zz00152833","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152833-1-master.tif","","","33","","","text","","","","","","Page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152833",""
"Picart (Bernard) Collection","ark:/21198/zz0015284m","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015284m-1-master.tif","","","34","","","text","","","","","","Page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015284m",""
"Picart (Bernard) Collection","ark:/21198/zz00152854","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152854-1-master.tif","","","35","","","text","","","","","","Page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152854",""
"Picart (Bernard) Collection","ark:/21198/zz0015286n","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015286n-1-master.tif","","","36","","","text","","","","","","Page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015286n",""
"Picart (Bernard) Collection","ark:/21198/zz00152875","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152875-1-master.tif","","","37","","","text","","","","","","Page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152875",""
"Picart (Bernard) Collection","ark:/21198/zz0015288p","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015288p-1-master.tif","","","38","","","text","","","","","","Page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015288p",""
"Picart (Bernard) Collection","ark:/21198/zz00152896","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152896-1-master.tif","","","39","","","text","","","","","","Page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152896",""
"Picart (Bernard) Collection","ark:/21198/zz001528bq","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528bq-1-master.tif","","","40","","","text","","","","","","Page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528bq",""
"Picart (Bernard) Collection","ark:/21198/zz001528c7","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528c7-1-master.tif","","","41","","","text","","","","","","Page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528c7",""
"Picart (Bernard) Collection","ark:/21198/zz001528dr","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528dr-1-master.tif","","","42","","","text","","","","","","Page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528dr",""
"Picart (Bernard) Collection","ark:/21198/zz001528f8","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528f8-1-master.tif","","","43","","","text","","","","","","Page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528f8",""
"Picart (Bernard) Collection","ark:/21198/zz001528gs","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528gs-1-master.tif","","","44","","","text","","","","","","Page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528gs",""
"Picart (Bernard) Collection","ark:/21198/zz001528h9","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528h9-1-master.tif","","","45","","","text","","","","","","Page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528h9",""
"Picart (Bernard) Collection","ark:/21198/zz001528jt","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528jt-1-master.tif","","","46","","","text","","","","","","Page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528jt",""
"Picart (Bernard) Collection","ark:/21198/zz001528kb","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528kb-1-master.tif","","","47","","","text","","","","","","Page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528kb",""
"Picart (Bernard) Collection","ark:/21198/zz001528mv","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528mv-1-master.tif","","","48","","","text","","","","","","Page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528mv",""
"Picart (Bernard) Collection","ark:/21198/zz001528nc","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528nc-1-master.tif","","","49","","","text","","","","","","Page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528nc",""
"Picart (Bernard) Collection","ark:/21198/zz001528pw","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528pw-1-master.tif","","","50","","","text","","","","","","Page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528pw",""
"Picart (Bernard) Collection","ark:/21198/zz001528qd","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528qd-1-master.tif","","","51","","","text","","","","","","Page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528qd",""
"Picart (Bernard) Collection","ark:/21198/zz001528rx","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528rx-1-master.tif","","","52","","","text","","","","","","Page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528rx",""
"Picart (Bernard) Collection","ark:/21198/zz001528sf","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528sf-1-master.tif","","","53","","","text","","","","","","Page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528sf",""
"Picart (Bernard) Collection","ark:/21198/zz001528tz","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528tz-1-master.tif","","","54","","","text","","","","","","Page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528tz",""
"Picart (Bernard) Collection","ark:/21198/zz001528vg","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528vg-1-master.tif","","","55","","","text","","","","","","Page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528vg",""
"Picart (Bernard) Collection","ark:/21198/zz001528w0","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528w0-1-master.tif","","","56","","","text","","","","","","Page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528w0",""
"Picart (Bernard) Collection","ark:/21198/zz001528xh","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528xh-1-master.tif","","","57","","","text","","","","","","Page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528xh",""
"Picart (Bernard) Collection","ark:/21198/zz001528z1","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001528z1-1-master.tif","","","58","","","text","","","","","","Page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001528z1",""
"Picart (Bernard) Collection","ark:/21198/zz00152901","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152901-1-master.tif","","","59","","","text","","","","","","Page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152901",""
"Picart (Bernard) Collection","ark:/21198/zz0015291j","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015291j-1-master.tif","","","60","","","text","","","","","","Page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015291j",""
"Picart (Bernard) Collection","ark:/21198/zz00152922","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152922-1-master.tif","","","61","","","text","","","","","","Page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152922",""
"Picart (Bernard) Collection","ark:/21198/zz0015293k","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015293k-1-master.tif","","","62","","","text","","","","","","Page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015293k",""
"Picart (Bernard) Collection","ark:/21198/zz00152943","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152943-1-master.tif","","","63","","","text","","","","","","Page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152943",""
"Picart (Bernard) Collection","ark:/21198/zz0015295m","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015295m-1-master.tif","","","64","","","text","","","","","","Page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015295m",""
"Picart (Bernard) Collection","ark:/21198/zz00152964","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152964-1-master.tif","","","65","","","text","","","","","","Page 039","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152964",""
"Picart (Bernard) Collection","ark:/21198/zz0015297n","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015297n-1-master.tif","","","66","","","text","","","","","","Page 040","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015297n",""
"Picart (Bernard) Collection","ark:/21198/zz00152985","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00152985-1-master.tif","","","67","","","text","","","","","","Page 041","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152985",""
"Picart (Bernard) Collection","ark:/21198/zz0015299p","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz0015299p-1-master.tif","","","68","","","text","","","","","","Page 042","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015299p",""
"Picart (Bernard) Collection","ark:/21198/zz001529b6","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001529b6-1-master.tif","","","69","","","text","","still image","","","","Page 043","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001529b6",""
"Picart (Bernard) Collection","ark:/21198/zz001529cq","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001529cq-1-master.tif","","","70","","","text","","","","","","Page 044","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001529cq",""
"Picart (Bernard) Collection","ark:/21198/zz001529d7","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz001529d7-1-master.tif","","","71","","","text","","","","","","Page 045","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001529d7",""
"Picart (Bernard) Collection","ark:/21198/zz00153p4v","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p4v-1-master.tif","","","72","","","text","","","","","","Page 046","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p4v",""
"Picart (Bernard) Collection","ark:/21198/zz00153p5c","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p5c-1-master.tif","","","73","","","text|~|still image","","","","","","Page 047","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p5c",""
"Picart (Bernard) Collection","ark:/21198/zz00153p6w","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p6w-1-master.tif","","","74","","","text","","","","","","Page 048","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p6w",""
"Picart (Bernard) Collection","ark:/21198/zz00153p7d","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p7d-1-master.tif","","","75","","","text","","","","","","Page 049","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p7d",""
"Picart (Bernard) Collection","ark:/21198/zz00153p8x","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p8x-1-master.tif","","","76","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p8x",""
"Picart (Bernard) Collection","ark:/21198/zz00153p9f","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153p9f-1-master.tif","","","77","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153p9f",""
"Picart (Bernard) Collection","ark:/21198/zz00153pbz","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153pbz-1-master.tif","","","78","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153pbz",""
"Picart (Bernard) Collection","ark:/21198/zz00153pcg","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153pcg-1-master.tif","","","79","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153pcg",""
"Picart (Bernard) Collection","ark:/21198/zz00153pd0","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153pd0-1-master.tif","","","80","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153pd0",""
"Picart (Bernard) Collection","ark:/21198/zz00153pfh","ark:/21198/zz0009pfmm","2","Completed","Page","picart/masters/21198-zz00153pfh-1-master.tif","","","81","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153pfh",""
