"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Subject","Rights.copyrightStatus","Name.repository","Name.subject","Name.donor","Publisher.publisherName","Name.designer","Title","Relation.relatedTo","AltTitle.descriptive","Format.medium","Format.extent","Format.dimensions","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Name.creator","Format.material","Description.note","Relation.isPartOf","Description.abstract","Description.physicalDescription","Format.technique","Format","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z1xm005q","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_754398_master.tif","1","","","","","","","","","","","","page 01","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm005q",""
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z1j97r15","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_1686078_master.tif","2","","","","","","","","","","","","page 04","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97r15",""
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z18w4xx4","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_1686094_master.tif","3","","","","","","","","","","","","page 06","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w4xx4",""
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z1st97ff","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_1686108_master.tif","4","","","","","","","","","","","","page 02","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st97ff",""
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z1p28gsx","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_1686125_master.tif","5","","","","","","","","","","","","page 03","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28gsx",""
"Retter-Vargas (Yolanda) Collection of Orphan Photographs","ark:/21198/z1dj708c","ark:/21198/zz001d0f62","2","Completed","Page","rettervargas/masters/21198-zz001d0f62_1686135_master.tif","6","","","","","","","","","","","","page 05","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj708c",""
