"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175p53","ark:/21198/zz00175p4k","2","Completed","Page","wavav/images/masters/21198-zz00175p53-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175p53"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175pjs","ark:/21198/zz00175p6m","2","Completed","Page","wavav/images/masters/21198-zz00175pjs-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pjs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175pk9","ark:/21198/zz00175p74","2","Completed","Page","wavav/images/masters/21198-zz00175pk9-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pk9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175pmt","ark:/21198/zz00175p8n","2","Completed","Page","wavav/images/masters/21198-zz00175pmt-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pmt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175pnb","ark:/21198/zz00175p95","2","Completed","Page","wavav/images/masters/21198-zz00175pnb-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pnb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175ppv","ark:/21198/zz00175pbp","2","Completed","Page","wavav/images/masters/21198-zz00175ppv-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175ppv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175pqc","ark:/21198/zz00175pbp","2","Completed","Page","wavav/images/masters/21198-zz00175pqc-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175pqc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175prw","ark:/21198/zz00175pc6","2","Completed","Page","wavav/images/masters/21198-zz00175prw-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175prw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175psd","ark:/21198/zz00175pdq","2","Completed","Page","wavav/images/masters/21198-zz00175psd-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175psd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175ptx","ark:/21198/zz00175pf7","2","Completed","Page","wavav/images/masters/21198-zz00175ptx-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175ptx"
