Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Language,Name.photographer,Name.subject,Subject,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Format.dimensions,Format.extent,Title,Date.creation,Description.note,Publisher.publisherName,Description.contents,Description.abstract,Date.normalized,Format.medium,Finding Aid URL,Opac url,AltTitle.other,Bucketeer State,IIIF Access URL
Griffith Family Papers.  Collection 2060,ark:/21198/zz002kfbj2,ark:/21198/zz0008hj24,10,Completed with minimal metadata,Work,griffith/masters/21198-zz002kfbj2_2403747sRGB_master.tif,,,,still image,,,,,,,,,,,,,,,,,,Collection 2060 box 17 folder 21,,,Ariel view of Griffith Park golf course,,,,,,,,,,,failed,
Griffith Family Papers.  Collection 2060,ark:/21198/zz002kfbkk,ark:/21198/zz0008hj24,10,Completed with minimal metadata,Work,griffith/masters/21198-zz002kfbkk_2403750sRGB_master.tif,,,,still image,,,,,,,,,,,,,,,,,,Collection 2060 box 17 folder 21,,,Griffith Park golf course,,,,,,,,,,,failed,
Griffith Family Papers.  Collection 2060,ark:/21198/zz002kfbnm,ark:/21198/zz0008hj24,10,Completed with minimal metadata,Work,griffith/masters/21198-zz002kfbnm_2403753sRGB_master.tif,,,,still image,,,,,,,,,,,,,,,,,,Collection 2060 box 17 folder 21,,,Griffith Park golf course,,,,,,,,,,,failed,
