"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Conceptual Page","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr64h","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0021.tif","21","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0021","page 20","r","","","","","","","","","","","","","","","","","","","","1147_1486_0021.jpg","1486_0021.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr64h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr651","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0022.tif","22","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0022","page 21","v","","","","","","","","","","","","","","","","","","","","1147_1486_0022.jpg","1486_0022.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr651",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr66j","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0023.tif","23","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0023","page 22","r","","","","","","","","","","","","","","","","","","","","1147_1486_0023.jpg","1486_0023.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr66j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr672","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0024.tif","24","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0024","page 23","v","","","","","","","","","","","","","","","","","","","","1147_1486_0024.jpg","1486_0024.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr672",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr68k","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0025.tif","25","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0025","page 24","r","","","","","","","","","","","","","","","","","","","","1147_1486_0025.jpg","1486_0025.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr68k",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr693","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0026.tif","26","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0026","page 25","v","","","","","","","","","","","","","","","","","","","","1147_1486_0026.jpg","1486_0026.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr693",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr6bm","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0027.tif","27","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0027","page 26","r","","","","","","","","","","","","","","","","","","","","1147_1486_0027.jpg","1486_0027.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr6bm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr6c4","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0028.tif","28","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0028","page 27","v","","","","","","","","","","","","","","","","","","","","1147_1486_0028.jpg","1486_0028.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr6c4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr6dn","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0029.tif","29","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0029","page 28","r","","","","","","","","","","","","","","","","","","","","1147_1486_0029.jpg","1486_0029.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr6dn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz001dr6f5","ark:/21198/zz000wrh7t","7","Completed","Page","minasian/masters/1486/1486_0030.tif","30","","","","","","","pd","","","","","","","","","","","","","","","1147_1486_0030","page 29","v","","","","","","","","","","","","","","","","","","","","1147_1486_0030.jpg","1486_0030.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000wrh7t"", ""Parent ARK"": ""ark:/21198/zz000wrh7t"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": """", ""Item Sequence"": ""1489"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": ""paged"", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": ""Astronomy"", ""Type.genre"": ""manuscripts (document genre)"", ""Name.repository"": ""University of California, Los Angeles. $b Library Special Collections"", ""Author"": ""Ru016byu0101nu012b, u02bfAbd al-Qu0101dir"", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1486"", ""Title"": ""Mau02bfrifat-i rubu02bf"", ""Relation.rectoVerso"": """", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, box 172,1486"", ""Date.creation"": ""n.d."", ""Format.dimensions"": ""16.1 x 9.8 x 0.3"", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": ""Muu1e25ammad Taqu012b Du0101nish-pazhu016bh, Fihrist-i Nushahhu0101-yi khau1e6du1e6du012b, daftar 11 & 12 (u1e6cihru0101n: Intishu0101ru0101t-i Du0101nishgu0101h-i u1e6cihru0101n, 1039 AH), p. 82."", ""Alternate Title.scriptArab"": ""u0645u0639u0631u0641u0629 u0631u0628u0639"", ""Description.physical"": """", ""Relation.textDirection"": ""rtl"", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": """", ""masterImageName"": """"}']","No","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dr6f5",""
