"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Relation.textDirection","Format.extent","Relation.pageNumber","thumbnailImageName","masterImageName","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24f1","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24f1-1-master.tif","60","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 60","v","","","","","","","","","","","","","","","","","21198-zz000b24f1-1-thumbnail.jpg","21198-zz000b24f1-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24f1",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24gj","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24gj-1-master.tif","61","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 61","r","","","","","","","","","","","","","","","","","21198-zz000b24gj-1-thumbnail.jpg","21198-zz000b24gj-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24gj",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24h2","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24h2-1-master.tif","62","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 62","v","","","","","","","","","","","","","","","","","21198-zz000b24h2-1-thumbnail.jpg","21198-zz000b24h2-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24h2",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24jk","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24jk-1-master.tif","63","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 63","r","","","","","","","","","","","","","","","","","21198-zz000b24jk-1-thumbnail.jpg","21198-zz000b24jk-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24jk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24k3","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24k3-1-master.tif","64","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 64","v","","","","","","","","","","","","","","","","","21198-zz000b24k3-1-thumbnail.jpg","21198-zz000b24k3-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24k3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24mm","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24mm-1-master.tif","65","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 65","r","","","","","","","","","","","","","","","","","21198-zz000b24mm-1-thumbnail.jpg","21198-zz000b24mm-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24mm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24n4","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24n4-1-master.tif","66","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 66","v","","","","","","","","","","","","","","","","","21198-zz000b24n4-1-thumbnail.jpg","21198-zz000b24n4-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24n4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24pn","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24pn-1-master.tif","67","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 67","r","","","","","","","","","","","","","","","","","21198-zz000b24pn-1-thumbnail.jpg","21198-zz000b24pn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24pn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24q5","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24q5-1-master.tif","68","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 68","v","","","","","","","","","","","","","","","","","21198-zz000b24q5-1-thumbnail.jpg","21198-zz000b24q5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24q5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24rp","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24rp-1-master.tif","69","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 69","r","","","","","","","","","","","","","","","","","21198-zz000b24rp-1-thumbnail.jpg","21198-zz000b24rp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24rp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24s6","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24s6-1-master.tif","70","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 70","v","","","","","","","","","","","","","","","","","21198-zz000b24s6-1-thumbnail.jpg","21198-zz000b24s6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24s6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24tq","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24tq-1-master.tif","71","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 71","r","","","","","","","","","","","","","","","","","21198-zz000b24tq-1-thumbnail.jpg","21198-zz000b24tq-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24tq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24v7","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24v7-1-master.tif","72","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 72","v","","","","","","","","","","","","","","","","","21198-zz000b24v7-1-thumbnail.jpg","21198-zz000b24v7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24v7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24wr","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24wr-1-master.tif","73","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 73","r","","","","","","","","","","","","","","","","","21198-zz000b24wr-1-thumbnail.jpg","21198-zz000b24wr-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24wr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24x8","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24x8-1-master.tif","74","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 74","v","","","","","","","","","","","","","","","","","21198-zz000b24x8-1-thumbnail.jpg","21198-zz000b24x8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24x8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b24zs","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b24zs-1-master.tif","75","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 75","r","","","","","","","","","","","","","","","","","21198-zz000b24zs-1-thumbnail.jpg","21198-zz000b24zs-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b24zs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5np7","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5np7-1-master.tif","76","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 76","v","","","","","","","","","","","","","","","","","21198-zz000b5np7-1-thumbnail.jpg","21198-zz000b5np7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5np7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5nr8","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5nr8-1-master.tif","77","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 77","r","","","","","","","","","","","","","","","","","21198-zz000b5nr8-1-thumbnail.jpg","21198-zz000b5nr8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5nr8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5nvt","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5nvt-1-master.tif","78","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 78","v","","","","","","","","","","","","","","","","","21198-zz000b5nvt-1-thumbnail.jpg","21198-zz000b5nvt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5nvt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5nxv","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5nxv-1-master.tif","79","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 79","r","","","","","","","","","","","","","","","","","21198-zz000b5nxv-1-thumbnail.jpg","21198-zz000b5nxv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5nxv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5p0c","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5p0c-1-master.tif","80","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 80","v","","","","","","","","","","","","","","","","","21198-zz000b5p0c-1-thumbnail.jpg","21198-zz000b5p0c-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5p0c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5p2d","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5p2d-1-master.tif","81","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 81","r","","","","","","","","","","","","","","","","","21198-zz000b5p2d-1-thumbnail.jpg","21198-zz000b5p2d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5p2d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5p4f","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5p4f-1-master.tif","82","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 82","v","","","","","","","","","","","","","","","","","21198-zz000b5p4f-1-thumbnail.jpg","21198-zz000b5p4f-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5p4f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5p6g","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5p6g-1-master.tif","83","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 83","r","","","","","","","","","","","","","","","","","21198-zz000b5p6g-1-thumbnail.jpg","21198-zz000b5p6g-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5p6g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5p91","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5p91-1-master.tif","84","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 84","v","","","","","","","","","","","","","","","","","21198-zz000b5p91-1-thumbnail.jpg","21198-zz000b5p91-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5p91",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5pc2","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5pc2-1-master.tif","85","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 85","r","","","","","","","","","","","","","","","","","21198-zz000b5pc2-1-thumbnail.jpg","21198-zz000b5pc2-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5pc2",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5pf3","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5pf3-1-master.tif","86","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 86","v","","","","","","","","","","","","","","","","","21198-zz000b5pf3-1-thumbnail.jpg","21198-zz000b5pf3-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5pf3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5ph4","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5ph4-1-master.tif","87","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 87","r","","","","","","","","","","","","","","","","","21198-zz000b5ph4-1-thumbnail.jpg","21198-zz000b5ph4-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5ph4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5pk5","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5pk5-1-master.tif","88","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 88","v","","","","","","","","","","","","","","","","","21198-zz000b5pk5-1-thumbnail.jpg","21198-zz000b5pk5-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5pk5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5pn6","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5pn6-1-master.tif","89","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 89","r","","","","","","","","","","","","","","","","","21198-zz000b5pn6-1-thumbnail.jpg","21198-zz000b5pn6-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5pn6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b5pq7","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b5pq7-1-master.tif","90","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 90","v","","","","","","","","","","","","","","","","","21198-zz000b5pq7-1-thumbnail.jpg","21198-zz000b5pq7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b5pq7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8bp7","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8bp7-1-master.tif","91","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 91","r","","","","","","","","","","","","","","","","","21198-zz000b8bp7-1-thumbnail.jpg","21198-zz000b8bp7-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8bp7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8br8","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8br8-1-master.tif","92","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 92","v","","","","","","","","","","","","","","","","","21198-zz000b8br8-1-thumbnail.jpg","21198-zz000b8br8-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8br8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8bss","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8bss-1-master.tif","93","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 93","r","","","","","","","","","","","","","","","","","21198-zz000b8bss-1-thumbnail.jpg","21198-zz000b8bss-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8bss",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8bt9","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8bt9-1-master.tif","94","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 94","v","","","","","","","","","","","","","","","","","21198-zz000b8bt9-1-thumbnail.jpg","21198-zz000b8bt9-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8bt9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8bvt","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8bvt-1-master.tif","95","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 95","r","","","","","","","","","","","","","","","","","21198-zz000b8bvt-1-thumbnail.jpg","21198-zz000b8bvt-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8bvt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8bxv","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8bxv-1-master.tif","96","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 96","v","","","","","","","","","","","","","","","","","21198-zz000b8bxv-1-thumbnail.jpg","21198-zz000b8bxv-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8bxv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8c1w","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8c1w-1-master.tif","97","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 97","r","","","","","","","","","","","","","","","","","21198-zz000b8c1w-1-thumbnail.jpg","21198-zz000b8c1w-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8c1w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8c3x","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8c3x-1-master.tif","98","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 98","v","","","","","","","","","","","","","","","","","21198-zz000b8c3x-1-thumbnail.jpg","21198-zz000b8c3x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8c3x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8c5z","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8c5z-1-master.tif","99","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 99","r","","","","","","","","","","","","","","","","","21198-zz000b8c5z-1-thumbnail.jpg","21198-zz000b8c5z-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8c5z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8c70","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8c70-1-master.tif","100","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 100","v","","","","","","","","","","","","","","","","","21198-zz000b8c70-1-thumbnail.jpg","21198-zz000b8c70-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8c70",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8c91","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8c91-1-master.tif","101","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 101","r","","","","","","","","","","","","","","","","","21198-zz000b8c91-1-thumbnail.jpg","21198-zz000b8c91-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8c91",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8cdk","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8cdk-1-master.tif","102","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 102","v","","","","","","","","","","","","","","","","","21198-zz000b8cdk-1-thumbnail.jpg","21198-zz000b8cdk-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8cdk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8cgm","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8cgm-1-master.tif","103","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 103","r","","","","","","","","","","","","","","","","","21198-zz000b8cgm-1-thumbnail.jpg","21198-zz000b8cgm-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8cgm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8cjn","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8cjn-1-master.tif","104","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 104","v","","","","","","","","","","","","","","","","","21198-zz000b8cjn-1-thumbnail.jpg","21198-zz000b8cjn-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8cjn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b8cmp","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b8cmp-1-master.tif","105","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 105","r","","","","","","","","","","","","","","","","","21198-zz000b8cmp-1-thumbnail.jpg","21198-zz000b8cmp-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b8cmp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9g5v","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9g5v-1-master.tif","106","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 106","v","","","","","","","","","","","","","","","","","21198-zz000b9g5v-1-thumbnail.jpg","21198-zz000b9g5v-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9g5v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9g6c","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9g6c-1-master.tif","107","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 107","r","","","","","","","","","","","","","","","","","21198-zz000b9g6c-1-thumbnail.jpg","21198-zz000b9g6c-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9g6c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9g7w","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9g7w-1-master.tif","108","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 108","v","","","","","","","","","","","","","","","","","21198-zz000b9g7w-1-thumbnail.jpg","21198-zz000b9g7w-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9g7w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9g8d","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9g8d-1-master.tif","109","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 109","r","","","","","","","","","","","","","","","","","21198-zz000b9g8d-1-thumbnail.jpg","21198-zz000b9g8d-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9g8d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9g9x","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9g9x-1-master.tif","110","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 110","v","","","","","","","","","","","","","","","","","21198-zz000b9g9x-1-thumbnail.jpg","21198-zz000b9g9x-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9g9x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gbf","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gbf-1-master.tif","111","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 111","r","","","","","","","","","","","","","","","","","21198-zz000b9gbf-1-thumbnail.jpg","21198-zz000b9gbf-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gbf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gcz","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gcz-1-master.tif","112","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 112","v","","","","","","","","","","","","","","","","","21198-zz000b9gcz-1-thumbnail.jpg","21198-zz000b9gcz-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gcz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gdg","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gdg-1-master.tif","113","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 113","r","","","","","","","","","","","","","","","","","21198-zz000b9gdg-1-thumbnail.jpg","21198-zz000b9gdg-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gdg",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gf0","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gf0-1-master.tif","114","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 114","v","","","","","","","","","","","","","","","","","21198-zz000b9gf0-1-thumbnail.jpg","21198-zz000b9gf0-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gf0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9ggh","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9ggh-1-master.tif","115","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 115","r","","","","","","","","","","","","","","","","","21198-zz000b9ggh-1-thumbnail.jpg","21198-zz000b9ggh-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9ggh",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gh1","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gh1-1-master.tif","116","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 116","v","","","","","","","","","","","","","","","","","21198-zz000b9gh1-1-thumbnail.jpg","21198-zz000b9gh1-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gh1",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gjj","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gjj-1-master.tif","117","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 117","r","","","","","","","","","","","","","","","","","21198-zz000b9gjj-1-thumbnail.jpg","21198-zz000b9gjj-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gjj",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000b9gk2","ark:/21198/zz0009vj21","2","Completed","Page","medren/masters/21198-zz000b9gk2-1-master.tif","118","","","","","","","","","pd","","","","","Coll. 170. Ms. 50. Page 118","v","","","","","","","","","","","","","","","","","21198-zz000b9gk2-1-thumbnail.jpg","21198-zz000b9gk2-1-master.tif","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000b9gk2",""
