Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,Relation.pageNumber,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sp9p,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sp9p-1-master.tif,56,,,,,,,,,pd,,,,,56,v,,,,,,,,,,,,,,,,,21198-zz0009sp9p-1-thumbnail.jpg,21198-zz0009sp9p-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sp9p
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spb6,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spb6-1-master.tif,57,,,,,,,,,pd,,,,,57,r,,,,,,,,,,,,,,,,,21198-zz0009spb6-1-thumbnail.jpg,21198-zz0009spb6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spb6
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spcq,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spcq-1-master.tif,58,,,,,,,,,pd,,,,,58,v,,,,,,,,,,,,,,,,,21198-zz0009spcq-1-thumbnail.jpg,21198-zz0009spcq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spcq
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spd7,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spd7-1-master.tif,59,,,,,,,,,pd,,,,,59,r,,,,,,,,,,,,,,,,,21198-zz0009spd7-1-thumbnail.jpg,21198-zz0009spd7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spd7
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spfr,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spfr-1-master.tif,60,,,,,,,,,pd,,,,,60,v,,,,,,,,,,,,,,,,,21198-zz0009spfr-1-thumbnail.jpg,21198-zz0009spfr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spfr
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spg8,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spg8-1-master.tif,61,,,,,,,,,pd,,,,,61,r,,,,,,,,,,,,,,,,,21198-zz0009spg8-1-thumbnail.jpg,21198-zz0009spg8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spg8
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sphs,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sphs-1-master.tif,62,,,,,,,,,pd,,,,,62,v,,,,,,,,,,,,,,,,,21198-zz0009sphs-1-thumbnail.jpg,21198-zz0009sphs-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sphs
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spj9,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spj9-1-master.tif,63,,,,,,,,,pd,,,,,63,r,,,,,,,,,,,,,,,,,21198-zz0009spj9-1-thumbnail.jpg,21198-zz0009spj9-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spj9
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spkt,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spkt-1-master.tif,64,,,,,,,,,pd,,,,,64,v,,,,,,,,,,,,,,,,,21198-zz0009spkt-1-thumbnail.jpg,21198-zz0009spkt-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spkt
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spmb,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spmb-1-master.tif,65,,,,,,,,,pd,,,,,65,r,,,,,,,,,,,,,,,,,21198-zz0009spmb-1-thumbnail.jpg,21198-zz0009spmb-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spmb
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spnv,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spnv-1-master.tif,66,,,,,,,,,pd,,,,,66,v,,,,,,,,,,,,,,,,,21198-zz0009spnv-1-thumbnail.jpg,21198-zz0009spnv-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spnv
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sppc,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sppc-1-master.tif,67,,,,,,,,,pd,,,,,67,r,,,,,,,,,,,,,,,,,21198-zz0009sppc-1-thumbnail.jpg,21198-zz0009sppc-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sppc
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spqw,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spqw-1-master.tif,68,,,,,,,,,pd,,,,,68,v,,,,,,,,,,,,,,,,,21198-zz0009spqw-1-thumbnail.jpg,21198-zz0009spqw-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spqw
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sprd,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sprd-1-master.tif,69,,,,,,,,,pd,,,,,69,r,,,,,,,,,,,,,,,,,21198-zz0009sprd-1-thumbnail.jpg,21198-zz0009sprd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sprd
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spsx,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spsx-1-master.tif,70,,,,,,,,,pd,,,,,70,v,,,,,,,,,,,,,,,,,21198-zz0009spsx-1-thumbnail.jpg,21198-zz0009spsx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spsx
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sptf,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sptf-1-master.tif,71,,,,,,,,,pd,,,,,71,r,,,,,,,,,,,,,,,,,21198-zz0009sptf-1-thumbnail.jpg,21198-zz0009sptf-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sptf
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spvz,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spvz-1-master.tif,72,,,,,,,,,pd,,,,,72,v,,,,,,,,,,,,,,,,,21198-zz0009spvz-1-thumbnail.jpg,21198-zz0009spvz-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spvz
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spwg,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spwg-1-master.tif,73,,,,,,,,,pd,,,,,73,r,,,,,,,,,,,,,,,,,21198-zz0009spwg-1-thumbnail.jpg,21198-zz0009spwg-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spwg
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spx0,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spx0-1-master.tif,74,,,,,,,,,pd,,,,,74,v,,,,,,,,,,,,,,,,,21198-zz0009spx0-1-thumbnail.jpg,21198-zz0009spx0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spx0
Medieval and Renaissance Manuscripts,ark:/21198/zz0009spzh,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009spzh-1-master.tif,75,,,,,,,,,pd,,,,,75,r,,,,,,,,,,,,,,,,,21198-zz0009spzh-1-thumbnail.jpg,21198-zz0009spzh-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009spzh
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq0h,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq0h-1-master.tif,76,,,,,,,,,pd,,,,,76,v,,,,,,,,,,,,,,,,,21198-zz0009sq0h-1-thumbnail.jpg,21198-zz0009sq0h-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq0h
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq11,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq11-1-master.tif,77,,,,,,,,,pd,,,,,77,r,,,,,,,,,,,,,,,,,21198-zz0009sq11-1-thumbnail.jpg,21198-zz0009sq11-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq11
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq2j,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq2j-1-master.tif,78,,,,,,,,,pd,,,,,78,v,,,,,,,,,,,,,,,,,21198-zz0009sq2j-1-thumbnail.jpg,21198-zz0009sq2j-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq2j
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq32,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq32-1-master.tif,79,,,,,,,,,pd,,,,,79,r,,,,,,,,,,,,,,,,,21198-zz0009sq32-1-thumbnail.jpg,21198-zz0009sq32-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq32
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq4k,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq4k-1-master.tif,80,,,,,,,,,pd,,,,,80,v,,,,,,,,,,,,,,,,,21198-zz0009sq4k-1-thumbnail.jpg,21198-zz0009sq4k-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq4k
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq53,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq53-1-master.tif,81,,,,,,,,,pd,,,,,81,r,,,,,,,,,,,,,,,,,21198-zz0009sq53-1-thumbnail.jpg,21198-zz0009sq53-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq53
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq6m,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq6m-1-master.tif,82,,,,,,,,,pd,,,,,82,v,,,,,,,,,,,,,,,,,21198-zz0009sq6m-1-thumbnail.jpg,21198-zz0009sq6m-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq6m
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq74,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq74-1-master.tif,83,,,,,,,,,pd,,,,,83,r,,,,,,,,,,,,,,,,,21198-zz0009sq74-1-thumbnail.jpg,21198-zz0009sq74-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq74
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq8n,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq8n-1-master.tif,84,,,,,,,,,pd,,,,,84,v,,,,,,,,,,,,,,,,,21198-zz0009sq8n-1-thumbnail.jpg,21198-zz0009sq8n-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq8n
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sq95,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sq95-1-master.tif,85,,,,,,,,,pd,,,,,85,r,,,,,,,,,,,,,,,,,21198-zz0009sq95-1-thumbnail.jpg,21198-zz0009sq95-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sq95
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqbp,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqbp-1-master.tif,86,,,,,,,,,pd,,,,,86,v,,,,,,,,,,,,,,,,,21198-zz0009sqbp-1-thumbnail.jpg,21198-zz0009sqbp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqbp
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqc6,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqc6-1-master.tif,87,,,,,,,,,pd,,,,,87,r,,,,,,,,,,,,,,,,,21198-zz0009sqc6-1-thumbnail.jpg,21198-zz0009sqc6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqc6
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqdq,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqdq-1-master.tif,88,,,,,,,,,pd,,,,,88,v,,,,,,,,,,,,,,,,,21198-zz0009sqdq-1-thumbnail.jpg,21198-zz0009sqdq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqdq
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqf7,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqf7-1-master.tif,89,,,,,,,,,pd,,,,,89,r,,,,,,,,,,,,,,,,,21198-zz0009sqf7-1-thumbnail.jpg,21198-zz0009sqf7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqf7
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqgr,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqgr-1-master.tif,90,,,,,,,,,pd,,,,,90,v,,,,,,,,,,,,,,,,,21198-zz0009sqgr-1-thumbnail.jpg,21198-zz0009sqgr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqgr
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqh8,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqh8-1-master.tif,91,,,,,,,,,pd,,,,,91,r,,,,,,,,,,,,,,,,,21198-zz0009sqh8-1-thumbnail.jpg,21198-zz0009sqh8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqh8
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqjs,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqjs-1-master.tif,92,,,,,,,,,pd,,,,,92,v,,,,,,,,,,,,,,,,,21198-zz0009sqjs-1-thumbnail.jpg,21198-zz0009sqjs-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqjs
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqk9,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqk9-1-master.tif,93,,,,,,,,,pd,,,,,93,r,,,,,,,,,,,,,,,,,21198-zz0009sqk9-1-thumbnail.jpg,21198-zz0009sqk9-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqk9
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqmt,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqmt-1-master.tif,94,,,,,,,,,pd,,,,,94,v,,,,,,,,,,,,,,,,,21198-zz0009sqmt-1-thumbnail.jpg,21198-zz0009sqmt-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqmt
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqnb,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqnb-1-master.tif,95,,,,,,,,,pd,,,,,95,r,,,,,,,,,,,,,,,,,21198-zz0009sqnb-1-thumbnail.jpg,21198-zz0009sqnb-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqnb
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqpv,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqpv-1-master.tif,96,,,,,,,,,pd,,,,,96,v,,,,,,,,,,,,,,,,,21198-zz0009sqpv-1-thumbnail.jpg,21198-zz0009sqpv-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqpv
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqqc,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqqc-1-master.tif,97,,,,,,,,,pd,,,,,97,r,,,,,,,,,,,,,,,,,21198-zz0009sqqc-1-thumbnail.jpg,21198-zz0009sqqc-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqqc
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqrw,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqrw-1-master.tif,98,,,,,,,,,pd,,,,,98,v,,,,,,,,,,,,,,,,,21198-zz0009sqrw-1-thumbnail.jpg,21198-zz0009sqrw-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqrw
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqsd,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqsd-1-master.tif,99,,,,,,,,,pd,,,,,99,r,,,,,,,,,,,,,,,,,21198-zz0009sqsd-1-thumbnail.jpg,21198-zz0009sqsd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqsd
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqtx,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqtx-1-master.tif,100,,,,,,,,,pd,,,,,100,v,,,,,,,,,,,,,,,,,21198-zz0009sqtx-1-thumbnail.jpg,21198-zz0009sqtx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqtx
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqvf,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqvf-1-master.tif,101,,,,,,,,,pd,,,,,101,r,,,,,,,,,,,,,,,,,21198-zz0009sqvf-1-thumbnail.jpg,21198-zz0009sqvf-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqvf
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqwz,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqwz-1-master.tif,102,,,,,,,,,pd,,,,,102,v,,,,,,,,,,,,,,,,,21198-zz0009sqwz-1-thumbnail.jpg,21198-zz0009sqwz-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqwz
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqxg,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqxg-1-master.tif,103,,,,,,,,,pd,,,,,103,r,,,,,,,,,,,,,,,,,21198-zz0009sqxg-1-thumbnail.jpg,21198-zz0009sqxg-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqxg
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sqz0,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sqz0-1-master.tif,104,,,,,,,,,pd,,,,,104,v,,,,,,,,,,,,,,,,,21198-zz0009sqz0-1-thumbnail.jpg,21198-zz0009sqz0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sqz0
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr00,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr00-1-master.tif,105,,,,,,,,,pd,,,,,105,r,,,,,,,,,,,,,,,,,21198-zz0009sr00-1-thumbnail.jpg,21198-zz0009sr00-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr00
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr1h,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr1h-1-master.tif,106,,,,,,,,,pd,,,,,106,v,,,,,,,,,,,,,,,,,21198-zz0009sr1h-1-thumbnail.jpg,21198-zz0009sr1h-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr1h
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr21,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr21-1-master.tif,107,,,,,,,,,pd,,,,,107,r,,,,,,,,,,,,,,,,,21198-zz0009sr21-1-thumbnail.jpg,21198-zz0009sr21-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr21
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr3j,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr3j-1-master.tif,108,,,,,,,,,pd,,,,,108,v,,,,,,,,,,,,,,,,,21198-zz0009sr3j-1-thumbnail.jpg,21198-zz0009sr3j-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr3j
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr42,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr42-1-master.tif,109,,,,,,,,,pd,,,,,109,r,,,,,,,,,,,,,,,,,21198-zz0009sr42-1-thumbnail.jpg,21198-zz0009sr42-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr42
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr5k,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr5k-1-master.tif,110,,,,,,,,,pd,,,,,110,v,,,,,,,,,,,,,,,,,21198-zz0009sr5k-1-thumbnail.jpg,21198-zz0009sr5k-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr5k
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr63,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr63-1-master.tif,111,,,,,,,,,pd,,,,,111,r,,,,,,,,,,,,,,,,,21198-zz0009sr63-1-thumbnail.jpg,21198-zz0009sr63-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr63
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr7m,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr7m-1-master.tif,112,,,,,,,,,pd,,,,,112,v,,,,,,,,,,,,,,,,,21198-zz0009sr7m-1-thumbnail.jpg,21198-zz0009sr7m-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr7m
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr84,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr84-1-master.tif,113,,,,,,,,,pd,,,,,113,r,,,,,,,,,,,,,,,,,21198-zz0009sr84-1-thumbnail.jpg,21198-zz0009sr84-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr84
Medieval and Renaissance Manuscripts,ark:/21198/zz0009sr9n,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009sr9n-1-master.tif,114,,,,,,,,,pd,,,,,114,v,,,,,,,,,,,,,,,,,21198-zz0009sr9n-1-thumbnail.jpg,21198-zz0009sr9n-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sr9n
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srb5,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srb5-1-master.tif,115,,,,,,,,,pd,,,,,115,r,,,,,,,,,,,,,,,,,21198-zz0009srb5-1-thumbnail.jpg,21198-zz0009srb5-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srb5
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srcp,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srcp-1-master.tif,116,,,,,,,,,pd,,,,,116,v,,,,,,,,,,,,,,,,,21198-zz0009srcp-1-thumbnail.jpg,21198-zz0009srcp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srcp
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srd6,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srd6-1-master.tif,117,,,,,,,,,pd,,,,,117,r,,,,,,,,,,,,,,,,,21198-zz0009srd6-1-thumbnail.jpg,21198-zz0009srd6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srd6
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srfq,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srfq-1-master.tif,118,,,,,,,,,pd,,,,,118,v,,,,,,,,,,,,,,,,,21198-zz0009srfq-1-thumbnail.jpg,21198-zz0009srfq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srfq
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srg7,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srg7-1-master.tif,119,,,,,,,,,pd,,,,,119,r,,,,,,,,,,,,,,,,,21198-zz0009srg7-1-thumbnail.jpg,21198-zz0009srg7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srg7
Medieval and Renaissance Manuscripts,ark:/21198/zz0009srhr,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009srhr-1-master.tif,120,,,,,,,,,pd,,,,,120,v,,,,,,,,,,,,,,,,,21198-zz0009srhr-1-thumbnail.jpg,21198-zz0009srhr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009srhr
