Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.permission,Name.subject,Name.photographer,Rights.statementLocal,Rights.copyrightStatus,Alt ID.local,Relation.isPartOf,Title,Date.creation,Date.normalized,Format.dimensions,Format.extent,Name.repository,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8v2,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8v2_2368289_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp062,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8v2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8v2/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8wk,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8wk_2375085_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp075,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of China Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8wk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8wk/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8x3,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8x3_2368325_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp069,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8x3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8x3/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8zm,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8zm_2376298_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp081,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Latin Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8zm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8zm/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz90m,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz90m_2368328_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp070,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz90m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz90m/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz914,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz914_2370050_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp072,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz914,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz914/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz92n,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz92n_2368307_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp067,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz92n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz92n/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz935,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz935_2368292_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp063,,Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz935,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz935/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz94p,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz94p_2368295_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp064,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz94p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz94p/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz956,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz956_2376292_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp080,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz956,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz956/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz96q,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz96q_2368304_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp066,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz96q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz96q/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz977,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz977_2376247_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp077,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz977,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz977/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz98r,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz98r_2376275_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp079,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz98r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz98r/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz998,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz998_2370242_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp073,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of China Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz998,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz998/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz9bs,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz9bs_2368319_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp068,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Brazil Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9bs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz9bs/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz9c9,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz9c9_2376260_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp078,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9c9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz9c9/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz9dt,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz9dt_2368301_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp065,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9dt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz9dt/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz9fb,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz9fb_2373820_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp074,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of China Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz9fb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz9fb/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h4b,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h4b_2376368_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp094,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Unidentified Guest Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h4b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h4b/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h5v,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h5v_2376365_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp093,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Unidentified Guest Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h5v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h5v/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h6c,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h6c_2376371_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp096,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h6c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h6c/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h7w,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h7w_2376329_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp082,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h7w/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h8d,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h8d_2376335_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp084,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Latin Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h8d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h8d/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2h9x,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2h9x_2376374_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp097,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2h9x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2h9x/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hbf,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hbf_2376341_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp086,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Jazz Orchestra,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hbf/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hcz,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hcz_2376377_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp098,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hcz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hcz/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hdg,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hdg_2376347_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp088,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Contemporary Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hdg/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hf0,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hf0_2376386_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp101,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hf0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hf0/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hgh,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hgh_2376350_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp089,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Contemporary Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hgh/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hh1,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hh1_2376383_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp100,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hh1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hh1/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hjj,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hjj_2376353_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp090,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Contemporary Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hjj/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hk2,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hk2_2376380_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp099,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hk2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hk2/manifest
