Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0c7,ark:/21198/zz000s2z5v,2,Completed,Work,,73,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t1fr,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - July 24, 1980","July 24, 1980",Rights.generalNote: Item contains personal information (Diane Moore's home address and telephone).,,,1980-07-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0c7/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0dr,ark:/21198/zz000s2z5v,2,Completed,Work,,78,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t1vz,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 28, 1980","August 28, 1980",,,,1980-08-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0dr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0f8,ark:/21198/zz000s2z5v,2,Completed,Work,,79,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t211,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,"Mazer, June",Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,,,,,,"Memo Regarding Newsletter Restructuring - September 9, 1980","September 9, 1980",Rights.generalNote: Item contains personal information (June Mazer's telephone). Need to obtain permisison to publish from original author?,,,1980-09-09,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0f8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0gs,ark:/21198/zz000s2z5v,2,Completed,Work,,83,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t295,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - October 23, 1980","October 23, 1980",Rights.generalNote: Item contains personal information (several members' telephone numbers).,,,1980-10-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0gs/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0h9,ark:/21198/zz000s2z5v,2,Completed,Work,,85,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t2f7,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - November 13, 1980","November 13, 1980",Rights.generalNote: Item contains personal information (Judy Diekema's home address).,,,1980-11-13,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0h9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t0jt,ark:/21198/zz000s2z5v,2,Completed,Work,,88,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t2k9,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 11, 1980","December 11, 1980",,,,1980-12-11,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t0jt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2pv,ark:/21198/zz000s2z5v,2,Completed,Work,,90,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t342,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - January 22, 1981","January 22, 1981",,,,1981-01-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2pv/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2qc,ark:/21198/zz000s2z5v,2,Completed,Work,,92,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t3b5,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 27, 1981","February 27, 1981",,,,1981-02-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2qc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2rw,ark:/21198/zz000s2z5v,2,Completed,Work,,94,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t3ks,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - March 26, 1981","March 26, 1981",,,,1981-03-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2rw/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2sd,ark:/21198/zz000s2z5v,2,Completed,Work,,96,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t3qv,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - April 23, 1981","April 23, 1981",Rights.generalNote: Item contains personal information (home address for Dianne Crocker).,,,1981-04-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2sd/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2tx,ark:/21198/zz000s2z5v,2,Completed,Work,,98,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t3vx,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - May 28, 1981","May 28, 1981",,,,1981-05-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2tx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2vf,ark:/21198/zz000s2z5v,2,Completed,Work,,100,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t42h,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - June 25, 1981","June 25, 1981",,,,1981-06-25,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2vf/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2wz,ark:/21198/zz000s2z5v,2,Completed,Work,,102,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t473,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - July 23, 1981","July 23, 1981",,,,1981-07-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2wz/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2xg,ark:/21198/zz000s2z5v,2,Completed,Work,,104,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t4c5,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 27, 1981","August 27, 1981",,,,1981-08-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2xg/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t2z0,ark:/21198/zz000s2z5v,2,Completed,Work,,106,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t4h7,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - September 24, 1981","September 24, 1981",,,,1981-09-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t2z0/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t300,ark:/21198/zz000s2z5v,2,Completed,Work,,108,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t4n9,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - October 29, 1981","October 29, 1981",Rights.generalNote: Item contains personal information (home address for Judi Doyle).,,,1981-10-29,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t300/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t31h,ark:/21198/zz000s2z5v,2,Completed,Work,,110,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t4sc,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - November 19, 1981","November 19, 1981",,,,1981-11-19,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t31h/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t321,ark:/21198/zz000s2z5v,2,Completed,Work,,112,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015t4xf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 17, 1981","December 17, 1981",,,,1981-12-17,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t321/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t51g,ark:/21198/zz000s2z5v,2,Completed,Work,,114,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tg2b,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - January 28, 1982","January 28, 1982",,,,1982-01-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t51g/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t520,ark:/21198/zz000s2z5v,2,Completed,Work,,119,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tg8f,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 25, 1982","February 25, 1982",,,,1982-02-25,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t520/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t53h,ark:/21198/zz000s2z5v,2,Completed,Work,,121,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tgbg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - March 25, 1982","March 25, 1982",,,,1982-03-25,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t53h/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t541,ark:/21198/zz000s2z5v,2,Completed,Work,,125,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015th0s,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Procedures Task Force Recommendations - April, 1982","April, 1982","Was included with the meeting minutes for April 22, 1982. Contains extensive information on the organization's structure and attempts to streamline the functions of the Board and Committees.",,,1982-04,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t541/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t55j,ark:/21198/zz000s2z5v,2,Completed,Work,,127,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thfh,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - May 27, 1982","May 27, 1982",,,,1982-05-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t55j/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t562,ark:/21198/zz000s2z5v,2,Completed,Work,,129,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thm3,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - June 24, 1982","June 24, 1982",,,,1982-06-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t562/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t57k,ark:/21198/zz000s2z5v,2,Completed,Work,,131,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thsp,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - July 22, 1982","July 22, 1982",,,,1982-07-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t57k/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t583,ark:/21198/zz000s2z5v,2,Completed,Work,,134,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015thz8,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 22, 1982","August 22, 1982",Rights.generalNote: Item contains personal information (home address for Ret Coller and Dianne Anderson).,,,1982-08-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t583/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t59m,ark:/21198/zz000s2z5v,2,Completed,Work,,137,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tj29,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - September 22, 1982","September 22, 1982",,,,1982-09-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t59m/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5b4,ark:/21198/zz000s2z5v,2,Completed,Work,,140,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tjbf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Request for Data from SCWU Lesbian Research Project - October, 1982","October, 1982","This document was included with the Board of Directors meeting minutes from October 28, 1982.",,,1982-10,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5b4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5cn,ark:/21198/zz000s2z5v,2,Completed,Work,,142,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tjh1,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - November 21, 1982","November 21, 1982",,,,1982-11-21,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5cn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5d5,ark:/21198/zz000s2z5v,2,Completed,Work,,144,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tjmk,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 30, 1982","December 30, 1982",,,,1982-12-30,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5d5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5fp,ark:/21198/zz000s2z5v,2,Completed,Work,,147,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tjs5,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"SCWU Board Retreat Report - January 23, 1983","January 23, 1983",,,,1983-01-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5fp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5g6,ark:/21198/zz000s2z5v,2,Completed,Work,,150,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tkfg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 24, 1983","February 24, 1983",,,,1983-02-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5g6/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5hq,ark:/21198/zz000s2z5v,2,Completed,Work,,152,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tm28,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - March 24, 1983","March 24, 1981",,,,1981-03-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5hq/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5j7,ark:/21198/zz000s2z5v,2,Completed,Work,,154,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tm49,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - April 28, 1983","April 28, 1983",,,,1983-04-28,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5j7/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5kr,ark:/21198/zz000s2z5v,2,Completed,Work,,156,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tm8c,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - May 24, 1983","May 24, 1983",,,,1983-05-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5kr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5m8,ark:/21198/zz000s2z5v,2,Completed,Work,,160,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tmh0,text,,copyrighted,Y,published,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Report to Active Members - June, 1983","June, 1983","Report on the results of the board retreat held January, 1983.",,,1983-06,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5m8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5ns,ark:/21198/zz000s2z5v,2,Completed,Work,,163,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tn8v,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Bylaws of Southern California Women for Understanding - July, 1983","July, 1983","Approved by Board of Directors at July 28, 1983 meeting.",,,1983-07,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5ns/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5p9,ark:/21198/zz000s2z5v,2,Completed,Work,,164,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tnkh,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - August 25, 1983","August 25, 1983",,,,1983-08-25,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5p9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5qt,ark:/21198/zz000s2z5v,2,Completed,Work,,165,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tsjx,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - September 22, 1983","September 22, 1983",,,,1983-09-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5qt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5sv,ark:/21198/zz000s2z5v,2,Completed,Work,,169,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tst2,text,,copyrighted,Y,published,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Procedures for Becoming a Chapter of SCWU - October 27, 1983","October 27, 1983","Adopted by Board of Directors at October 27, 1983 meeting.",,,1983-10-27,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5sv/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5tc,ark:/21198/zz000s2z5v,2,Completed,Work,,172,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tsz4,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - December 8, 1983","December 8, 1983",,,,1983-12-08,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5tc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5vw,ark:/21198/zz000s2z5v,2,Completed,Work,,173,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tt25,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - January 26, 1984","January 26, 1984",,,,1984-01-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5vw/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5wd,ark:/21198/zz000s2z5v,2,Completed,Work,,175,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015tt7r,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - February 23, 1984","February 23, 1984",,,,1984-02-23,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5wd/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5xx,ark:/21198/zz000s2z5v,2,Completed,Work,,177,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015ttb9,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - March 22, 1984","March 22, 1984",,,,1984-03-22,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5xx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t5zf,ark:/21198/zz000s2z5v,2,Completed,Work,,179,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015ttfv,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - April 26, 1984","April 26, 1984",,,,1984-04-26,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t5zf/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015t60f,ark:/21198/zz000s2z5v,2,Completed,Work,,181,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015ttjd,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,Board of Directors Meetings [SCWU],,eng,,Southern California Women for Understanding,,,,,"Board of Directors Meeting Minutes - May 24, 1984","May 24, 1984",,,,1984-05-24,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015t60f/manifest
