"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Finding Aid URL","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz0009gx4f","","2","Completed","Collection","","","","","","","","","","text","","pd","","","University of California, Los Angeles. Library. Department of Special Collections","","Medieval and Renaissance Manuscripts","","","","","","Manuscripts and manuscript leaves, in scripts of the Latin alphabet, ranging from Carolingian minuscule to Burgundian letter and humanist script, written across Europe before 1600 and representing  the Latin, Italian, German, Netherlandish, Italian, English, French, Spanish, and Czech languages. Types of manuscripts include liturgical works, collections of sermons and the florilegia used for sermon composition, confessionals and penitentials for pastoral care, vernacular literature such as romances and verse, business and administrative records, including Italian and French land records—charters, cartularies, terriers, and rent rolls dating from the late thirteenth century to the seventeenth.","","","The present catalog, begun over a decade ago, stands at the beginning of modern cataloging of medieval manuscripts in North America. Its completion may serve as the occasion to pause for a moment and examine the beginnings and progress to date of manuscript cataloging in America, as well as to offer some comment on what it has taught us and how best to continue.","","https://oac.cdlib.org/findaid/ark:/13030/kt6b69q574/","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0009gx4f"
