"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001hk2z0","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk2z0-1-master.tif","","","32","","","text","","","","","","page 16","v","","","","","030Picart_NL_V6_V_0403","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk2z0",""
"Picart (Bernard) Collection","ark:/21198/zz001hk300","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk300-1-master.tif","","","33","","","text","","","","","","page 17","r","","","","","031Picart_NL_V6_R_0016","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk300",""
"Picart (Bernard) Collection","ark:/21198/zz001hk31h","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk31h-1-master.tif","","","34","","","text","","","","","","page 18","v","","","","","032Picart_NL_V6_V_0402","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk31h",""
"Picart (Bernard) Collection","ark:/21198/zz001hk321","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk321-1-master.tif","","","35","","","text","","","","","","page 19","r","","","","","033Picart_NL_V6_R_0017","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk321",""
"Picart (Bernard) Collection","ark:/21198/zz001hk33j","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk33j-1-master.tif","","","36","","","text","","","","","","page 20","v","","","","","034Picart_NL_V6_V_0401","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk33j",""
"Picart (Bernard) Collection","ark:/21198/zz001hk342","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk342-1-master.tif","","","37","","","text","","","","","","page 21","r","","","","","035Picart_NL_V6_R_0018","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk342",""
"Picart (Bernard) Collection","ark:/21198/zz001hk35k","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk35k-1-master.tif","","","38","","","text","","","","","","page 22","v","","","","","036Picart_NL_V6_V_0400","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk35k",""
"Picart (Bernard) Collection","ark:/21198/zz001hk363","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk363-1-master.tif","","","39","","","text","","","","","","page 23","r","","","","","036Picart_NL_V6_V_0400","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk363",""
"Picart (Bernard) Collection","ark:/21198/zz001hk37m","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk37m-1-master.tif","","","40","","","text","","","","","","page 24","v","","","","","038Picart_NL_V6_V_0399","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk37m",""
"Picart (Bernard) Collection","ark:/21198/zz001hk384","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk384-1-master.tif","","","41","","","text","","","","","","page 25","r","","","","","039Picart_NL_V6_R_0020","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk384",""
"Picart (Bernard) Collection","ark:/21198/zz001hk39n","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk39n-1-master.tif","","","42","","","text","","","","","","page 26","v","","","","","040Picart_NL_V6_V_0398","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk39n",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3b5","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3b5-1-master.tif","","","43","","","text","","","","","","page 27","r","","","","","041Picart_NL_V6_R_0021","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3b5",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3cp","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3cp-1-master.tif","","","44","","","text","","","","","","page 28","v","","","","","042Picart_NL_V6_V_0397","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3cp",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3d6","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3d6-1-master.tif","","","45","","","text","","","","","","page 29","r","","","","","043Picart_NL_V6_R_0022","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3d6",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3fq","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3fq-1-master.tif","","","46","","","text","","","","","","page 30","v","","","","","044Picart_NL_V6_V_0396044","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3fq",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3g7","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3g7-1-master.tif","","","47","","","text","","","","","","page 31","r","","","","","045Picart_NL_V6_R_0023","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3g7",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3hr","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3hr-1-master.tif","","","48","","","text","","","","","","page 32","v","","","","","046Picart_NL_V6_V_0395","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3hr",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3j8","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3j8-1-master.tif","","","49","","","text","","","","","","page 33","r","","","","","047Picart_NL_V6_R_0024","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3j8",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3ks","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3ks-1-master.tif","","","50","","","text","","","","","","page 34","v","","","","","048Picart_NL_V6_V_0394","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3ks",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3m9","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3m9-1-master.tif","","","51","","","text","","","","","","page 35","r","","","","","049Picart_NL_V6_R_0025","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3m9",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3nt","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3nt-1-master.tif","","","52","","","text","","","","","","page 36","v","","","","","050Picart_NL_V6_V_0393","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3nt",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3pb","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3pb-1-master.tif","","","53","","","text","","","","","","page 37","r","","","","","051Picart_NL_V6_R_0026","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3pb",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3qv","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3qv-1-master.tif","","","55","","","text","","","","","","page 38","v","","","","","052Picart_NL_V6_V_0392","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3qv",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3rc","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3rc-1-master.tif","","","56","","","text","","","","","","page 39","r","","","","","053Picart_NL_V6_R_0027","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3rc",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3sw","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3sw-1-master.tif","","","57","","","text","","","","","","page 40","v","","","","","054Picart_NL_V6_V_0391","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3sw",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3td","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3td-1-master.tif","","","58","","","text","","","","","","page 41","r","","","","","055Picart_NL_V6_R_0028","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3td",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3vx","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3vx-1-master.tif","","","59","","","text","","","","","","page 42","v","","","","","056Picart_NL_V6_V_0390","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3vx",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3wf","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3wf-1-master.tif","","","60","","","text","","","","","","page 43","r","","","","","057Picart_NL_V6_R_0029","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3wf",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3xz","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3xz-1-master.tif","","","61","","","text","","","","","","page 44","v","","","","","058Picart_NL_V6_V_0389","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3xz",""
"Picart (Bernard) Collection","ark:/21198/zz001hk3zg","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk3zg-1-master.tif","","","62","","","text","","","","","","page 45","r","","","","","059Picart_NL_V6_R_0030","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk3zg",""
"Picart (Bernard) Collection","ark:/21198/zz001hk40g","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk40g-1-master.tif","","","63","","","text","","","","","","page 46","v","","","","","060Picart_NL_V6_V_0388","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk40g",""
"Picart (Bernard) Collection","ark:/21198/zz001hk410","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk410-1-master.tif","","","64","","","text","","","","","","page 47","r","","","","","061Picart_NL_V6_R_0031","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk410",""
"Picart (Bernard) Collection","ark:/21198/zz001hk42h","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk42h-1-master.tif","","","65","","","text","","","","","","page 48","v","","","","","062Picart_NL_V6_V_0387","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk42h",""
"Picart (Bernard) Collection","ark:/21198/zz001hk431","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk431-1-master.tif","","","66","","","text","","","","","","page 49","r","","","","","063Picart_NL_V6_R_0033","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk431",""
"Picart (Bernard) Collection","ark:/21198/zz001ndqth","ark:/21198/zz001hk1x0","2","Completed","Page","","","","67","","","","","","","","","IMAGE MISSING_ Page 50","v","","","","","","","","","","","","","","","","","","","","missing","",""
"Picart (Bernard) Collection","ark:/21198/zz001hk44j","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk44j-1-master.tif","","","68","","","text","","","","","","page 51","r","","","","","065Picart_NL_V6_R_0034","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk44j",""
"Picart (Bernard) Collection","ark:/21198/zz001hk452","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk452-1-master.tif","","","69","","","text","","","","","","page  52","v","","","","","066Picart_NL_V6_V_0385","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk452",""
"Picart (Bernard) Collection","ark:/21198/zz001hk46k","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk46k-1-master.tif","","","70","","","text","","","","","","page 53","r","","","","","067Picart_NL_V6_R_0035","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk46k",""
"Picart (Bernard) Collection","ark:/21198/zz001hk473","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk473-1-master.tif","","","71","","","text","","","","","","page 54","v","","","","","068Picart_NL_V6_V_0384","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk473",""
"Picart (Bernard) Collection","ark:/21198/zz001hk48m","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk48m-1-master.tif","","","72","","","text","","","","","","page 55","r","","","","","069Picart_NL_V6_R_0036","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk48m",""
"Picart (Bernard) Collection","ark:/21198/zz001hk494","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk494-1-master.tif","","","73","","","text","","","","","","page 56","v","","","","","070Picart_NL_V6_V_0383","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk494",""
"Picart (Bernard) Collection","ark:/21198/zz001hk4bn","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk4bn-1-master.tif","","","74","","","text","","","","","","page 57","r","","","","","071Picart_NL_V6_R_0037","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk4bn",""
"Picart (Bernard) Collection","ark:/21198/zz001hk4c5","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk4c5-1-master.tif","","","75","","","text","","","","","","page 58","v","","","","","071Picart_NL_V6_R_0037","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk4c5",""
"Picart (Bernard) Collection","ark:/21198/zz001hk4dp","ark:/21198/zz001hk1x0","2","Completed","Page","picart/masters/21198-zz001hk4dp-1-master.tif","","","76","","","text","","","","","","page 59","r","","","","","071Picart_NL_V6_R_0037","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hk4dp",""
