"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001hgnmp","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnmp-1-master.tif","","","19","","","text","","","","","","page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnmp",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnn6","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnn6-1-master.tif","","","20","","","text","","","","","","page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnn6",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnpq","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnpq-1-master.tif","","","21","","","still image","","","","","","Les jour des CENDRES. Maniere dont on rend le PAIN-BENIT.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnpq",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnq7","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnq7-1-master.tif","","","22","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnq7",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnrr","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnrr-1-master.tif","","","23","","","text","","","","","","page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnrr",""
"Picart (Bernard) Collection","ark:/21198/zz001hgns8","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgns8-1-master.tif","","","24","","","text","","","","","","page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgns8",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnts","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnts-1-master.tif","","","25","","","text","","","","","","page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnts",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnv9","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnv9-1-master.tif","","","26","","","text","","","","","","page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnv9",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnwt","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnwt-1-master.tif","","","27","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnwt",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnxb","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnxb-1-master.tif","","","28","","","still image","","","","","","La PROCESSION des PALMES le DIMANCHE des RAMEAUX. La PROCESSION du SAINT SACREMENT le jour de la FETE-DIEU. (left gatefold)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnxb",""
"Picart (Bernard) Collection","ark:/21198/zz001hgnzv","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgnzv-1-master.tif","","","29","","","text","","","","","","La PROCESSION des PALMES le DIMANCHE des RAMEAUX. La PROCESSION du SAINT SACREMENT le jour de la FETE-DIEU. (right gatefold)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgnzv",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp0v","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp0v-1-master.tif","","","30","","","still image","","","","","","La PROCESSION des PALMES le DIMANCHE des RAMEAUX. La PROCESSION du SAINT SACREMENT le jour de la FETE-DIEU. (full gatefold)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp0v",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp1c","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp1c-1-master.tif","","","31","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp1c",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp2w","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp2w-1-master.tif","","","32","","","text","","","","","","page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp2w",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp3d","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp3d-1-master.tif","","","33","","","text","","","","","","page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp3d",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp4x","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp4x-1-master.tif","","","34","","","text","","","","","","page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp4x",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp5f","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp5f-1-master.tif","","","35","","","text","","","","","","page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp5f",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp6z","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp6z-1-master.tif","","","36","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp6z",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp7g","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp7g-1-master.tif","","","37","","","still image","","","","","","Ceremonie de laver les pieds a douze PAUVRES le JEUDI SAINT. L'ADORATION de la CROIX par le PEUPLE le VENDREDI SAINT.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp7g",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp80","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp80-1-master.tif","","","38","","","text","","","","","","page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp80",""
"Picart (Bernard) Collection","ark:/21198/zz001hgp9h","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgp9h-1-master.tif","","","39","","","text","","","","","","page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgp9h",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpb1","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpb1-1-master.tif","","","40","","","still image","","","","","","On porte en PROCESSION les SAINTES HUILES, &c. BENEDICTION des SAINTES HUILES. Maniere dont L'EVEQUE est receu a la visite de son DIOCESE. L'EVEQUE fait L'EXORTATION PASTORALE. On baise la MAIN de L'EVEQUE. Le CORPS de L'EVEQUE est expose dans L'EGLISE.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpb1",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpcj","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpcj-1-master.tif","","","41","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpcj",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpd2","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpd2-1-master.tif","","","42","","","text","","","","","","page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpd2",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpfk","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpfk-1-master.tif","","","43","","","text","","","","","","page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpfk",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpg3","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpg3-1-master.tif","","","44","","","text","","","","","","page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpg3",""
"Picart (Bernard) Collection","ark:/21198/zz001hgphm","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgphm-1-master.tif","","","45","","","text","","","","","","page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgphm",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpj4","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpj4-1-master.tif","","","46","","","text","","","","","","page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpj4",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpkn","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpkn-1-master.tif","","","47","","","text","","","","","","page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpkn",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpm5","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpm5-1-master.tif","","","48","","","text","","","","","","page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpm5",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpnp","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpnp-1-master.tif","","","49","","","text","","","","","","page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpnp",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpp6","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpp6-1-master.tif","","","50","","","text","","","","","","page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpp6",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpqq","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpqq-1-master.tif","","","51","","","text","","","","","","page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpqq",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpr7","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpr7-1-master.tif","","","52","","","text","","","","","","page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpr7",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpsr","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpsr-1-master.tif","","","53","","","text","","","","","","page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpsr",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpt8","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpt8-1-master.tif","","","54","","","text","","","","","","page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpt8",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpvs","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpvs-1-master.tif","","","55","","","text","","","","","","page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpvs",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpw9","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpw9-1-master.tif","","","56","","","text","","","","","","page 039","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpw9",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpxt","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpxt-1-master.tif","","","57","","","text","","","","","","page 040","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpxt",""
"Picart (Bernard) Collection","ark:/21198/zz001hgpzb","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgpzb-1-master.tif","","","58","","","text","","","","","","page 041","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgpzb",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq0b","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq0b-1-master.tif","","","59","","","text","","","","","","page 042","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq0b",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq1v","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq1v-1-master.tif","","","60","","","text","","","","","","page 043","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq1v",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq2c","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq2c-1-master.tif","","","61","","","text","","","","","","page 044","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq2c",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq3w","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq3w-1-master.tif","","","62","","","still image","","","","","","MANIERE de porter le S. SACREMENT quand le PAPE est en Vojage.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq3w",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq4d","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq4d-1-master.tif","","","63","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq4d",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq5x","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq5x-1-master.tif","","","64","","","text","","","","","","page 045","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq5x",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq6f","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq6f-1-master.tif","","","65","","","text","","","","","","page 046","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq6f",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq7z","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq7z-1-master.tif","","","66","","","text","","","","","","page 047","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq7z",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq8g","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq8g-1-master.tif","","","67","","","text","","","","","","page 048","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq8g",""
"Picart (Bernard) Collection","ark:/21198/zz001hgq90","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgq90-1-master.tif","","","68","","","text","","","","","","page 049","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgq90",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqbh","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqbh-1-master.tif","","","69","","","text","","","","","","page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqbh",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqc1","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqc1-1-master.tif","","","70","","","text","","","","","","page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqc1",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqdj","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqdj-1-master.tif","","","71","","","text","","","","","","page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqdj",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqf2","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqf2-1-master.tif","","","72","","","text","","","","","","page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqf2",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqgk","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqgk-1-master.tif","","","73","","","text","","","","","","page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqgk",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqh3","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqh3-1-master.tif","","","74","","","text","","","","","","page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqh3",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqjm","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqjm-1-master.tif","","","75","","","text","","","","","","page 056","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqjm",""
"Picart (Bernard) Collection","ark:/21198/zz001hgqk4","ark:/21198/zz001hgmzc","2","Completed","Page","picart/masters/21198-zz001hgqk4-1-master.tif","","","76","","","text","","","","","","page 057","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hgqk4",""
