"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz001hjm9f","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjm9f-1-master.tif","","","79","","","text","","","","","","page 066","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjm9f"
"Picart (Bernard) Collection","ark:/21198/zz001hjmbz","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmbz-1-master.tif","","","80","","","text","","","","","","page 067","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmbz"
"Picart (Bernard) Collection","ark:/21198/zz001hjmcg","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmcg-1-master.tif","","","81","","","text","","","","","","page 068","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmcg"
"Picart (Bernard) Collection","ark:/21198/zz001hjmd0","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmd0-1-master.tif","","","82","","","text","","","","","","page 069","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmd0"
"Picart (Bernard) Collection","ark:/21198/zz001hjmfh","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmfh-1-master.tif","","","83","","","text","","","","","","page 070","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmfh"
"Picart (Bernard) Collection","ark:/21198/zz001hjmg1","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmg1-1-master.tif","","","84","","","text","","","","","","page 071","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmg1"
"Picart (Bernard) Collection","ark:/21198/zz001hjmhj","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmhj-1-master.tif","","","85","","","text","","","","","","page 072","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmhj"
"Picart (Bernard) Collection","ark:/21198/zz001hjmj2","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmj2-1-master.tif","","","86","","","text","","","","","","page 073","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmj2"
"Picart (Bernard) Collection","ark:/21198/zz001hjmkk","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmkk-1-master.tif","","","87","","","text","","","","","","page 074","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmkk"
"Picart (Bernard) Collection","ark:/21198/zz001hjmm3","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmm3-1-master.tif","","","88","","","text","","","","","","page 075","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmm3"
"Picart (Bernard) Collection","ark:/21198/zz001hjmnm","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmnm-1-master.tif","","","89","","","text","","","","","","page 076","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmnm"
"Picart (Bernard) Collection","ark:/21198/zz001hjmp4","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmp4-1-master.tif","","","90","","","text","","","","","","page 077","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmp4"
"Picart (Bernard) Collection","ark:/21198/zz001hjmqn","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmqn-1-master.tif","","","91","","","text","","","","","","page 078","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmqn"
"Picart (Bernard) Collection","ark:/21198/zz001hjmr5","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmr5-1-master.tif","","","92","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmr5"
"Picart (Bernard) Collection","ark:/21198/zz001hjmsp","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmsp-1-master.tif","","","93","","","text","","","","","","A. Pain de la Communion chez les Grecs. B. l'Etoile. C. l'Evêque tenant le chandelier à Trois et à deux branches. D. l'Evantail. E. Le Corban ou pain de la Commotion des Cophtes.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmsp"
"Picart (Bernard) Collection","ark:/21198/zz001hjmt6","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmt6-1-master.tif","","","94","","","text","","","","","","page 079","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmt6"
"Picart (Bernard) Collection","ark:/21198/zz001hjmvq","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmvq-1-master.tif","","","95","","","text","","","","","","page 080","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmvq"
"Picart (Bernard) Collection","ark:/21198/zz001hjmw7","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmw7-1-master.tif","","","96","","","text","","","","","","page 081","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmw7"
"Picart (Bernard) Collection","ark:/21198/zz001hjmxr","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmxr-1-master.tif","","","97","","","text","","","","","","page 082","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmxr"
"Picart (Bernard) Collection","ark:/21198/zz001hjmz8","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjmz8-1-master.tif","","","98","","","text","","","","","","page 083","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjmz8"
"Picart (Bernard) Collection","ark:/21198/zz001hjn08","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn08-1-master.tif","","","99","","","text","","","","","","page 084","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn08"
"Picart (Bernard) Collection","ark:/21198/zz001hjn1s","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn1s-1-master.tif","","","100","","","text","","","","","","page 085","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn1s"
"Picart (Bernard) Collection","ark:/21198/zz001hjn29","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn29-1-master.tif","","","101","","","text","","","","","","page 086","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn29"
"Picart (Bernard) Collection","ark:/21198/zz001hjn3t","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn3t-1-master.tif","","","102","","","text","","","","","","page 087","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn3t"
"Picart (Bernard) Collection","ark:/21198/zz001hjn4b","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn4b-1-master.tif","","","103","","","text","","","","","","page 088","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn4b"
"Picart (Bernard) Collection","ark:/21198/zz001hjn5v","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn5v-1-master.tif","","","104","","","text","","","","","","page 089","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn5v"
"Picart (Bernard) Collection","ark:/21198/zz001hjn6c","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn6c-1-master.tif","","","105","","","text","","","","","","page 090","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn6c"
"Picart (Bernard) Collection","ark:/21198/zz001hjn7w","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn7w-1-master.tif","","","106","","","text","","","","","","page 091","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn7w"
"Picart (Bernard) Collection","ark:/21198/zz001hjn8d","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn8d-1-master.tif","","","107","","","text","","","","","","page 092","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn8d"
"Picart (Bernard) Collection","ark:/21198/zz001hjn9x","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjn9x-1-master.tif","","","108","","","text","","","","","","page 093","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjn9x"
"Picart (Bernard) Collection","ark:/21198/zz001hjnbf","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnbf-1-master.tif","","","109","","","text","","","","","","page 094","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnbf"
"Picart (Bernard) Collection","ark:/21198/zz001hjncz","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjncz-1-master.tif","","","110","","","text","","","","","","page 095","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjncz"
"Picart (Bernard) Collection","ark:/21198/zz001hjndg","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjndg-1-master.tif","","","111","","","text","","","","","","page 096","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjndg"
"Picart (Bernard) Collection","ark:/21198/zz001hjnf0","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnf0-1-master.tif","","","112","","","text","","","","","","page 097","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnf0"
"Picart (Bernard) Collection","ark:/21198/zz001hjngh","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjngh-1-master.tif","","","113","","","text","","","","","","page 098","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjngh"
"Picart (Bernard) Collection","ark:/21198/zz001hjnh1","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnh1-1-master.tif","","","114","","","text","","","","","","page 099","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnh1"
"Picart (Bernard) Collection","ark:/21198/zz001hjnjj","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnjj-1-master.tif","","","115","","","text","","","","","","page 100","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnjj"
"Picart (Bernard) Collection","ark:/21198/zz001hjnk2","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnk2-1-master.tif","","","116","","","text","","","","","","EUEQUE benissant les eaux. PATRIARCHE de Constantinople 1. PAPAS ou PRETRE Grec en ses Habits Pontificaux. 2. Cloche des Caloyers. a. ARCHIPRETRE ou PROTOPAPAS. FIANCÉE Grecque sur un Sopha. b. PAPAS en robe feurée.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnk2"
"Picart (Bernard) Collection","ark:/21198/zz001hjnmk","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnmk-1-master.tif","","","117","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnmk"
"Picart (Bernard) Collection","ark:/21198/zz001hjnn3","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnn3-1-master.tif","","","118","","","text","","","","","","page 101","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnn3"
"Picart (Bernard) Collection","ark:/21198/zz001hjnpm","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnpm-1-master.tif","","","119","","","text","","","","","","page 102","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnpm"
"Picart (Bernard) Collection","ark:/21198/zz001hjnq4","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnq4-1-master.tif","","","120","","","text","","","","","","page 103","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnq4"
"Picart (Bernard) Collection","ark:/21198/zz001hjnrn","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnrn-1-master.tif","","","121","","","text","","","","","","page 104","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnrn"
"Picart (Bernard) Collection","ark:/21198/zz001hjns5","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjns5-1-master.tif","","","122","","","text","","","","","","page 105","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjns5"
"Picart (Bernard) Collection","ark:/21198/zz001hjntp","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjntp-1-master.tif","","","123","","","text","","","","","","page 106","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjntp"
"Picart (Bernard) Collection","ark:/21198/zz001hjnv6","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnv6-1-master.tif","","","124","","","text","","","","","","page 107","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnv6"
"Picart (Bernard) Collection","ark:/21198/zz001hjnwq","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnwq-1-master.tif","","","125","","","text","","","","","","page 108","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnwq"
"Picart (Bernard) Collection","ark:/21198/zz001hjnx7","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnx7-1-master.tif","","","126","","","text","","","","","","page 109","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnx7"
"Picart (Bernard) Collection","ark:/21198/zz001hjnzr","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjnzr-1-master.tif","","","127","","","text","","","","","","page 110","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjnzr"
"Picart (Bernard) Collection","ark:/21198/zz001hjp0r","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp0r-1-master.tif","","","128","","","text","","","","","","page 111","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp0r"
"Picart (Bernard) Collection","ark:/21198/zz001hjp18","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp18-1-master.tif","","","129","","","text","","","","","","page 112","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp18"
"Picart (Bernard) Collection","ark:/21198/zz001hjp2s","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp2s-1-master.tif","","","130","","","text","","","","","","page 113","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp2s"
"Picart (Bernard) Collection","ark:/21198/zz001hjp39","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp39-1-master.tif","","","131","","","text","","","","","","page 114","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp39"
"Picart (Bernard) Collection","ark:/21198/zz001hjp4t","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp4t-1-master.tif","","","132","","","text","","","","","","page 115","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp4t"
"Picart (Bernard) Collection","ark:/21198/zz001hjp5b","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp5b-1-master.tif","","","133","","","text","","","","","","page 116","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp5b"
"Picart (Bernard) Collection","ark:/21198/zz001hjp6v","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp6v-1-master.tif","","","134","","","text","","","","","","page 117","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp6v"
"Picart (Bernard) Collection","ark:/21198/zz001hjp7c","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp7c-1-master.tif","","","135","","","text","","","","","","page 118 (misnumbered 811)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp7c"
"Picart (Bernard) Collection","ark:/21198/zz001hjp8w","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp8w-1-master.tif","","","136","","","text","","","","","","page 119","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp8w"
"Picart (Bernard) Collection","ark:/21198/zz001hjp9d","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjp9d-1-master.tif","","","137","","","text","","","","","","page 120","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjp9d"
"Picart (Bernard) Collection","ark:/21198/zz001hjpbx","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpbx-1-master.tif","","","138","","","text","","","","","","page 121","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpbx"
"Picart (Bernard) Collection","ark:/21198/zz001hjpcf","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpcf-1-master.tif","","","139","","","text","","","","","","page 122","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpcf"
"Picart (Bernard) Collection","ark:/21198/zz001hjpdz","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpdz-1-master.tif","","","140","","","text","","","","","","page 123","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpdz"
"Picart (Bernard) Collection","ark:/21198/zz001hjpfg","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpfg-1-master.tif","","","141","","","text","","","","","","page 124","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpfg"
"Picart (Bernard) Collection","ark:/21198/zz001hjpg0","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpg0-1-master.tif","","","142","","","text","","","","","","page 125","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpg0"
"Picart (Bernard) Collection","ark:/21198/zz001hjphh","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjphh-1-master.tif","","","143","","","text","","","","","","page 126","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjphh"
"Picart (Bernard) Collection","ark:/21198/zz001hjpj1","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpj1-1-master.tif","","","144","","","text","","","","","","page 127","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpj1"
"Picart (Bernard) Collection","ark:/21198/zz001hjpkj","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpkj-1-master.tif","","","145","","","text","","","","","","page 128","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpkj"
"Picart (Bernard) Collection","ark:/21198/zz001hjpm2","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpm2-1-master.tif","","","146","","","text","","","","","","page 129","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpm2"
"Picart (Bernard) Collection","ark:/21198/zz001hjpnk","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpnk-1-master.tif","","","147","","","text","","","","","","page 130","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpnk"
"Picart (Bernard) Collection","ark:/21198/zz001hjpp3","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpp3-1-master.tif","","","148","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpp3"
"Picart (Bernard) Collection","ark:/21198/zz001hjpqm","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpqm-1-master.tif","","","149","","","text|~|still image","","","","","","MANIERE dont les GRECS attendent la descente du FEU SACRÉ dans le ST. SEPULCRE. La DISTRIBUTION du FEU SACRÉ aux GRECS par le PATRIARCHE.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpqm"
"Picart (Bernard) Collection","ark:/21198/zz001hjpr4","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpr4-1-master.tif","","","150","","","text","","","","","","page 131","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpr4"
"Picart (Bernard) Collection","ark:/21198/zz001hjpsn","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpsn-1-master.tif","","","151","","","text","","","","","","page 132","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpsn"
"Picart (Bernard) Collection","ark:/21198/zz001hjpt5","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpt5-1-master.tif","","","152","","","text","","","","","","page 133","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpt5"
"Picart (Bernard) Collection","ark:/21198/zz001hjpvp","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpvp-1-master.tif","","","153","","","text","","","","","","page 134","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpvp"
"Picart (Bernard) Collection","ark:/21198/zz001hjpw6","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpw6-1-master.tif","","","154","","","text","","","","","","page 135","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpw6"
"Picart (Bernard) Collection","ark:/21198/zz001hjpxq","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpxq-1-master.tif","","","155","","","text","","","","","","page 136","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpxq"
"Picart (Bernard) Collection","ark:/21198/zz001hjpz7","ark:/21198/zz001hjhk4","2","Completed","ChildWork","picart/masters/21198-zz001hjpz7-1-master.tif","","","156","","","text","","","","","","page 137","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hjpz7"
