"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001hj4zh","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj4zh-1-master.tif","","","304","","","text","","","","","","page 221","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj4zh",""
"Picart (Bernard) Collection","ark:/21198/zz001hj50h","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj50h-1-master.tif","","","305","","","text","","","","","","page 222","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj50h",""
"Picart (Bernard) Collection","ark:/21198/zz001hj511","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj511-1-master.tif","","","306","","","text","","","","","","page 223","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj511",""
"Picart (Bernard) Collection","ark:/21198/zz001hj52j","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj52j-1-master.tif","","","307","","","text","","","","","","page 224","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj52j",""
"Picart (Bernard) Collection","ark:/21198/zz001hj532","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj532-1-master.tif","","","308","","","text","","","","","","page 225","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj532",""
"Picart (Bernard) Collection","ark:/21198/zz001hj54k","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj54k-1-master.tif","","","309","","","text","","","","","","page 226","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj54k",""
"Picart (Bernard) Collection","ark:/21198/zz001hj553","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj553-1-master.tif","","","310","","","text","","","","","","page 227","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj553",""
"Picart (Bernard) Collection","ark:/21198/zz001hj56m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj56m-1-master.tif","","","311","","","text","","","","","","page 228","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj56m",""
"Picart (Bernard) Collection","ark:/21198/zz001hj574","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj574-1-master.tif","","","312","","","text","","","","","","page 229","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj574",""
"Picart (Bernard) Collection","ark:/21198/zz001hj58n","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj58n-1-master.tif","","","313","","","text","","","","","","page 230","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj58n",""
"Picart (Bernard) Collection","ark:/21198/zz001hj595","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj595-1-master.tif","","","314","","","text","","","","","","page 231","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj595",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5bp","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5bp-1-master.tif","","","315","","","text","","","","","","page 232","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5bp",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5c6","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5c6-1-master.tif","","","316","","","text","","","","","","page 233","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5c6",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5dq","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5dq-1-master.tif","","","317","","","text","","","","","","page 234","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5dq",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5f7","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5f7-1-master.tif","","","318","","","text","","","","","","page 235","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5f7",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5gr","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5gr-1-master.tif","","","319","","","text","","","","","","page 236","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5gr",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5h8","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5h8-1-master.tif","","","320","","","text","","","","","","page 237","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5h8",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5js","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5js-1-master.tif","","","321","","","text","","","","","","page 238","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5js",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5k9","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5k9-1-master.tif","","","322","","","text","","","","","","page 239","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5k9",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5mt","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5mt-1-master.tif","","","323","","","text","","","","","","page 240","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5mt",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5nb","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5nb-1-master.tif","","","324","","","text","","","","","","page 241","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5nb",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5pv","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5pv-1-master.tif","","","325","","","text","","","","","","page 242","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5pv",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5qc","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5qc-1-master.tif","","","326","","","text","","","","","","page 243","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5qc",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5rw","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5rw-1-master.tif","","","327","","","text","","","","","","page 244","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5rw",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5sd","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5sd-1-master.tif","","","328","","","text","","","","","","page 245","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5sd",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5tx","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5tx-1-master.tif","","","329","","","text","","","","","","page 246","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5tx",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5vf","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5vf-1-master.tif","","","330","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5vf",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5wz","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5wz-1-master.tif","","","331","","","still image","","","","","","TIEDEBAIK DIVINITÉ du JAPON. AMIDA DIVINITÉ du JAPON. Autre representation d' AMIDA, et diverses manieres de se NOYER a son honneur.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5wz",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5xg","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5xg-1-master.tif","","","332","","","text","","","","","","page 247","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5xg",""
"Picart (Bernard) Collection","ark:/21198/zz001hj5z0","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj5z0-1-master.tif","","","333","","","text","","","","","","page 248","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj5z0",""
"Picart (Bernard) Collection","ark:/21198/zz001hj600","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj600-1-master.tif","","","334","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj600",""
"Picart (Bernard) Collection","ark:/21198/zz001hj61h","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj61h-1-master.tif","","","335","","","still image","","","","","","PAGODE de CANON. CANON DIVINITÉ du JAPON. Autre REPRESENTATION de CANON. XANAI DIVINITÉ du JAPON.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj61h",""
"Picart (Bernard) Collection","ark:/21198/zz001hj621","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj621-1-master.tif","","","336","","","text","","","","","","page 249","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj621",""
"Picart (Bernard) Collection","ark:/21198/zz001hj63j","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj63j-1-master.tif","","","337","","","text","","","","","","page 250","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj63j",""
"Picart (Bernard) Collection","ark:/21198/zz001hj642","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj642-1-master.tif","","","338","","","still image","","","","","","TORANGA DIVINITÉ du JAPON. La PAGODE de TORANGA. PRÉDICATEUR Japonois.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj642",""
"Picart (Bernard) Collection","ark:/21198/zz001hj65k","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj65k-1-master.tif","","","339","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj65k",""
"Picart (Bernard) Collection","ark:/21198/zz001hj663","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj663-1-master.tif","","","340","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj663",""
"Picart (Bernard) Collection","ark:/21198/zz001hj67m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj67m-1-master.tif","","","341","","","still image","","","","","","La DIVINITÉ SUPREME qui a CREË le monde suivant les Japonois. XACA autre DIVINITÉ du JAPON. La PAGODE des SINGES.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj67m",""
"Picart (Bernard) Collection","ark:/21198/zz001hj684","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj684-1-master.tif","","","342","","","text","","","","","","page 251","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj684",""
"Picart (Bernard) Collection","ark:/21198/zz001hj69n","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj69n-1-master.tif","","","343","","","text","","","","","","page 252","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj69n",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6b5","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6b5-1-master.tif","","","344","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6b5",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6cp","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6cp-1-master.tif","","","345","","","still image","","","","","","A. KIRIN des Chinois. B. KIRIN des JAPONOIS. TATS DRAGONS des Chinois et des JAPONOIS. BANIERES Imperiales, et MARQUES d' honneur qui l'EMPEREUR accorde aux GRANS, voi. p.317. A. FOO ou PHOENIX des Chinois. B. FOO ou PHOENIX des Japonois.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6cp",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6d6","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6d6-1-master.tif","","","346","","","text","","","","","","page 253","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6d6",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6fq","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6fq-1-master.tif","","","347","","","text","","","","","","page 254","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6fq",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6g7","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6g7-1-master.tif","","","348","","","still image","","","","","","La PAGODE du TAUREAU. La PAGODE de DAYBOT. DAYBOT Divinité Japonoise.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6g7",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6hr","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6hr-1-master.tif","","","349","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6hr",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6j8","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6j8-1-master.tif","","","350","","","text","","","","","","page 255","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6j8",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6ks","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6ks-1-master.tif","","","351","","","text","","","","","","page 256","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6ks",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6m9","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6m9-1-master.tif","","","352","","","text","","","","","","page 257","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6m9",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6nt","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6nt-1-master.tif","","","353","","","text","","","","","","page 258","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6nt",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6pb","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6pb-1-master.tif","","","354","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6pb",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6qv","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6qv-1-master.tif","","","355","","","still image","","","","","","TEMPLE du JAPON on il y a mille IDOLES. (Lefthand gatefold)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6qv",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6rc","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6rc-1-master.tif","","","356","","","still image","","","","","","TEMPLE du JAPON on il y a mille IDOLES. (Righthand gatefold)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6rc",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6sw","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6sw-1-master.tif","","","357","","","still image","","","","","","TEMPLE du JAPON on il y a mille IDOLES. (Full gatefold)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6sw",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6td","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6td-1-master.tif","","","358","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6td",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6vx","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6vx-1-master.tif","","","359","","","still image","","","","","","QUANWON.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6vx",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6wf","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6wf-1-master.tif","","","360","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6wf",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6xz","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6xz-1-master.tif","","","361","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6xz",""
"Picart (Bernard) Collection","ark:/21198/zz001hj6zg","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj6zg-1-master.tif","","","362","","","still image","","","","","","GIWON. JEBIS Neptune des JAPONOIS. DAIKOKU le Plutus des JAPONOIS. TOSSITOKU Divinité qui preside à la FORTUNE.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj6zg",""
"Picart (Bernard) Collection","ark:/21198/zz001hj70g","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj70g-1-master.tif","","","363","","","text","","","","","","page 259","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj70g",""
"Picart (Bernard) Collection","ark:/21198/zz001hj710","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj710-1-master.tif","","","364","","","text","","","","","","page 260","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj710",""
"Picart (Bernard) Collection","ark:/21198/zz001hj72h","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj72h-1-master.tif","","","365","","","still image","","","","","","DARMA Saint du JAPON. BIOSJU ou. TABLETTES pour les MORTS.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj72h",""
"Picart (Bernard) Collection","ark:/21198/zz001hj731","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj731-1-master.tif","","","366","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj731",""
"Picart (Bernard) Collection","ark:/21198/zz001hj74j","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj74j-1-master.tif","","","367","","","text","","","","","","page 261","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj74j",""
"Picart (Bernard) Collection","ark:/21198/zz001hj752","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj752-1-master.tif","","","368","","","text","","","","","","page 262","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj752",""
"Picart (Bernard) Collection","ark:/21198/zz001hj76k","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj76k-1-master.tif","","","369","","","text","","","","","","page 263","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj76k",""
"Picart (Bernard) Collection","ark:/21198/zz001hj773","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj773-1-master.tif","","","370","","","text","","","","","","page 264","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj773",""
"Picart (Bernard) Collection","ark:/21198/zz001hj78m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj78m-1-master.tif","","","371","","","text","","","","","","page 265","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj78m",""
"Picart (Bernard) Collection","ark:/21198/zz001hj794","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj794-1-master.tif","","","372","","","text","","","","","","page 266","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj794",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7bn","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7bn-1-master.tif","","","373","","","text","","","","","","page 267","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7bn",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7c5","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7c5-1-master.tif","","","374","","","text","","","","","","page 268","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7c5",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7dp","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7dp-1-master.tif","","","375","","","text","","","","","","page 269","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7dp",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7f6","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7f6-1-master.tif","","","376","","","text","","","","","","page 270","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7f6",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7gq","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7gq-1-master.tif","","","377","","","text","","","","","","page 271","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7gq",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7h7","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7h7-1-master.tif","","","378","","","text","","","","","","page 272","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7h7",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7jr","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7jr-1-master.tif","","","379","","","text","","","","","","page 273","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7jr",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7k8","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7k8-1-master.tif","","","380","","","text","","","","","","page 274","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7k8",""
"Picart (Bernard) Collection","ark:/21198/zz001hj7ms","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj7ms-1-master.tif","","","381","","","text","","","","","","page 275","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj7ms",""
