Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local,IIIF Manifest URL
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf24,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf24%2Frg568n08,still image,pd_usfed,,,,,Qufu_DS1101-1069DA133_133_a,Qufu_DS1101-1069DA133_133_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf24/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf3n,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf3n%2F5r84895q,still image,pd_usfed,,,,,Qufu_DS1101-1069DA134_134_a,Qufu_DS1101-1069DA134_134_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf3n/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf45,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf45%2Fv777sw02,still image,pd_usfed,,,,,Qufu_DS1101-1069DA135_135_a,Qufu_DS1101-1069DA135_135_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf45/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf5p,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf5p%2F4q24nj2z,still image,pd_usfed,,,,,Qufu_DS1101-1069DA136_136_a,Qufu_DS1101-1069DA136_136_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf5p/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf66,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf66%2F4670ct94,still image,pd_usfed,,,,,Qufu_DS1101-1069DA137_137_a,Qufu_DS1101-1069DA137_137_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf66/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf7q,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf7q%2F7631tx4b,still image,pd_usfed,,,,,Qufu_DS1101-1069DA138_138_a,Qufu_DS1101-1069DA138_138_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf7q/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf87,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf87%2Fjp42ss77,still image,pd_usfed,,,,,Qufu_DS1101-1069DF127_127_a,Qufu_DS1101-1069DF127_127_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf87/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcf9r,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf9r%2F3g54028r,still image,pd_usfed,,,,,Qufu_DS1101-1069DF128_128_a,Qufu_DS1101-1069DF128_128_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcf9r/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfb8,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfb8%2Fdx69gg8j,still image,pd_usfed,,,,,Qufu_DS1101-1069DF129_129_a,Qufu_DS1101-1069DF129_129_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfb8/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfft,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfft%2Ffn443v5k,still image,pd_usfed,,,,,Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_a,Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfft/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfgb,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfgb%2Fvc07m10m,still image,pd_usfed,,,,,Shaanxi_Guanzhong_DS1102-2135DF087_87_a,Shaanxi_Guanzhong_DS1102-2135DF087_87_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfgb/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfhv,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfhv%2Fg7280c22,still image,pd_usfed,,,,,Shaanxi_Guanzhong_DS1102-2135DF112_112_a,Shaanxi_Guanzhong_DS1102-2135DF112_112_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfhv/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfjc,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfjc%2Ftq776w1c,still image,pd_usfed,,,,,Shaanxi_Guanzhong_DS1108-2135DA028_28_a,Shaanxi_Guanzhong_DS1108-2135DA028_28_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfjc/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfkw,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfkw%2Fkb12j04q,still image,pd_usfed,,,,,Shaanxi_Guanzhong_DS1108-2135DA029_29_a,Shaanxi_Guanzhong_DS1108-2135DA029_29_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfkw/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfmd,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfmd%2Fzd86mb6m,still image,pd_usfed,,,,,Shandong_DS1101-1069DF130_130_a,Shandong_DS1101-1069DF130_130_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfmd/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfnx,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfnx%2Fbp827234,still image,pd_usfed,,,,,Shandong_DS1101-1069DF131_131_a,Shandong_DS1101-1069DF131_131_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfnx/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfpf,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfpf%2Fkh63mw1g,still image,pd_usfed,,,,,Shandong_DS1101-1069DF132_132_a,Shandong_DS1101-1069DF132_132_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfpf/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfqz,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfqz%2Fw461v63k,still image,pd_usfed,,,,,Shandong_DS1103-2167DA107_107_a,Shandong_DS1103-2167DA107_107_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfqz/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfrg,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfrg%2Fg128r824,still image,pd_usfed,,,,,Shandong_DS1103-2167DA108_108_a,Shandong_DS1103-2167DA108_108_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfrg/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfs0,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfs0%2F5f35rv3z,still image,pd_usfed,,,,,Shandong_DS1103-2167DA109_109_a,Shandong_DS1103-2167DA109_109_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfs0/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfth,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfth%2Fjv65d405,still image,pd_usfed,,,,,Shandong_DS1103-2167DA110_110_a,Shandong_DS1103-2167DA110_110_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfth/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfv1,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfv1%2Fzx115r8b,still image,pd_usfed,,,,,Shandong_DS1103-2167DA111_111_a,Shandong_DS1103-2167DA111_111_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfv1/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfwj,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfwj%2Frs60v13k,still image,pd_usfed,,,,,Shandong_DS1103-2167DF101_101_a,Shandong_DS1103-2167DF101_101_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfwj/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfx2,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfx2%2Fr522nt8z,still image,pd_usfed,,,,,Shandong_DS1103-2167DF102_102_a,Shandong_DS1103-2167DF102_102_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfx2/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcfzk,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfzk%2Fb007408s,still image,pd_usfed,,,,,Shandong_DS1103-2167DF103_103_a,Shandong_DS1103-2167DF103_103_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcfzk/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg0k,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg0k%2F5z486x9p,still image,pd_usfed,,,,,Shandong_DS1103-2167DF104_104_a,Shandong_DS1103-2167DF104_104_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg0k/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg13,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg13%2Fvm68wk8q,still image,pd_usfed,,,,,Shandong_DS1103-2167DF105_105_a,Shandong_DS1103-2167DF105_105_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg13/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg2m,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg2m%2Fnf595k4k,still image,pd_usfed,,,,,Shandong_DS1105-1102DA136_136_a,Shandong_DS1105-1102DA136_136_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg2m/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg34,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg34%2Ffr66dd04,still image,pd_usfed,,,,,Shandong_DS1108-1054DA029_29_a,Shandong_DS1108-1054DA029_29_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg34/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg4n,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg4n%2Fdc80g89j,still image,pd_usfed,,,,,Shandong_DS1108-1054DA030_30_a,Shandong_DS1108-1054DA030_30_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg4n/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg55,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg55%2F12526g3r,still image,pd_usfed,,,,,Shandong_DS1108-1054DA031_31_a,Shandong_DS1108-1054DA031_31_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg55/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg6p,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg6p%2Frj96d38b,still image,pd_usfed,,,,,Shandong_DS1108-1054DA032_32_a,Shandong_DS1108-1054DA032_32_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg6p/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg76,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg76%2Fh235kf5g,still image,pd_usfed,,,,,Shandong_DS1108-1054DA033_33_a,Shandong_DS1108-1054DA033_33_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg76/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg8q,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg8q%2Fsh37kd5w,still image,pd_usfed,,,,,Shandong_DS1108-1054DF023_23_a,Shandong_DS1108-1054DF023_23_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg8q/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg97,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcg97%2Fb3565k3f,still image,pd_usfed,,,,,Shandong_DS1108-1054DF024_24_a,Shandong_DS1108-1054DF024_24_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcg97/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgbr,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgbr%2Fhc060f63,still image,pd_usfed,,,,,Shandong_DS1108-1054DF025_25_a,Shandong_DS1108-1054DF025_25_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgbr/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgc8,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgc8%2F7r38mm4s,still image,pd_usfed,,,,,Shandong_DS1108-1054DF026_26_a,Shandong_DS1108-1054DF026_26_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgc8/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgds,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgds%2Fq548wq7r,still image,pd_usfed,,,,,Shandong_DS1108-1054DF027_27_a,Shandong_DS1108-1054DF027_27_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgds/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgf9,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgf9%2Fv541qz0x,still image,pd_usfed,,,,,Shandong_DS1108-2151DF136_136_a,Shandong_DS1108-2151DF136_136_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgf9/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcggt,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcggt%2Fk0072x0n,still image,pd_usfed,,,,,Shandong_DS1108-2167DF096_96_a,Shandong_DS1108-2167DF096_96_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcggt/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcghb,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcghb%2F3k90qd5c,still image,pd_usfed,,,,,Shandong_DS1108-2167DF097_97_a,Shandong_DS1108-2167DF097_97_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcghb/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgjv,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgjv%2Fcf38269x,still image,pd_usfed,,,,,Shandong_DS1108-2167DF098_98_a,Shandong_DS1108-2167DF098_98_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgjv/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgkc,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgkc%2Fvw76hq94,still image,pd_usfed,,,,,Shandong_DS1110-1070DF019_19_a,Shandong_DS1110-1070DF019_19_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgkc/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgmw,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgmw%2F5z129d0h,still image,pd_usfed,,,,,Shandong_DS1110-2232DA111_111_a,Shandong_DS1110-2232DA111_111_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgmw/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgnd,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgnd%2F8528ds9n,still image,pd_usfed,,,,,Shandong_DS1112-1054DA100_100_a,Shandong_DS1112-1054DA100_100_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgnd/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgpx,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgpx%2Fgz85ns3k,still image,pd_usfed,,,,,Shandong_DS1112-1054DA101_101_a,Shandong_DS1112-1054DA101_101_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgpx/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgqf,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgqf%2Fqm49085f,still image,pd_usfed,,,,,Shandong_DS1112-1054DA102_102_a,Shandong_DS1112-1054DA102_102_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgqf/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgrz,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgrz%2Fmz22x643,still image,pd_usfed,,,,,Shandong_DS1112-1054DF094_94_a,Shandong_DS1112-1054DF094_94_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgrz/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgsg,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgsg%2F8p56tj6b,still image,pd_usfed,,,,,Shandong_DS1112-1054DF095_95_a,Shandong_DS1112-1054DF095_95_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgsg/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgt0,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgt0%2Fhr22gp2w,still image,pd_usfed,,,,,Shandong_DS1112-1054DF096_96_a,Shandong_DS1112-1054DF096_96_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgt0/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgvh,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgvh%2Fr405v670,still image,pd_usfed,,,,,Shandong_DS1112-1054DF097_97_a,Shandong_DS1112-1054DF097_97_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgvh/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgw1,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgw1%2Fjv44z68t,still image,pd_usfed,,,,,Shandong_DS1112-1070DF164_164_a,Shandong_DS1112-1070DF164_164_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgw1/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgxj,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgxj%2Fzd47tp5w,still image,pd_usfed,,,,,Shandong_DS1112-1070DF165_165_a,Shandong_DS1112-1070DF165_165_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgxj/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgz2,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcgz2%2Fc340xs3w,still image,pd_usfed,,,,,Shandong_DS1112-2167DA035_35_a,Shandong_DS1112-2167DA035_35_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gcgz2/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch02,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch02%2Fh4469g77,still image,pd_usfed,,,,,Shandong_DS1112-2167DA036_36_a,Shandong_DS1112-2167DA036_36_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gch02/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch1k,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch1k%2F2x86m47j,still image,pd_usfed,,,,,Shandong_DS1112-2232DA123_123_a,Shandong_DS1112-2232DA123_123_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gch1k/manifest
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch23,ark:/21198/zz002gcbkf,10,Completed with minimal metadata,Work,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gch23%2Fbv902h5h,still image,pd_usfed,,,,,Shandong_DS1112-2264DA020_20_a,Shandong_DS1112-2264DA020_20_a,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gch23/manifest
