"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.creator","Name.subject","Name.contributor","Rights.servicesContact","Language","Type.genre","Subject","Rights.notice","Name.repository","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.creation","Date.normalized","Description.caption","Description.note","Description.abstract","Date.publication","Bucketeer State","IIIF Access URL"
"Faderman (Lillian) Collection","ark:/21198/zz0017kmfn","ark:/21198/zz0017kmd4","2","Completed","Page","faderman/images/masters/21198-zz0017kmfn_507200_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kmfn"
"Faderman (Lillian) Collection","ark:/21198/zz0017kmj6","ark:/21198/zz0017kmhp","2","Completed","Page","faderman/images/masters/21198-zz0017kmj6_507203_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kmj6"
"Faderman (Lillian) Collection","ark:/21198/zz0017knwv","ark:/21198/zz0017kmqs","2","Completed","Page","faderman/images/masters/21198-zz0017knwv_507209_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017knwv"
"Faderman (Lillian) Collection","ark:/21198/zz0017kp0w","ark:/21198/zz0017knzw","2","Completed","Page","faderman/images/masters/21198-zz0017kp0w_507274_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kp0w"
"Faderman (Lillian) Collection","ark:/21198/zz0017kp2x","ark:/21198/zz0017kp1d","2","Completed","Page","faderman/images/masters/21198-zz0017kp2x_507277_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kp2x"
"Faderman (Lillian) Collection","ark:/21198/zz0017kp3f","ark:/21198/zz0017kp1d","2","Completed","Page","faderman/images/masters/21198-zz0017kp3f_507280_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kp3f"
"Faderman (Lillian) Collection","ark:/21198/zz0017kp4z","ark:/21198/zz0017kp1d","2","Completed","Page","faderman/images/masters/21198-zz0017kp4z_507283_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kp4z"
"Faderman (Lillian) Collection","ark:/21198/zz0017kp5g","ark:/21198/zz0017kp1d","2","Completed","Page","faderman/images/masters/21198-zz0017kp5g_507286_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kp5g"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpkp","ark:/21198/zz0017kp60","2","Completed","Page","faderman/images/masters/21198-zz0017kpkp_507295_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpkp"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpnq","ark:/21198/zz0017kpm6","2","Completed","Page","faderman/images/masters/21198-zz0017kpnq_507310_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpnq"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpqr","ark:/21198/zz0017kpp7","2","Completed","Page","faderman/images/masters/21198-zz0017kpqr_507334_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpqr"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpvt","ark:/21198/zz0017kpt9","2","Completed","Page","faderman/images/masters/21198-zz0017kpvt_507358_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpvt"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpxv","ark:/21198/zz0017kpwb","2","Completed","Page","faderman/images/masters/21198-zz0017kpxv_507371_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpxv"
"Faderman (Lillian) Collection","ark:/21198/zz0017kpzc","ark:/21198/zz0017kpwb","2","Completed","Page","faderman/images/masters/21198-zz0017kpzc_507382_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kpzc"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq0c","ark:/21198/zz0017kpwb","2","Completed","Page","faderman/images/masters/21198-zz0017kq0c_507386_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq0c"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq1w","ark:/21198/zz0017kpwb","2","Completed","Page","faderman/images/masters/21198-zz0017kq1w_507389_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq1w"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq3x","ark:/21198/zz0017kq2d","2","Completed","Page","faderman/images/masters/21198-zz0017kq3x_507394_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq3x"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq5z","ark:/21198/zz0017kq4f","2","Completed","Page","faderman/images/masters/21198-zz0017kq5z_507406_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq5z"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq6g","ark:/21198/zz0017kq4f","2","Completed","Page","faderman/images/masters/21198-zz0017kq6g_507409_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq6g"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq8h","ark:/21198/zz0017kq70","2","Completed","Page","faderman/images/masters/21198-zz0017kq8h_507418_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq8h"
"Faderman (Lillian) Collection","ark:/21198/zz0017kq91","ark:/21198/zz0017kq70","2","Completed","Page","faderman/images/masters/21198-zz0017kq91_507422_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kq91"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqgm","ark:/21198/zz0017kqc2","2","Completed","Page","faderman/images/masters/21198-zz0017kqgm_507441_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqgm"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqk5","ark:/21198/zz0017kqh4","2","Completed","Page","faderman/images/masters/21198-zz0017kqk5_507454_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqk5"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqpq","ark:/21198/zz0017kqmp","2","Completed","Page","faderman/images/masters/21198-zz0017kqpq_507457_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqpq"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqrr","ark:/21198/zz0017kqq7","2","Completed","Page","faderman/images/masters/21198-zz0017kqrr_507470_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqrr"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqts","ark:/21198/zz0017kqs8","2","Completed","Page","faderman/images/masters/21198-zz0017kqts_507478_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqts"
"Faderman (Lillian) Collection","ark:/21198/zz0017kqxb","ark:/21198/zz0017kqv9","2","Completed","Page","faderman/images/masters/21198-zz0017kqxb_507491_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kqxb"
