Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Name.subject,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.distributor,Name.producer,Author,Name.actor,Coverage.geographic,Name.director,Name.screenwriter,Subject,Name.costumeDesigner,Subject.descriptiveTopic,Name.singer,Rights.servicesContact,Name.photographer,Language,Name.repository,Name.lyricist,Name.composer,Name.architect,Name.filmEditor,Name.artist,Name.creator,Name.musicalDirector,Name.choreographer,Name.soundDesigner,Name.cinematographer,Name.musician,Description.note,Title,AltTitle.other,Alt ID.local,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Summary,Format.dimensions,Description.longitude,Description.latitude,Publisher.publisherName,Publisher.placeOfOrigin,AltTitle.descriptive,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Columbia Pictures Stills and Key books,ark:/21198/zz002jg97z,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1100.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Cohn, Harry, $d 1891-1958",,Peppino and Rhoda (Dance team),,"Schertzinger, Victor",,,,Music goes 'round (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Rhoda, of Peppino and Rhoda, a ballroom dancer and actor in The Music Goes'Round, 1935",,uclamss_2213_1100,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/21198/zz002jg9h3 (back of photograph)",[1935],1935,"Text from negative enclosure: Peppino & Rhoda|~|From back of a photo of this image: [Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 1 1935, Hollywood. [Stamp:] Jul 2 1935. [Stamp: Jul 17 1935.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg97z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg97z/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg98g,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1101.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Cohn, Harry, $d 1891-1958",,Peppino and Rhoda (Dance team),,"Schertzinger, Victor",,,,Music goes 'round (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Peppino, of Peppino and Rhoda, a ballroom dancer and actor in The Music Goes'Round, 1935",,uclamss_2213_1101,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/21198/zz002jg9c1 (back of print)",[1935],1935,"Text from negative enclosure: Peppino & Rhoda|~|From back of a photo of this image: [Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 1 1935, Hollywood. [Stamp:] Jul 2 1935. [Stamp: Jul 17 1935.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg98g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg98g/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg990,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1102.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Cohn, Harry, $d 1891-1958",,Peppino and Rhoda (Dance team),,"Schertzinger, Victor",,,,Music goes 'round (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Peppino and Rhoda, ballroom dancers and actors in The Music Goes'Round, 1935",,uclamss_2213_1102,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/21198/zz002jg9f2 (back of a photo of this image)",[1935],1935,"Text from negative enclosure: Peppino & Rhoda|~|On the back of a photo of this image:  [Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 2 1935, Hollywood. [Stamp:] JUL 12 1935.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg990,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg990/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9bh,ark:/21198/zz002jb7f9,5,Imported,Work,columbia/image/uclamss_2213_1103i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,Pippino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,z - uclamss_2213_1103i - Pippino and Rhoda - deteriorated print,,uclamss_2213_1103i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,Text from negative enclosure: Peppino & Rhoda,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9bh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9bh/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9c1,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1104i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,Peppino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Peppino, of Peppino and Rhoda, a ballroom dancer and actor in The Music Goes'Round, back of photo, 1935",,uclamss_2213_1104i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/21198/zz002jg98g (digitizal image of negative)",,,"From back of a photo of this image: [Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 1 1935, Hollywood. [Stamp:] Jul 2 1935. [Stamp: Jul 17 1935.|~|Text from negative enclosure: Peppino & Rhoda",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9c1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9c1/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9dj,ark:/21198/zz002jb7f9,5,Imported,Work,columbia/image/uclamss_2213_1105i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,Peppino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,z - uclamss_2213_1105i - Peppino and Rhoda (Dance team) - deteriorated print,,uclamss_2213_1105i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9dj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9dj/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9f2,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1106i.tif,,,,private,still image,,Black-and-white photographs|~|film stills,copyrighted,unknown,,,,Peppino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Peppino and Rhoda, ballroom dancers and actors in The Music Goes'Round, 1935",,uclamss_2213_1106i,Access to this collection is generously supported by Arcadia funds.,1 photographic print,b&w photograph,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/21198/zz002jg990 (image on front of photo)",[1935],1935,"Text from negative enclosure: Peppino & Rhoda|~|[Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 2 1935, Hollywood. [Stamp:] JUL 12 1935.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9f2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9f2/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9gk,ark:/21198/zz002jb7f9,5,Imported,Work,columbia/image/uclamss_2213_1107i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,Pippino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,z - uclamss_2213_1107i - Pippino and Rhoda - deteriorated print,,uclamss_2213_1107i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,Text from negative enclosure: Peppino & Rhoda,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9gk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9gk/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9h3,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1108i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,Peppino and Rhoda (Dance team),,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"Rhoda, on Peppino and Rhoda, ballroom dancer and actor in The Music Goes'Round, back of photo, 1935",,uclamss_2213_1108i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.|~|ark:/ 21198/zz002jg97z (image from scanned negative)",1935,1935,"Text from negative enclosure: Peppino & Rhoda|~|[Stamp:] Approved, Advertising Advisory Council, J. J. McCarthy, Jul 1 1935, Hollywood. [Stamp:] Jul 2 1935. [Stamp: Jul 17 1935.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9h3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9h3/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9jm,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1109.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1109,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9jm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9jm/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9k4,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1110.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1110,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9k4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9k4/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9mn,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1111.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1111,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9mn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9mn/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9n5,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1112.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1112,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9n5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9n5/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9pp,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1113.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1113,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9pp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9pp/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9q6,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1114.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Putnam, Nina Wilcox, $d 1888-1962",,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Nina Wilcox Putnam was an author who occasionally wrote for the movies. Though she did not write any Columbia Pictures films that were produced, according to the Los Angeles Times article, ""Woes of Rich Will Be Told"" [21 May 1932: A7], Ms. Putnam was hired by Columbia to write the screenplay for the adaptation of ""No More Orchids.""","Nina Wilcox Putnam, author, circa 1932",,uclamss_2213_1114,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1932],1932,Text from negative enclosure: Nina Wilcox Putnam (writer).,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9q6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9q6/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9rq,ark:/21198/zz002jb7f9,5,Imported,Work,columbia/image/uclamss_2213_1115i.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,,"z - uclamss_2213_1115i - Nina Wilcox Putnam, author, ephemera",,uclamss_2213_1115i,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9rq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9rq/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9s7,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1116.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Pohle, Lawrence",,,,"Pohle, Lawrence",,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Lawrence Pohl was writer for movies and theater. He is credited as a contract writer for the movie Breakfast for Two (1937), a story writer for The Big Shot (1937) and Lets Make a Million (1936) (AFI catalog). He co-wrote three plays which were produced from 1934 to 1941: ""Preface to Love"" with Thomas Ahearn, ""Alley Cat"" with Alan Dinehart, and ""Wise Girl"" with Betty Laidlaw. He also co-wrote two screenplays with Thomas Ahearn that were not produced: ""Let's be Candid,"" and ""Take the Heir,"" the latter purchased by R.-K.-O.","Lawrence Pohle (probably), writer, circa 1936-1937",,uclamss_2213_1116,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1936-1937],1936/1937,"Text from negative enclosure: Lawrence Poble [sic, probably ""Pohle""]",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9s7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9s7/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9tr,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1117.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Pohle, Lawrence",,,,"Pohle, Lawrence",,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Lawrence Pohl was writer for movies and theater. He is credited as a contract writer for the movie Breakfast for Two (1937), a story writer for The Big Shot (1937) and Lets Make a Million (1936) (AFI catalog). He co-wrote three plays which were produced from 1934 to 1941: ""Preface to Love"" with Thomas Ahearn, ""Alley Cat"" with Alan Dinehart, and ""Wise Girl"" with Betty Laidlaw. He also co-wrote two screenplays with Thomas Ahearn that were not produced: ""Let's be Candid,"" and ""Take the Heir,"" the latter purchased by R.-K.-O.","Lawrence Pohle (probably), writer, circa 1936-1937",,uclamss_2213_1117,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1936-1937],1936/1937,"Text from negative enclosure: Lawrence Poble [sic, probably ""Pohle",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9tr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9tr/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9v8,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1118.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Pohle, Lawrence",,,,"Pohle, Lawrence",,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Lawrence Pohl was writer for movies and theater. He is credited as a contract writer for the movie Breakfast for Two (1937), a story writer for The Big Shot (1937) and Lets Make a Million (1936) (AFI catalog). He co-wrote three plays which were produced from 1934 to 1941: ""Preface to Love"" with Thomas Ahearn, ""Alley Cat"" with Alan Dinehart, and ""Wise Girl"" with Betty Laidlaw. He also co-wrote two screenplays with Thomas Ahearn that were not produced: ""Let's be Candid,"" and ""Take the Heir,"" the latter purchased by R.-K.-O.","Lawrence Pohle (probably), writer, circa 1936-1937",,uclamss_2213_1118,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1936-1937],1936/1937,"Text from negative enclosure: Lawrence Poble [sic, probably ""Pohle""]",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9v8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9v8/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jg9ws,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_1119.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Pohle, Lawrence",,,,"Pohle, Lawrence",,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Lawrence Pohl was writer for movies and theater. He is credited as a contract writer for the movie Breakfast for Two (1937), a story writer for The Big Shot (1937) and Lets Make a Million (1936) (AFI catalog). He co-wrote three plays which were produced from 1934 to 1941: ""Preface to Love"" with Thomas Ahearn, ""Alley Cat"" with Alan Dinehart, and ""Wise Girl"" with Betty Laidlaw. He also co-wrote two screenplays with Thomas Ahearn that were not produced: ""Let's be Candid,"" and ""Take the Heir,"" the latter purchased by R.-K.-O.","Lawrence Pohle (probably), writer, circa 1936-1937",,uclamss_2213_1119,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1936-1937],1936/1937,"Text from negative enclosure: Lawrence Poble [sic, probably ""Pohle""]",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jg9ws,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jg9ws/manifest
