Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Name.subject,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.distributor,Name.producer,Author,Name.actor,Coverage.geographic,Name.director,Name.screenwriter,Subject,Name.costumeDesigner,Subject.descriptiveTopic,Name.singer,Rights.servicesContact,Name.photographer,Language,Name.repository,Name.lyricist,Name.composer,Name.architect,Name.filmEditor,Name.artist,Name.creator,Name.musicalDirector,Name.choreographer,Name.soundDesigner,Name.cinematographer,Name.musician,Description.note,Title,AltTitle.other,Alt ID.local,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Summary,Format.dimensions,Description.longitude,Description.latitude,Publisher.publisherName,Publisher.placeOfOrigin,AltTitle.descriptive,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Columbia Pictures Stills and Key books,ark:/21198/zz002jchck,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02587.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, sitting on a rowboat, circa 1934-1935",,uclamss_2213_02587,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchck/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchd3,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02588.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, holding the branch of a flowering tree, circa 1934-1935",,uclamss_2213_02588,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchd3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchd3/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchfm,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02589.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, lying on the ground next to flowering trees, circa 1934-1935",,uclamss_2213_02589,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchfm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchfm/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchg4,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_0259.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,,,"Goltzen, Egon, $d b. 1893",,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,Egon Goltzen directed the German version of the Columbia Pictures film Dirigible (1931).,"Egon Goltzen, director, circa 1931",,uclamss_2213_0259,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1931],1931,Text from negative enclosure: Egan [sic] Goltzen|~|Text from negative enclosure: Egan Goltzen. Portraits G.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchg4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchg4/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchhn,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02590.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, holding a bouquet of flowers, circa 1934-1935",,uclamss_2213_02590,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchhn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchhn/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchj5,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02591.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, lying on the ground next to flowering trees, circa 1934-1935",,uclamss_2213_02591,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchj5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchj5/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchkp,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02592.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, lying on the ground next to flowering trees, circa 1934-1935",,uclamss_2213_02592,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchkp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchkp/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchm6,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02593.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, standing in front of flowering trees, circa 1934-1935",,uclamss_2213_02593,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchm6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchm6/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchnq,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02594.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, holding a bouquet of flowers, circa 1934-1935",,uclamss_2213_02594,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchnq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchnq/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchp7,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02595.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, holding a hat and a bouquet of flowers, circa 1934-1935",,uclamss_2213_02595,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchp7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchp7/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchqr,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02596.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, standing in front of flowering trees, circa 1934-1935",,uclamss_2213_02596,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchqr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchqr/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchr8,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02597.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, standing in front of flowering trees, circa 1934-1935",,uclamss_2213_02597,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchr8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchr8/manifest
