Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Name.subject,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.distributor,Name.producer,Author,Name.actor,Coverage.geographic,Name.director,Name.screenwriter,Subject,Name.costumeDesigner,Subject.descriptiveTopic,Name.singer,Rights.servicesContact,Name.photographer,Language,Name.repository,Name.lyricist,Name.composer,Name.architect,Name.filmEditor,Name.artist,Name.creator,Name.musicalDirector,Name.choreographer,Name.soundDesigner,Name.cinematographer,Name.musician,Description.note,Title,AltTitle.other,Alt ID.local,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Summary,Format.dimensions,Description.longitude,Description.latitude,Publisher.publisherName,Publisher.placeOfOrigin,AltTitle.descriptive,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Columbia Pictures Stills and Key books,ark:/21198/zz002jch1d,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02578.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Bicycles & tricycles,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, sitting on a stationary bicycle and oiling one of its wheels, circa 1934-1935",,uclamss_2213_02578,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch1d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch1d/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch2x,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02579.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, rowing a boat, circa 1934-1935",,uclamss_2213_02579,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch2x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch2x/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch3f,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_0258.tif,,,,private,still image,"Gilbert, Tess, $d b. 1904 or 1905",Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,,,,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Tess Gilbert does not appear in the AFI catalog. However, she refers to herself as a screen actress in ""My Beauty Hint,"" The Reading Eagle, 22 Feb. 1933: 9; and she is identified, in the Brooklyn Daily Eagle 12 Apr. 1936: 43, as a ""script girl"" for the Capra film ""Ladies of Leisure"" (1930), produced by Columbia Pictures. She referred to herself as a script writer for the 1930 Census, which lists her place of birth as Russia.","Tess Gilbert, script assistant, circa 1933",,uclamss_2213_0258,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1933],1933,Text from negative enclosure: Tess Gilbert [crossed out:] script. Portraits G.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch3f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch3f/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch4z,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02580.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, rowing a boat, circa 1934-1935",,uclamss_2213_02580,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch4z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch4z/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch5g,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02581.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,"Seward, Billie, $d 1912-1982",,,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, rowing a boat, circa 1934-1935",,uclamss_2213_02581,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch5g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch5g/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch60,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02582.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, rowing a boat, circa 1934-1935",,uclamss_2213_02582,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch60,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch60/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch7h,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02583.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, sitting on a rowboat, circa 1934-1935",,uclamss_2213_02583,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch7h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch7h/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch81,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02584.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, sitting on a rowboat, circa 1934-1935",,uclamss_2213_02584,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch81,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch81/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jch9j,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02585.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, rowing a boat, circa 1934-1935",,uclamss_2213_02585,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jch9j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jch9j/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jchb2,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_02586.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|cellulose nitrate film,copyrighted,unknown,,,,"Seward, Billie, $d 1912-1982",,,,,,Rowboats,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"Billie Seward was a contract player with Columbia Pictures, and appeared in films produced by the company from 1934-1935.","Billie Seward, actress, standing on a rowboat saluting, circa 1934-1935",,uclamss_2213_02586,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1934-1935],1934/1935,Text from negative enclosure: Billie Seward. General Publicity. Unretouched. Nitrate.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jchb2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jchb2/manifest
