"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Visibility","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Subject","Name.donor","Name.photographer","Name.artist","Alt ID.local","AltTitle.uniform","Format.extent","Relation.isPartOf","Rights.copyrightStatus","Title","AltTitle.other","Description.note","Date.creation","Format.medium","Date.normalized","Description.abstract","Rights.notice","Format.dimensions","Description.physicalDescription","Opac url","Finding Aid URL","Rights.servicesContact","Name.copyrightHolder","Name.repository","Name.manufacturer","Name.designer","Name.contributor","Publisher.publisherName","Name.subject","Name.architect","Name.printer","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Castillo (Oscar R.) Photograph Collection","ark:/21198/zz0017s12f","ark:/21198/zz0002wfmd","1","In progress","Work","castillo/masters/21198-zz0017s12f_1907655_master.tif","","private","","","","","","Oscar Castillo","Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -","csrc_ocpc_murals_01_00890.tif","Oscar Castillo Photograph Collection","","","","omit photo by Oscar","","","","","","","","","","","","","Oscar Castillo","UCLA Chicano Studies Research Center Library & Archive","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017s12f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017s12f/manifest"
"Castillo (Oscar R.) Photograph Collection","ark:/21198/zz0017s908","ark:/21198/zz0002wfmd","1","In progress","Work","castillo/masters/21198-zz0017s908_724968_master.tif","","private","","","","","","","","","","","","","","omit photo by Oscar","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017s908","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017s908/manifest"
