Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.creator,Name.subject,Name.contributor,Rights.servicesContact,Language,Type.genre,Subject,Rights.notice,Name.repository,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.creation,Date.normalized,Description.caption,Description.note,Description.abstract,Date.publication,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Faderman (Lillian) Collection,ark:/21198/zz0017krp6,ark:/21198/zz000s2z7w,2,Completed,Work,faderman/images/masters/21198-zz0017krp6_507532_master.tif,,,,,still image,copyrighted,unknown,unpublished,Philadelphia (Pa.),Unknown,,,"Faderman, Lillian",,,,,"Correspondence and Information - Speaking Engagements|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Legal status, laws, etc.",,June L. Mazer Lesbian Archives,,,,,Surpassing the Love of Men Book Awards Reception - Gay Academic Union - Photograph,"July 12, 1982",1982-07-12,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017krp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017krp6/manifest
Faderman (Lillian) Collection,ark:/21198/zz0017qw55,ark:/21198/zz000s2z7w,2,Completed,Work,faderman/images/masters/21198-zz0017qw55_721839_master.tif,,,,,still image,copyrighted,Y|~|unpublished,,,,,,"Irwin, Phyllis A.",,,,,Correspondence - Other (Faderman),,June L. Mazer Lesbian Archives,,,,,Photograph of Phyllis Irwin,1987,1987,"Taos, '87",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017qw55,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017qw55/manifest
