"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","viewingHint","Text direction","Visibility","IIIF Range","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Name.repository","Title","Format.extent","Date.normalized","Date.creation","Description.note","AltTitle.uniform","OPAC URL","Description.abstract","AltTitle.other","Place of origin","Publisher.publisherName","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Protesta Humana, La, Collection","ark:/21198/zz0025mvrp","ark:/21198/zz0025mt6x","2","Completed","Page","lapro/image/21198-zz0025mvrp_1702596_master.tif","1","","","","pd","","","","","published","","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025mvrp",""
"Protesta Humana, La, Collection","ark:/21198/zz0025mvs6","ark:/21198/zz0025mt6x","2","Completed","Page","lapro/image/21198-zz0025mvs6_1702599_master.tif","2","","","","pd","","","","","published","","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025mvs6",""
"Protesta Humana, La, Collection","ark:/21198/zz0025mvtq","ark:/21198/zz0025mt6x","2","Completed","Page","lapro/image/21198-zz0025mvtq_1702602_master.tif","3","","","","pd","","","","","published","","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025mvtq",""
"Protesta Humana, La, Collection","ark:/21198/zz0025mvv7","ark:/21198/zz0025mt6x","2","Completed","Page","lapro/image/21198-zz0025mvv7_1702605_master.tif","4","","","","pd","","","","","published","","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025mvv7",""
