Project Name,Parent ARK,Item ARK,IIIF Access URL,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,viewingHint,Text direction,Visibility,IIIF Range,Rights.publicationStatus,Language,Subject.conceptTopic,Type.genre,Name.repository,Title,Format.extent,Date.normalized,Date.creation,Description.note,AltTitle.uniform,Opac url,Description.abstract,AltTitle.other,Place of origin,Publisher.publisherName,Relation.isPartOf,IIIF Manifest URL
"Protesta Humana, La, Collection",,ark:/21198/zz0025hqmb,,2,Completed,Collection,,,,,text,pd,,,,,published,ita|~|spa,Anarchism $z Argentina $v Periodicals|~|Working class $z Argentina $v Periodicals,newspapers,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",Protesta Humana (La) : periódico anarquista,volumes : illustrations,1897/1902,"1, no. 1 (13 jun. 1897) no. 20 (26 dic 1897); 2, no.21 (21 ene 1898) - no.50 (18 dic 1891); 3, no.51 (1 ene 1898) - no.85 (27 may 1900); 4, no.86 (10 jun 1900) no. 98 (10 nov 1900); no.100 (24 nov 1900); 5 no.102 (8 dic 1900) - no.119 (20 abr 1901); no.128 (22 jun 1901) - no.129 (29 jun 1901); no. 139 (7 sep 1901); no.141 (28 sep 1901); 6, no.174 (17 may 19020; no.184 (26 jul 1902); no.188 (23 ago 1902).",Some issues in Italian.|~|Subtitle varies.|~|Title varies: La protesta,"Protesta humana, (La) (Buenos Aires)",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6841251,Anarchist newspaper published in Buenos Aires during the late nineteenth century. [Periódico anarquista publicado en Buenos Aires durante el siglo XIX.],Periódico anarquista|~|Protesta,"Buenos Aires, Argentina",publisher not identified,"Collection of Newspapers Published by Latin American Labor Movements (Collection 1425).|~|Latin American Newspapers: Socialist, Anarchist, Communist.",https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0025hqmb
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hr11,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hr2j,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 1. 13 junio 1897",4 pages,1897-06-13,13 junio 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hr11/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025htvd,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025htwx,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 2. 27 junio 1897",4 pages,1897-06-27,27 junio 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025htvd/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hv1g,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hv20,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 3. 15 julio 1897",4 pages,1897-07-15,15 julio 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hv1g/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hv62,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hv7k,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 4. 1 agosto 1897",4 pages,1897-08-01,1 agosto 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hv62/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hvcn,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hvd5,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 5. 19 agosto 1897",4 pages,1897-08-19,19 agosto 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hvcn/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hvj7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hvkr,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 6. 2 septiembre 1897",4 pages,1897-09-02,2 septiembre 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hvj7/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hw8k,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hwgp,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 7. 15 septiembre 1897",4 pages,1897-09-15,15 septiembre 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hw8k/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hw93,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hwmr,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 8. 1 octubre 1897",4 pages,1897-10-01,1 octubre 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hw93/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hwbm,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hwrt,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 9. 10 octubre 1897",4 pages,1897-10-10,10 octubre 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hwbm/manifest
"Protesta Humana, La, Collection",ark:/21198/zz0025hqmb|~|ark:/21198/z1m05mg3,ark:/21198/zz0025hwc4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hwww,2,Completed,Work,,,,,text,pd,paged,,,,published,spa,,newspapers,,"Año 1, número 10. 17 octubre 1897",4 pages,1897-10-17,17 octubre 1897,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hwc4/manifest
