"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","viewingHint","Text direction","Visibility","IIIF Range","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Name.repository","Title","Format.extent","Date.normalized","Date.creation","Description.note","AltTitle.uniform","Opac url","Description.abstract","AltTitle.other","Place of origin","Publisher.publisherName","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Protesta Humana, La, Collection","ark:/21198/zz0025p0s1","ark:/21198/zz0025nzq2","2","Completed","Page","lapro/image/21198-zz0025p0s1_1704846_master.tif","1","","","","pd","","","","","published","","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p0s1",""
"Protesta Humana, La, Collection","ark:/21198/zz0025p0tj","ark:/21198/zz0025nzq2","2","Completed","Page","lapro/image/21198-zz0025p0tj_1704852_master.tif","2","","","","pd","","","","","published","","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p0tj",""
"Protesta Humana, La, Collection","ark:/21198/zz0025p0v2","ark:/21198/zz0025nzq2","2","Completed","Page","lapro/image/21198-zz0025p0v2_1704857_master.tif","3","","","","pd","","","","","published","","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p0v2",""
"Protesta Humana, La, Collection","ark:/21198/zz0025p0wk","ark:/21198/zz0025nzq2","2","Completed","Page","lapro/image/21198-zz0025p0wk_1704863_master.tif","4","","","","pd","","","","","published","","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p0wk",""
