"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Name.creator","Subject","Type.genre","Name.repository","Relation.isPartOf","Coverage.geographic","Title","Date.creation","Date.normalized","Description.abstract","Alt ID.local","Format.extent","Format.dimensions","AltTitle.descriptive","Opac url","AltTitle.other","Finding Aid URL","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnmgc","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnmgc_1297369_master.tif","1","","","","","","","text","","","","","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnmgc",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnmhw","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnmhw_1297373_master.tif","2","","","","","","","text","","","","","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnmhw",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnmjd","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnmjd_1297385_master.tif","3","","","","","","","text","","","","","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnmjd",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnmkx","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnmkx_1297390_master.tif","4","","","","","","","text","","","","","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnmkx",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnmzm","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnmzm_1297411_master.tif","5","","","","","","","text","","","","","","","","page 5","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnmzm",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnn0m","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnn0m_1297417_master.tif","6","","","","","","","text","","","","","","","","page 6","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnn0m",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnn14","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnn14_1297426_master.tif","7","","","","","","","text","","","","","","","","page 7","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnn14",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnn2n","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnn2n_1297432_master.tif","8","","","","","","","text","","","","","","","","page 8","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnn2n",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnnfb","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnnfb_1297447_master.tif","9","","","","","","","text","","","","","","","","page 9","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnnfb",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz001hnngv","ark:/21198/zz001hnmfv","2","Completed","Page","tulancingo/masters/21198-zz001hnngv_1297461_master.tif","10","","","","","","","text","","","","","","","","page 10","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hnngv",""
