"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Name.creator","Subject","Type.genre","Name.repository","Relation.isPartOf","Coverage.geographic","Title","Date.creation","Date.normalized","Description.abstract","Alt ID.local","Format.extent","Format.dimensions","AltTitle.descriptive","Opac url","AltTitle.other","Finding Aid URL","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgst","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgst_2002679_master.tif","1","","","","","private","","","","","","","","","","Page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgst",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgtb","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgtb_2002682_master.tif","2","","","","","private","","","","","","","","","","Page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgtb",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgvv","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgvv_2002685_master.tif","3","","","","","private","","","","","","","","","","Page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgvv",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgwc","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgwc_2002688_master.tif","4","","","","","private","","","","","","","","","","Page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgwc",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgxw","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgxw_2002691_master.tif","5","","","","","private","","","","","","","","","","Page 5","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgxw",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bcgzd","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bcgzd_2007298_master.tif","6","","","","","private","","","","","","","","","","Page 6","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcgzd",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch0d","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch0d_2007301_master.tif","7","","","","","private","","","","","","","","","","Page 7","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch0d",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch1x","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch1x_2007304_master.tif","8","","","","","private","","","","","","","","","","Page 8","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch1x",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch2f","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch2f_2007307_master.tif","9","","","","","private","","","","","","","","","","Page 9","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch2f",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch3z","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch3z_2007310_master.tif","10","","","","","private","","","","","","","","","","Page 10","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch3z",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch4g","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch4g_2007313_master.tif","11","","","","","private","","","","","","","","","","Page 11","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch4g",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch50","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch50_2007316_master.tif","12","","","","","private","","","","","","","","","","Page 12","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch50",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch6h","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch6h_2007319_master.tif","13","","","","","private","","","","","","","","","","Page 13","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch6h",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch71","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch71_2007322_master.tif","14","","","","","private","","","","","","","","","","Page 14","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch71",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch8j","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch8j_2007325_master.tif","15","","","","","private","","","","","","","","","","Page 15","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch8j",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bch92","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bch92_2007328_master.tif","16","","","","","private","","","","","","","","","","Page 16","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bch92",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchbk","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchbk_2007331_master.tif","17","","","","","private","","","","","","","","","","Page 17","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchbk",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchc3","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchc3_2007334_master.tif","18","","","","","private","","","","","","","","","","Page 18","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchc3",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchdm","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchdm_2007337_master.tif","19","","","","","private","","","","","","","","","","Page 19","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchdm",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchf4","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchf4_2007340_master.tif","20","","","","","private","","","","","","","","","","Page 20","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchf4",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchgn","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchgn_2007343_master.tif","21","","","","","private","","","","","","","","","","Page 21","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchgn",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchh5","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchh5_2007346_master.tif","22","","","","","private","","","","","","","","","","Page 22","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchh5",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchjp","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchjp_2007349_master.tif","23","","","","","private","","","","","","","","","","Page 23","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchjp",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchk6","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchk6_2007352_master.tif","24","","","","","private","","","","","","","","","","Page 24","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchk6",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchmq","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchmq_2007355_master.tif","25","","","","","private","","","","","","","","","","Page 25","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchmq",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchn7","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchn7_2007358_master.tif","26","","","","","private","","","","","","","","","","Page 26","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchn7",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchpr","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchpr_2007361_master.tif","27","","","","","private","","","","","","","","","","Page 27","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchpr",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchq8","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchq8_2007364_master.tif","28","","","","","private","","","","","","","","","","Page 28","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchq8",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchrs","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchrs_2007367_master.tif","29","","","","","private","","","","","","","","","","Page 29","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchrs",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchs9","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchs9_2007370_master.tif","30","","","","","private","","","","","","","","","","Page 30","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchs9",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchtt","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchtt_2007373_master.tif","31","","","","","private","","","","","","","","","","Page 31","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchtt",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchvb","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchvb_2007376_master.tif","32","","","","","private","","","","","","","","","","Page 32","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchvb",""
"Tulancingo (Hidalgo, Mexico) Manuscript Collection. Collection 2073","ark:/21198/zz002bchwv","ark:/21198/zz002bcgr9","1","In progress","Page","tulancingo/masters/21198-zz002bchwv_2007379_master.tif","33","","","","","private","","","","","","","","","","Page 33","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bchwv",""
