"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm3xb","ark:/21198/zz001bm3rr","2","Completed","Page","cruikshank/images/masters/21198-zz001bm3xb_745013_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3xb"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm3zv","ark:/21198/zz001bm3rr","2","Completed","Page","cruikshank/images/masters/21198-zz001bm3zv_745016_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3zv"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4b1","ark:/21198/zz001bm41c","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4b1_745085_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4b1"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4d2","ark:/21198/zz001bm4cj","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4d2_745091_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4d2"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4g3","ark:/21198/zz001bm4fk","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4g3_745108_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4g3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4j4","ark:/21198/zz001bm4hm","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4j4_745114_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4j4"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4m5","ark:/21198/zz001bm4kn","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4m5_745121_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4m5"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4p6","ark:/21198/zz001bm4np","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4p6_745126_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4p6"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4r7","ark:/21198/zz001bm4qq","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4r7_745129_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4r7"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4t8","ark:/21198/zz001bm4sr","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4t8_745132_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4t8"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4w9","ark:/21198/zz001bm4vs","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4w9_745135_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4w9"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm4zb","ark:/21198/zz001bm4xt","2","Completed","Page","cruikshank/images/masters/21198-zz001bm4zb_745144_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm4zb"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm51v","ark:/21198/zz001bm50b","2","Completed","Page","cruikshank/images/masters/21198-zz001bm51v_745154_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm51v"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm53w","ark:/21198/zz001bm52c","2","Completed","Page","cruikshank/images/masters/21198-zz001bm53w_745166_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm53w"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm6j3","ark:/21198/zz001bm6hk","2","Completed","Page","cruikshank/images/masters/21198-zz001bm6j3_745175_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6j3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm6nn","ark:/21198/zz001bm6m4","2","Completed","Page","cruikshank/images/masters/21198-zz001bm6nn_745184_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6nn"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm6qp","ark:/21198/zz001bm6p5","2","Completed","Page","cruikshank/images/masters/21198-zz001bm6qp_745197_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6qp"
