File Name,Object Type,Parent ARK,Item ARK,Title,Item Sequence,Name.repository,Identifier,Description.abstract,Date.creation,Date.normalized,Format.extent,Type.genre,Rights.copyrightStatus,Rights.servicesContact,IIIF Manifest URL
,Collection,,ark:/21198/n11s67,OpenUCLA Collections,,,,"OpenUCLA, a UCLA Centennial Initiative, seeks to create a better future by removing barriers to research and scholarship. We are committed to making UCLA’s research and collections globally accessible, providing affordable resources to the UCLA community, and supporting teaching, learning, and research. The collections hightlighted here represent some of our most recent open digital library materials and are either in the public domain or are released under a Creative Commons license. For more information on OpenUCLA, visit https://www.library.ucla.edu/openucla.",,,,,,"For more information on OpenUCLA, visit https://www.library.ucla.edu/openucla. To inquire about items in these collections, please refer to the contact information listed with the item/collection.",http://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fn11s67
