"File Name","Object Type","Parent ARK","Item ARK","Title","Item Sequence","Name.repository","Identifier","Box Number","Folder Number","OAC Finding Aid URL","Description.note","Date.creation","Date.normalized","Format.extent","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Rights.publicationStatus","Format.dimensions","viewingHint","IIIF Manifest URL"
"","Collection","","ark:/21198/n11s67","OpenUCLA","","","","","","","OpenUCLA description here","","","","","","","","","","http://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fn11s67"
