"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz000s9m55","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9m55-1-master.tif","350","","","text","","","","","","page 262","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9m55",""
"Picart (Bernard) Collection","ark:/21198/zz000s9m6p","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9m6p-1-master.tif","351","","","text","","","","","","page 263","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9m6p",""
"Picart (Bernard) Collection","ark:/21198/zz000s9m76","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9m76-1-master.tif","352","","","text","","","","","","page 264","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9m76",""
"Picart (Bernard) Collection","ark:/21198/zz000s9m8q","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9m8q-1-master.tif","353","","","text","","","","","","page 265","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9m8q",""
"Picart (Bernard) Collection","ark:/21198/zz000s9m97","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9m97-1-master.tif","354","","","text","","","","","","page 266","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9m97",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mpx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mpx-1-master.tif","355","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mpx",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mrz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mrz-1-master.tif","356","","","still image","","","","","","A Chinese Nobelmans Funeral PROCESSION. (verso)","v","","Convoi FUNEBRE d'un GRAND de la CHINE","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mrz",""
"Picart (Bernard) Collection","ark:/21198/zz000s9msg","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9msg-1-master.tif","357","","","still image","","","","","","A Chinese Nobelmans Funeral PROCESSION. (verso & recto)","r","","Convoi FUNEBRE d'un GRAND de la CHINE","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9msg",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mt0","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mt0-1-master.tif","358","","","still image","","","","","","A Chinese Nobelmans Funeral PROCESSION. (recto)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mt0",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mvh","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mvh-1-master.tif","359","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mvh",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mw1","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mw1-1-master.tif","360","","","text","","","","","","page 267","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mw1",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mxj","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mxj-1-master.tif","361","","","text","","","","","","page 268","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mxj",""
"Picart (Bernard) Collection","ark:/21198/zz000s9mz2","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9mz2-1-master.tif","362","","","text","","","","","","page 269","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mz2",""
"Picart (Bernard) Collection","ark:/21198/zz000s9n02","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9n02-1-master.tif","363","","","text","","","","","","page 270","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n02",""
"Picart (Bernard) Collection","ark:/21198/zz000s9n1k","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9n1k-1-master.tif","364","","","text","","","","","","page 271","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n1k",""
"Picart (Bernard) Collection","ark:/21198/zz000s9n23","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9n23-1-master.tif","365","","","text","","","","","","page 272","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n23",""
"Picart (Bernard) Collection","ark:/21198/zz000s9p6n","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9p6n-1-master.tif","366","","","text","","","","","","page 273","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p6n",""
"Picart (Bernard) Collection","ark:/21198/zz000s9p75","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9p75-1-master.tif","367","","","text","","","","","","page 274","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p75",""
"Picart (Bernard) Collection","ark:/21198/zz000s9p8p","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9p8p-1-master.tif","368","","","text","","","","","","page 275","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p8p",""
"Picart (Bernard) Collection","ark:/21198/zz000s9p96","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9p96-1-master.tif","369","","","text","","","","","","page 276","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p96",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pbq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pbq_783370_master.tif","370","","","text","","","","","","page 277","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pbq",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pc7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pc7_1265254_master.tif","371","","","text","","","","","","page 278","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pc7",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pdr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pdr_1265257_master.tif","372","","","text","","","","","","page 279","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pdr",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pf8","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pf8_1265260_master.tif","373","","","text","","","","","","page 280","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pf8",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pgs","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pgs_1265263_master.tif","374","","","text","","","","","","page 281","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pgs",""
"Picart (Bernard) Collection","ark:/21198/zz000s9ph9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9ph9_1265266_master.tif","375","","","text","","","","","","page 282","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ph9",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pjt","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pjt_1267706_master.tif","376","","","","","text","","","","page 283","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pjt",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pkb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pkb_1267709_master.tif","377","","","text","","","","","","page 284","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pkb",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pmv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pmv_1267712_master.tif","378","","","text","","","","","","page 285","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pmv",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pnc","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pnc_1267715_master.tif","379","","","text","","","","","","page 286","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pnc",""
"Picart (Bernard) Collection","ark:/21198/zz000s9ppw","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9ppw_1267718_master.tif","380","","","text","","","","","","page 287","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ppw",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pqd","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pqd_1267721_master.tif","381","","","text","","","","","","page 288","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pqd",""
"Picart (Bernard) Collection","ark:/21198/zz000s9prx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9prx_1267724_master.tif","382","","","text","","","","","","page 289","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9prx",""
"Picart (Bernard) Collection","ark:/21198/zz000s9psf","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9psf_1267727_master.tif","383","","","text","","","","","","page 290","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9psf",""
"Picart (Bernard) Collection","ark:/21198/zz000s9ptz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9ptz_1267970_master.tif","384","","","text","","","","","","page 291","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ptz",""
"Picart (Bernard) Collection","ark:/21198/zz000s9pvg","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz000s9pvg_1267976_master.tif","385","","","text","","","","","","page 292","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9pvg",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtgm","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtgm_1267997_master.tif","386","","","text","","","","","","page 293","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtgm",""
"Picart (Bernard) Collection","ark:/21198/zz001dxth4","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxth4_1268000_master.tif","387","","","text","","","","","","page 294","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxth4",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtjn","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtjn_1268028_master.tif","388","","","text","","","","","","page 295","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtjn",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtk5","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtk5_1268034_master.tif","389","","","text","","","","","","page 296","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtk5",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtmp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtmp_1268051_master.tif","390","","","text","","","","","","page 297","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtmp",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtn6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtn6_1268064_master.tif","391","","","text","","","","","","page 298","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtn6",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtpq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtpq_1268073_master.tif","392","","","text","","","","","","page 298a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtpq",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtq7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtq7_1268084_master.tif","393","","","still image","","","","","","TIEDBAIK, a Japanese DEITY.","v","","(TIEDBEBAIK DIVINITE du JAPON.)AMIDA, another DEITY of JAPAN. (AMIDA DIVINITE du JAPON.)Another representation of AMIDA with their divers ways of drowning themselves to his honour.(Autre representation d'AMIDA, et diverses maniers du se NOYER a son honneur.)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtq7",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtrr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtrr_1268099_master.tif","394","","","text","","","","","","page 299","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtrr",""
"Picart (Bernard) Collection","ark:/21198/zz001dxts8","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxts8_1268398_master.tif","395","","","text","","","","","","page 300","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxts8",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtts","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtts_1268401_master.tif","396","","","text","","","","","","page 300a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtts",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtv9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtv9_1268417_master.tif","397","","","still image","","","","","","A PAGOD of CANON.","v","","(PAGODE du CANON.) CANON a GOD of JAPAN. (CANON DIVINITÉ du JAPON)Another IDOL of CANON. (Autre representation du CANON.) XANTAI a Japanese DEITY. (XANTAI DIVINITÉ du JAPON.)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtv9",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtwt","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtwt_1268404_master.tif","398","","","text","","","","","","page 301","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtwt",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtxb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtxb_1268420_master.tif","399","","","text","","","","","","page 302","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtxb",""
"Picart (Bernard) Collection","ark:/21198/zz001dxtzv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxtzv_1268423_master.tif","400","","","still image","","","","","","TORANGA a Deity of JAPAN","r","","(TORANGA DIVINITÉ du JAPON) The PAGOD of TORANGA.  (La PAGODE du TORANGA)  The PAGOD of the MONKIES (La PAGODE des SINGES)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxtzv",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv0v","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv0v_1268426_master.tif","401","","","text","","","","","","page 302b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv0v",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv1c","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv1c_1268429_master.tif","402","","","text","","","","","","page 302c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv1c",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv2w","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv2w_1268432_master.tif","403","","","still image","","","","","","The SUPREME DEITY who according to the JAPANESE created the WORLD.","v","","(La DIVINITÉ SUPREME qui a CREË le monde suivant les Japonois). XACA another Deity of JAPAN (XACA autre DIVINITÉ du JAPON) A Japanese PREACHER (PREDICATEUR Japonois)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv2w",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv3d","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv3d_1268435_master.tif","404","","","text","","","","","","page 303","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv3d",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv4x","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv4x_1268500_master.tif","405","","","text","","","","","","page 304","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv4x",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv5f","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv5f_1268503_master.tif","406","","","text","","","","","","page 305","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv5f",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv6z","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv6z_1268506_master.tif","407","","","text","","","","","","page 306","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv6z",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv7g","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv7g_1268605_master.tif","408","","","still image","","","","","","TATS DRAGONS of China and Japan.","r","","(TATS DRAGONS des Chinois et des Japonois)A. KIRIN of CHINA B. KIRIN of JAPAN (A. KIRIN des Chinois B. KIRIN des Japonais) A. FOO or the Phoenix of China B. FOO or the Phoenix of Japan (A. FOO ou PHOENIX des CHINOIS B. FOO ou PHOENIX des Japonois )Imperial STANDARDS or Marks of HONOUR conferr'd by the EMPEROR on persons of DISTINCTION. (BANIERES Imperiales et MARQUES d'Honneur qu l""EMPEREUR accorde au GRANS.)(after the Originals of Japan)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv7g",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv80","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv80_1268608_master.tif","409","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv80",""
"Picart (Bernard) Collection","ark:/21198/zz001dxv9h","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxv9h_1269226_master.tif","410","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxv9h",""
"Picart (Bernard) Collection","ark:/21198/zz001dxvb1","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxvb1_1269229_master.tif","411","","","still image","","","","","","The PAGOD of the BULL.","v","","...La PAGODE du TAUREAU. / The PAGOD of DAYBOT. : La PAGODE de Daybot. / DAYBOT an IDOL of JAPAN. : DAYBOT Divinité Japonoise.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxvb1",""
"Picart (Bernard) Collection","ark:/21198/zz001dxvcj","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxvcj_1269285_master.tif","412","","","text","","","","","","page 307","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxvcj",""
"Picart (Bernard) Collection","ark:/21198/zz001dxvd2","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxvd2_1269288_master.tif","413","","","text","","","","","","page 308","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxvd2",""
"Picart (Bernard) Collection","ark:/21198/zz001dxvfk","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxvfk_1269291_master.tif","414","","","text","","","","","","page 309","r","","the page number on the page is 409, but that is a printing error","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxvfk",""
"Picart (Bernard) Collection","ark:/21198/zz001dxvg3","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dxvg3_1269294_master.tif","415","","","text","","","","","","page 310","v","","the page number on the page is 410, but that is a printing error","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxvg3",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9ds","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9ds_1269297_master.tif","416","","","still image","","","","","","A TEMPLE at JAPAN which contains a thousand IDOLS. (folded)","r","","TEMPLE du JAPON ou il y a mille IDOLES (folded)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9ds",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9f9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9f9_1269300_master.tif","417","","","still image","","","","","","A TEMPLE at JAPAN which contains a thousand IDOLS. TEMPLE du JAPON ou il y a mille IDOLES (unfolded)","r","","TEMPLE du JAPON ou il y a mille IDOLES (unfolded)","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9f9",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9gt","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9gt_1269303_master.tif","418","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9gt",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9hb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9hb_1269306_master.tif","419","","","text","","","","","","page 411","r","","the page number on the page is 411, but that is a printing error -- it should be 311?","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9hb",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9jv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9jv_1269646_master.tif","420","","","text","","","","","","page 412","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9jv",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9kc","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9kc_1269649_master.tif","421","","","still image","","","","","","QUANWON (after the designings of the Japanese)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9kc",""
"Picart (Bernard) Collection","ark:/21198/zz001dz9mw","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz001dz9mw_1269652_master.tif","422","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dz9mw",""
