"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jthp","ark:/21198/zz001h90qt","1","In progress","Page","mcafee/masters/21198-zz0025jthp_1699541_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jthp",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jtj6","ark:/21198/zz001h90qt","1","In progress","Page","mcafee/masters/21198-zz0025jtj6_1699547_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtj6",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h90qt/hc49pb53","ark:/21198/zz001h90qt","","","Page","mcafee/masters/21198-zz001h90qt_1273948_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90qt%2Fhc49pb53",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h90qt/r118cs9q","ark:/21198/zz001h90qt","","","Page","mcafee/masters/21198-zz001h90qt_1273955_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90qt%2Fr118cs9q",""
