"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jtfn","ark:/21198/zz001h8zmb","1","In progress","Page","mcafee/masters/21198-zz0025jtfn_1699529_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtfn",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jtg5","ark:/21198/zz001h8zmb","1","In progress","Page","mcafee/masters/21198-zz0025jtg5_1699533_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtg5",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zmb/1s59wz9r","ark:/21198/zz001h8zmb","","","Page","mcafee/masters/21198-zz001h8zmb_1273924_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zmb%2F1s59wz9r",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zmb/fs55cz4q","ark:/21198/zz001h8zmb","","","Page","mcafee/masters/21198-zz001h8zmb_1273918_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zmb%2Ffs55cz4q",""
