"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqms","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqms_1699105_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqms",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqn9","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqn9_1699108_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqn9",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqpt","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqpt_1699111_master.tif","3","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqpt",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqqb","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqqb_1699114_master.tif","4","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqqb",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqrv","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqrv_1699117_master.tif","5","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqrv",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqsc","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqsc_1699120_master.tif","6","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqsc",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqtw","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqtw_1699123_master.tif","7","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqtw",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jqvd","ark:/21198/zz001gpxf7","1","In progress","Page","mcafee/masters/21198-zz0025jqvd_1699126_master.tif","8","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 8","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jqvd",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gpxf7/3s443q10","ark:/21198/zz001gpxf7","","","Page","mcafee/masters/21198-zz001gpxf7_1271756_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpxf7%2F3s443q10",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gpxf7/6b45f185","ark:/21198/zz001gpxf7","","","Page","mcafee/masters/21198-zz001gpxf7_1271777_master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gpxf7%2F6b45f185",""
