"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6xh","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq6xh_2011899_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6xh",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq6z1","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq6z1_2011902_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq6z1",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq701","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq701_2011905_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq701",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bq71j","ark:/21198/zz002bpszs","1","In progress","Page","mcafee/masters/21198-zz002bq71j_2011908_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bq71j",""
