"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jtnr","ark:/21198/zz001h90sv","1","In progress","Page","mcafee/masters/21198-zz0025jtnr_1699565_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtnr",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jtp8","ark:/21198/zz001h90sv","1","In progress","Page","mcafee/masters/21198-zz0025jtp8_1699568_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jtp8",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h90sv/c956vb8x","ark:/21198/zz001h90sv","","","Page","mcafee/masters/21198-zz001h90sv_1274119_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90sv%2Fc956vb8x",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h90sv/wq77125s","ark:/21198/zz001h90sv","","","Page","mcafee/masters/21198-zz001h90sv_1274122_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h90sv%2Fwq77125s",""
