"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jt3g","ark:/21198/zz001h8zhs","1","In progress","Page","mcafee/masters/21198-zz0025jt3g_1699476_master.tif","1","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jt3g",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jt40","ark:/21198/zz001h8zhs","1","In progress","Page","mcafee/masters/21198-zz0025jt40_1699479_master.tif","2","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jt40",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jt5h","ark:/21198/zz001h8zhs","1","In progress","Page","mcafee/masters/21198-zz0025jt5h_1699482_master.tif","3","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jt5h",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jt61","ark:/21198/zz001h8zhs","1","In progress","Page","mcafee/masters/21198-zz0025jt61_1699485_master.tif","4","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jt61",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zhs/g2248648","ark:/21198/zz001h8zhs","","","Page","mcafee/masters/21198-zz001h8zhs_1273885_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zhs%2Fg2248648",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zhs/gx83vm3n","ark:/21198/zz001h8zhs","","","Page","mcafee/masters/21198-zz001h8zhs_1273888_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zhs%2Fgx83vm3n",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zhs/hh19jz79","ark:/21198/zz001h8zhs","","","Page","mcafee/masters/21198-zz001h8zhs_1273882_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zhs%2Fhh19jz79",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001h8zhs/wt454n88","ark:/21198/zz001h8zhs","","","Page","mcafee/masters/21198-zz001h8zhs_1273891_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8zhs%2Fwt454n88",""
