"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jrcn","ark:/21198/zz001gqgt3","1","In progress","Page","mcafee/masters/21198-zz0025jrcn_1699168_master.tif","1","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jrcn",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jrd5","ark:/21198/zz001gqgt3","1","In progress","Page","mcafee/masters/21198-zz0025jrd5_1699171_master.tif","2","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jrd5",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jrfp","ark:/21198/zz001gqgt3","1","In progress","Page","mcafee/masters/21198-zz0025jrfp_1699174_master.tif","3","","","","","","","","text","pd","","","","","","v","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jrfp",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz0025jrg6","ark:/21198/zz001gqgt3","1","In progress","Page","mcafee/masters/21198-zz0025jrg6_1699177_master.tif","4","","","","","","","","text","pd","","","","","","r","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025jrg6",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gqgt3/16459k60","ark:/21198/zz001gqgt3","","","Page","mcafee/masters/21198-zz001gqgt3_1272684_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgt3%2F16459k60",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gqgt3/2042041m","ark:/21198/zz001gqgt3","","","Page","mcafee/masters/21198-zz001gqgt3_1272691_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgt3%2F2042041m",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gqgt3/4t767m5x","ark:/21198/zz001gqgt3","","","Page","mcafee/masters/21198-zz001gqgt3_1272678_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgt3%2F4t767m5x",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz001gqgt3/7v11423k","ark:/21198/zz001gqgt3","","","Page","mcafee/masters/21198-zz001gqgt3_1272687_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqgt3%2F7v11423k",""
