"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.servicesContact","Language","Type.genre","Subject","Relation.isPartOf","Relation.rectoVerso","Name.creator","Name.repository","Date.creation","Alt ID.local","Format.extent","Format.dimensions","Description.abstract","Title","Date.normalized","Description.note","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt4v","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt4v_2011480_master.tif","1","","","","","","","","","pd","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt4v",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt5c","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt5c_2011483_master.tif","2","","","","","","","","","pd","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt5c",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt6w","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt6w_2011486_master.tif","3","","","","","","","","","pd","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt6w",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt7d","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt7d_2011489_master.tif","4","","","","","","","","","pd","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt7d",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt8x","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt8x_2011492_master.tif","5","","","","","","","","","pd","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt8x",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bpt9f","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bpt9f_2011495_master.tif","6","","","","","","","","","pd","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpt9f",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptbz","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptbz_2011498_master.tif","7","","","","","","","","","pd","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptbz",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptcg","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptcg_2011501_master.tif","8","","","","","","","","","pd","","","","","","","","","","","","","","Page 8","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptcg",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptd0","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptd0_2011504_master.tif","9","","","","","","","","","pd","","","","","","","","","","","","","","Page 9","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptd0",""
"McAfee (Byron) Papers.  Collection 339","ark:/21198/zz002bptfh","ark:/21198/zz002bpsjk","1","In progress","Page","mcafee/masters/21198-zz002bptfh_2011507_master.tif","10","","","","","","","","","pd","","","","","","","","","","","","","","Page 10","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bptfh",""
