"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00177v3c","ark:/21198/zz000s2z4b","2","Completed","Work","","13","","","","individuals","","","","text","copyrighted","unpublished","Y","","Los Angeles (Calif.)","Women Against Violence Against Women ","Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States","","eng","","","","","","","","Exhibit 11 - Pornography and Violence in the Media","June, 1977","","","1977-06","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177v3c/manifest"
