Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177tws,ark:/21198/zz000s2z4b,2,Completed,Work,,12,,,,individuals,,,,text,copyrighted,unpublished,Y,National Organization of Women,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Exhibit 10 - Violence in the Media,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177v3c,ark:/21198/zz000s2z4b,2,Completed,Work,,13,,,,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Exhibit 11 - Pornography and Violence in the Media,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177v5d,ark:/21198/zz000s2z4b,2,Completed,Work,,14,,,,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Exhibit 12 - Marketing in Music Industry,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177vch,ark:/21198/zz000s2z4b,2,Completed,Work,,15,,,,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Popular music--United States--Statistics|~|Music--Marketing,,eng,,,,,,,,Exhibit 13 - Statistics on Record Buying in US,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177vqp,ark:/21198/zz000s2z4b,2,Completed,Work,,16,,,,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Exhibit 14 - Requests to WAVAW for Information and Resources,"June, 1977",,Rights.generalNote: Item contains letters. Need to obtain permission to publish from original author.,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wn4,ark:/21198/zz000s2z4b,2,Completed,Work,,17,,,,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW),,eng,,,,,,,,Exhibit 15 - Partial List of WAVAW Supporters,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wrp,ark:/21198/zz000s2z4b,2,Completed,Work,,18,,,,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,,,Exhibit 16 - Example of Offensive Music Advertising,"June, 1977",,,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wv7,ark:/21198/zz000s2z4b,2,Completed,Work,,19,,,,individuals,,private,,text,copyrighted,unpublished,N,National Organization of Women,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Racism|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,,,Exhibit 17 - Letter to MCA and MCA Response Regarding Album Art,"June, 1977",,Rights.generalNote: Item contains letters. Need to obtain permission to publish from original author.,1977-06,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x19,ark:/21198/zz000s2z4b,2,Completed,Work,,20,,,,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Sex in mass media|~|Sex role in advertising,,eng,,,,,,,,Exhibit 18 - Example of Violence Against Women in Advertising,Between 1976 and 1977,,"Rights.generalNote: Item contains advertisement from Psychology Today, excerpt from the book Battered Wives, and an unpublished letter. Need to obtain permission to publish from original authors.",1976/1977,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x2t,ark:/21198/zz000s2z4b,2,Completed,Work,,21,,,,individuals,,private,,text,copyrighted,unpublished,N,"Hustler Magazine, Inc.",Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography--Political aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Exhibit 19 - Examples of Offensive Material in Hustler Magazine,Between 1976 and 1977,,Rights.generalNote: Item contains clippings from Hustler magazine.,1976/1977,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x3b,ark:/21198/zz000s2z4b,2,Completed,Work,,22,,,,individuals,,private,,text,copyrighted,unpublished,N,"Hustler Magazine, Inc.",Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Exhibit 20 - Women and Power,Between 1976 and 1977,,Rights.generalNote: Item contains clippings from Los Angeles Magazine.,1976/1977,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x4v,ark:/21198/zz000s2z4b,2,Completed,Work,,23,,,,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Exhibit 21 - Advertising in Newsweek,Between 1976 and 1977,,Rights.generalNote: Item contains clippings from Newsweek.,1976/1977,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177z7w,ark:/21198/zz000s2z4b,2,Completed,Work,,24,,,,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,,,Exhibit 22 - Examples of Sex Exploitation in Music Industry,1977,,Remainder of exhibit appears to be missing from files.,1977-06,,
