Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1ks8jmt,ark:/21198/z1zw3gvp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3gvp
ark:/21198/z1ks8jmt,ark:/21198/z1v42r37,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42r37
ark:/21198/z1ks8jmt,ark:/21198/z1qc20db,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc20db
ark:/21198/z1ks8jmt,ark:/21198/z1km17sz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km17sz
ark:/21198/z1ks8jmt,ark:/21198/z1fx96dh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx96dh
ark:/21198/z1ks8jmt,ark:/21198/z1b58fqj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58fqj
ark:/21198/z1ks8jmt,ark:/21198/z16d7q07,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0007.tif,Page,Page 7,7,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7q07
ark:/21198/z1ks8jmt,ark:/21198/z12n6z6m,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0008.tif,Page,Page 8,8,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6z6m
ark:/21198/z1ks8jmt,ark:/21198/z1xw6fq9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0009.tif,Page,Page 9,9,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6fq9
ark:/21198/z1ks8jmt,ark:/21198/z1t45q1r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0010.tif,Page,Page 10,10,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45q1r
ark:/21198/z1ks8jmt,ark:/21198/z1pc4zcx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0011.tif,Page,Page 11,11,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4zcx
ark:/21198/z1ks8jmt,ark:/21198/z1jq2wxq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0027_0012.tif,Page,Page 12,12,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2wxq
