"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Name.subject","Rights.rightsHolderContact","Rights.servicesContact","Subject","Date.normalized","Title","Date.creation","Description.note","Bucketeer State","IIIF Access URL"
"ARPANET Project Notes","ark:/21198/zz002h2dtd","ark:/21198/z1b29fz1","","","Page","arpanet/image/pdf_images/21198-zz002h2dtd-1-master_015.tif","15","","","","","","","","","","","","","","","","Page 15","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29fz1"
"ARPANET Project Notes","ark:/21198/zz002h2dvx","ark:/21198/z1698q68","","","Page","arpanet/image/pdf_images/21198-zz002h2dvx-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698q68"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z12j7zh0","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j7zh0"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z1xw65fd","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw65fd"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z1t45dsw","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45dsw"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z1pc4p31","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4p31"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z1jm3xbv","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3xbv"
"ARPANET Project Notes","ark:/21198/zz002h2dwf","ark:/21198/z1dv35h5","","","Page","arpanet/image/pdf_images/21198-zz002h2dwf-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv35h5"
"ARPANET Project Notes","ark:/21198/zz002h2dzg","ark:/21198/z1932dt6","","","Page","arpanet/image/pdf_images/21198-zz002h2dzg-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932dt6"
"ARPANET Project Notes","ark:/21198/zz002h2dzg","ark:/21198/z15b1p5s","","","Page","arpanet/image/pdf_images/21198-zz002h2dzg-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1p5s"
"ARPANET Project Notes","ark:/21198/zz002h2f0g","ark:/21198/z11n9mrg","","","Page","arpanet/image/pdf_images/21198-zz002h2f0g-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9mrg"
"ARPANET Project Notes","ark:/21198/zz002h2f0g","ark:/21198/z1ww94cx","","","Page","arpanet/image/pdf_images/21198-zz002h2f0g-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww94cx"
"ARPANET Project Notes","ark:/21198/zz002h2f0g","ark:/21198/z1s48cpz","","","Page","arpanet/image/pdf_images/21198-zz002h2f0g-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48cpz"
"ARPANET Project Notes","ark:/21198/zz002h2f0g","ark:/21198/z1nc7mwb","","","Page","arpanet/image/pdf_images/21198-zz002h2f0g-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7mwb"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z1hm6w2p","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm6w2p"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z1cv64cs","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv64cs"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z1835cq8","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835cq8"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z14f3bct","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3bct"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z10p2kq0","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2kq0"
"ARPANET Project Notes","ark:/21198/zz002h2f2h","ark:/21198/z1vx238j","","","Page","arpanet/image/pdf_images/21198-zz002h2f2h-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx238j"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z1r51bg7","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51bg7"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z1md0kpm","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0kpm"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z1gm9v06","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9v06"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z1bz7sps","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7sps"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z176720m","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz176720m"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z13f69c7","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f69c7"
"ARPANET Project Notes","ark:/21198/zz002h2f4j","ark:/21198/z1zp5sv3","","","Page","arpanet/image/pdf_images/21198-zz002h2f4j-1-master_007.tif","7","","","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5sv3"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1tx523q","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx523q"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1q5498z","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q5498z"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1kd3jkp","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3jkp"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1fr1h77","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1h77"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1b00rj8","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00rj8"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z16700x8","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16700x8"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z12f986d","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_007.tif","7","","","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f986d"
"ARPANET Project Notes","ark:/21198/zz002h2f6k","ark:/21198/z1xp8rnt","","","Page","arpanet/image/pdf_images/21198-zz002h2f6k-1-master_008.tif","8","","","","","","","","","","","","","","","","Page 8","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8rnt"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1sx80vk","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx80vk"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1p57851","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57851"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1jh56vm","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh56vm"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1dr4g66","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4g66"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1903qh7","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903qh7"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1572zsh","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1572zsh"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z11g26zt","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_007.tif","7","","","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g26zt"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1wq1qf3","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_008.tif","8","","","","","","","","","","","","","","","","Page 8","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1qf3"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1rz0zrt","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_009.tif","9","","","","","","","","","","","","","","","","Page 9","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0zrt"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1n88xfk","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_010.tif","10","","","","","","","","","","","","","","","","Page 10","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n88xfk"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1hh85rp","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_011.tif","11","","","","","","","","","","","","","","","","Page 11","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh85rp"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1cr7f38","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_012.tif","12","","","","","","","","","","","","","","","","Page 12","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7f38"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1806pcv","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_013.tif","13","","","","","","","","","","","","","","","","Page 13","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806pcv"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z1475xk7","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_014.tif","14","","","","","","","","","","","","","","","","Page 14","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1475xk7"
"ARPANET Project Notes","ark:/21198/zz002h2f10","ark:/21198/z10g55s0","","","Page","arpanet/image/pdf_images/21198-zz002h2f10-1-master_015.tif","15","","","","","","","","","","","","","","","","Page 15","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g55s0"
"ARPANET Project Notes","ark:/21198/zz002h2f31","ark:/21198/z1vq4pb5","","","Page","arpanet/image/pdf_images/21198-zz002h2f31-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4pb5"
"ARPANET Project Notes","ark:/21198/zz002h2f31","ark:/21198/z1r22n1g","","","Page","arpanet/image/pdf_images/21198-zz002h2f31-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22n1g"
"ARPANET Project Notes","ark:/21198/zz002h2f31","ark:/21198/z1m91wb6","","","Page","arpanet/image/pdf_images/21198-zz002h2f31-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m91wb6"
"ARPANET Project Notes","ark:/21198/zz002h2f31","ark:/21198/z1gj14pr","","","Page","arpanet/image/pdf_images/21198-zz002h2f31-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj14pr"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1bs0cw4","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0cw4"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1709n3p","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709n3p"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1378wbh","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1378wbh"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1zg8cwn","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8cwn"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1tt6bm3","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6bm3"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1q25kzk","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_006.tif","6","","","","","","","","","","","","","","","","Page 6","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25kzk"
"ARPANET Project Notes","ark:/21198/zz002h28rf","ark:/21198/z1k94v8q","","","Page","arpanet/image/pdf_images/21198-zz002h28rf-1-master_007.tif","7","","","","","","","","","","","","","","","","Page 7","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94v8q"
"ARPANET Project Notes","ark:/21198/zz002h28sz","ark:/21198/z1fj43jc","","","Page","arpanet/image/pdf_images/21198-zz002h28sz-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj43jc"
"ARPANET Project Notes","ark:/21198/zz002h28sz","ark:/21198/z19s3bq9","","","Page","arpanet/image/pdf_images/21198-zz002h28sz-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3bq9"
"ARPANET Project Notes","ark:/21198/zz002h28tg","ark:/21198/z1612kzf","","","Page","arpanet/image/pdf_images/21198-zz002h28tg-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612kzf"
"ARPANET Project Notes","ark:/21198/zz002h28v0","ark:/21198/z1281v8k","","","Page","arpanet/image/pdf_images/21198-zz002h28v0-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281v8k"
"ARPANET Project Notes","ark:/21198/zz002h28v0","ark:/21198/z1xm0260","","","Page","arpanet/image/pdf_images/21198-zz002h28v0-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0260"
"ARPANET Project Notes","ark:/21198/zz002h28wh","ark:/21198/z1st99h5","","","Page","arpanet/image/pdf_images/21198-zz002h28wh-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st99h5"
"ARPANET Project Notes","ark:/21198/zz002h28wh","ark:/21198/z1p28jvn","","","Page","arpanet/image/pdf_images/21198-zz002h28wh-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28jvn"
"ARPANET Project Notes","ark:/21198/zz002h28wh","ark:/21198/z1j97t3w","","","Page","arpanet/image/pdf_images/21198-zz002h28wh-1-master_003.tif","3","","","","","","","","","","","","","","","","Page 3","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97t3w"
"ARPANET Project Notes","ark:/21198/zz002h28wh","ark:/21198/z1dj729n","","","Page","arpanet/image/pdf_images/21198-zz002h28wh-1-master_004.tif","4","","","","","","","","","","","","","","","","Page 4","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj729n"
"ARPANET Project Notes","ark:/21198/zz002h28wh","ark:/21198/z18s69kx","","","Page","arpanet/image/pdf_images/21198-zz002h28wh-1-master_005.tif","5","","","","","","","","","","","","","","","","Page 5","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s69kx"
"ARPANET Project Notes","ark:/21198/zz002h28x1","ark:/21198/z1515jxd","","","Page","arpanet/image/pdf_images/21198-zz002h28x1-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515jxd"
"ARPANET Project Notes","ark:/21198/zz002h28x1","ark:/21198/z11c3hh2","","","Page","arpanet/image/pdf_images/21198-zz002h28x1-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3hh2"
"ARPANET Project Notes","ark:/21198/zz002h28zj","ark:/21198/z1wm3132","","","Page","arpanet/image/pdf_images/21198-zz002h28zj-1-master_001.tif","1","","","","","","","","","","","","","","","","Page 1","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3132"
"ARPANET Project Notes","ark:/21198/zz002h28zj","ark:/21198/z1rv28f7","","","Page","arpanet/image/pdf_images/21198-zz002h28zj-1-master_002.tif","2","","","","","","","","","","","","","","","","Page 2","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv28f7"
