"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Wingfield (Michael) Collection","ark:/21198/z14b4n0z","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4n0z",""
"Wingfield (Michael) Collection","ark:/21198/z10p2kn3","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2kn3",""
"Wingfield (Michael) Collection","ark:/21198/z1vx2373","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2373",""
"Wingfield (Michael) Collection","ark:/21198/z1r51bfs","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51bfs",""
"Wingfield (Michael) Collection","ark:/21198/z1md0kn5","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0kn5",""
"Wingfield (Michael) Collection","ark:/21198/z1gm9txw","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9txw",""
"Wingfield (Michael) Collection","ark:/21198/z1bv9399","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9399",""
"Wingfield (Michael) Collection","ark:/21198/z17671x9","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_008.tif","8","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17671x9",""
"Wingfield (Michael) Collection","ark:/21198/z13f699b","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_009.tif","9","","","","","","","","","","","","Page 9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f699b",""
"Wingfield (Michael) Collection","ark:/21198/z1zp5stn","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_010.tif","10","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5stn",""
"Wingfield (Michael) Collection","ark:/21198/z1tx5228","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5228",""
"Wingfield (Michael) Collection","ark:/21198/z1q5497h","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_012.tif","12","","","","","","","","","","","","Page 12","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q5497h",""
"Wingfield (Michael) Collection","ark:/21198/z1kd3jhs","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_013.tif","13","","","","","","","","","","","","Page 13","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3jhs",""
"Wingfield (Michael) Collection","ark:/21198/z1fn2svz","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_014.tif","14","","","","","","","","","","","","Page 14","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2svz",""
"Wingfield (Michael) Collection","ark:/21198/z1b00rgc","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_015.tif","15","","","","","","","","","","","","Page 15","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00rgc",""
"Wingfield (Michael) Collection","ark:/21198/z16700vc","ark:/21198/zz002gxbz9","","","Page","wingfield/image/pdf_images/21198-zz002gxbz9-1-master_016.tif","16","","","","","","","","","","","","Page 16","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16700vc",""
