"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Wingfield (Michael) Collection","ark:/21198/z1jq2mnt","ark:/21198/zz002gxbsq","","","Page","wingfield/image/pdf_images/21198-zz002gxbsq-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2mnt",""
"Wingfield (Michael) Collection","ark:/21198/z1f20kb4","ark:/21198/zz002gxbsq","","","Page","wingfield/image/pdf_images/21198-zz002gxbsq-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20kb4",""
"Wingfield (Michael) Collection","ark:/21198/z1989tq6","ark:/21198/zz002gxbsq","","","Page","wingfield/image/pdf_images/21198-zz002gxbsq-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989tq6",""
"Wingfield (Michael) Collection","ark:/21198/z15h92zd","ark:/21198/zz002gxbsq","","","Page","wingfield/image/pdf_images/21198-zz002gxbsq-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h92zd",""
