"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Wingfield (Michael) Collection","ark:/21198/z1cg19sj","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg19sj",""
"Wingfield (Michael) Collection","ark:/21198/z17q0k44","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0k44",""
"Wingfield (Michael) Collection","ark:/21198/z13x9t9h","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9t9h",""
"Wingfield (Michael) Collection","ark:/21198/z10592j1","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10592j1",""
"Wingfield (Michael) Collection","ark:/21198/z1vd8k2r","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8k2r",""
